model,cadence_bars,cadence_minutes,phase,phase_offset_minutes,sleeve_count,capital_fraction_per_sleeve,selected_cohorts,cost_bps,total_periods,total_gross_log_return,total_turnover,break_even_cost_bps,equal_weighted_gross_mean_return,pooled_gross_mean_return,equal_weighted_mean_turnover,pooled_mean_turnover,equal_weighted_net_mean_return,pooled_net_mean_return,equal_weighted_annualized_net_return,pooled_annualized_net_return,positive_sleeve_fraction,all_sleeves_positive
lightgbm,12,60,9,45,1,1,9,1,4341,-0.00231616453076,1449.25,-0.015981814944,-5.33555524248e-07,-5.33555524248e-07,0.333851647086,0.333851647086,-3.39187202328e-05,-3.39187202328e-05,-0.29712798924,-0.29712798924,0,False
lightgbm,12,60,9,45,1,1,9,2,4341,-0.00231616453076,1449.25,-0.015981814944,-5.33555524248e-07,-5.33555524248e-07,0.333851647086,0.333851647086,-6.73038849414e-05,-6.73038849414e-05,-0.589582032087,-0.589582032087,0,False
lightgbm,12,60,9,45,1,1,9,5,4341,-0.00231616453076,1449.25,-0.015981814944,-5.33555524248e-07,-5.33555524248e-07,0.333851647086,0.333851647086,-0.000167459379067,-0.000167459379067,-1.46694416063,-1.46694416063,0,False
lightgbm,12,60,9,45,1,1,9,10,4341,-0.00231616453076,1449.25,-0.015981814944,-5.33555524248e-07,-5.33555524248e-07,0.333851647086,0.333851647086,-0.00033438520261,-0.00033438520261,-2.92921437487,-2.92921437487,0,False
lightgbm,12,60,10,50,1,1,10,0,4341,-0.0246802472837,1455.5,-0.169565422767,-5.68538292645e-06,-5.68538292645e-06,0.33529140751,0.33529140751,-5.68538292645e-06,-5.68538292645e-06,-0.0498039544357,-0.0498039544357,0,False
lightgbm,12,60,10,50,1,1,10,1,4341,-0.0246802472837,1455.5,-0.169565422767,-5.68538292645e-06,-5.68538292645e-06,0.33529140751,0.33529140751,-3.92145236774e-05,-3.92145236774e-05,-0.343519227414,-0.343519227414,0,False
lightgbm,12,60,10,50,1,1,10,2,4341,-0.0246802472837,1455.5,-0.169565422767,-5.68538292645e-06,-5.68538292645e-06,0.33529140751,0.33529140751,-7.27436644284e-05,-7.27436644284e-05,-0.637234500393,-0.637234500393,0,False
lightgbm,12,60,10,50,1,1,10,5,4341,-0.0246802472837,1455.5,-0.169565422767,-5.68538292645e-06,-5.68538292645e-06,0.33529140751,0.33529140751,-0.000173331086681,-0.000173331086681,-1.51838031933,-1.51838031933,0,False
lightgbm,12,60,10,50,1,1,10,10,4341,-0.0246802472837,1455.5,-0.169565422767,-5.68538292645e-06,-5.68538292645e-06,0.33529140751,0.33529140751,-0.000340976790436,-0.000340976790436,-2.98695668422,-2.98695668422,0,False
lightgbm,12,60,11,55,1,1,11,0,4341,0.179210098791,1451.25,1.23486717513,4.12831372473e-05,4.12831372474e-05,0.334312370422,0.334312370422,4.12831372473e-05,4.12831372474e-05,0.361640282286,0.361640282287,1,True
lightgbm,12,60,11,55,1,1,11,1,4341,0.179210098791,1451.25,1.23486717513,4.12831372473e-05,4.12831372474e-05,0.334312370422,0.334312370422,7.8519002051e-06,7.85190020525e-06,0.0687826457967,0.068782645798,1,True
lightgbm,12,60,11,55,1,1,11,2,4341,0.179210098791,1451.25,1.23486717513,4.12831372473e-05,4.12831372474e-05,0.334312370422,0.334312370422,-2.55793368371e-05,-2.55793368369e-05,-0.224074990693,-0.224074990691,0,False
lightgbm,12,60,11,55,1,1,11,5,4341,0.179210098791,1451.25,1.23486717513,4.12831372473e-05,4.12831372474e-05,0.334312370422,0.334312370422,-0.000125873047964,-0.000125873047963,-1.10264790016,-1.10264790016,0,False
lightgbm,12,60,11,55,1,1,11,10,4341,0.179210098791,1451.25,1.23486717513,4.12831372473e-05,4.12831372474e-05,0.334312370422,0.334312370422,-0.000293029233175,-0.000293029233174,-2.56693608261,-2.56693608261,0,False
mlp,1,5,0,0,12,0.0833333333333,"0,1,2,3,4,5,6,7,8,9,10,11",0,52092,0.408053177433,77418.9999999,0.0527071103261,7.83331754267e-06,7.83331754267e-06,1.48619749674,1.48619749674,7.83331754267e-06,7.83331754267e-06,0.0686198616738,0.0686198616738,0.75,False
mlp,1,5,0,0,12,0.0833333333333,"0,1,2,3,4,5,6,7,8,9,10,11",1,52092,0.408053177433,77418.9999999,0.0527071103261,7.83331754267e-06,7.83331754267e-06,1.48619749674,1.48619749674,-0.000140786432131,-0.000140786432131,-1.23328914547,-1.23328914547,0,False
mlp,1,5,0,0,12,0.0833333333333,"0,1,2,3,4,5,6,7,8,9,10,11",2,52092,0.408053177433,77418.9999999,0.0527071103261,7.83331754267e-06,7.83331754267e-06,1.48619749674,1.48619749674,-0.000289406181804,-0.000289406181804,-2.53519815261,-2.53519815261,0,False
mlp,1,5,0,0,12,0.0833333333333,"0,1,2,3,4,5,6,7,8,9,10,11",5,52092,0.408053177433,77418.9999999,0.0527071103261,7.83331754267e-06,7.83331754267e-06,1.48619749674,1.48619749674,-0.000735265430825,-0.000735265430825,-6.44092517403,-6.44092517403,0,False
mlp,1,5,0,0,12,0.0833333333333,"0,1,2,3,4,5,6,7,8,9,10,11",10,52092,0.408053177433,77418.9999999,0.0527071103261,7.83331754267e-06,7.83331754267e-06,1.48619749674,1.48619749674,-0.00147836417919,-0.00147836417919,-12.9504702097,-12.9504702097,0,False
mlp,3,15,0,0,4,0.25,"0,3,6,9",0,17364,0.148816960834,25777.75,0.0577307797747,8.57043082432e-06,8.57043082432e-06,1.48455137065,1.48455137065,8.57043082432e-06,8.57043082432e-06,0.0750769740211,0.075076974021,0.75,False
mlp,3,15,0,0,4,0.25,"0,3,6,9",1,17364,0.148816960834,25777.75,0.0577307797747,8.57043082432e-06,8.57043082432e-06,1.48455137065,1.48455137065,-0.000139884706241,-0.000139884706241,-1.22539002667,-1.22539002667,0,False
mlp,3,15,0,0,4,0.25,"0,3,6,9",2,17364,0.148816960834,25777.75,0.0577307797747,8.57043082432e-06,8.57043082432e-06,1.48455137065,1.48455137065,-0.000288339843306,-0.000288339843306,-2.52585702736,-2.52585702736,0,False
mlp,3,15,0,0,4,0.25,"0,3,6,9",5,17364,0.148816960834,25777.75,0.0577307797747,8.57043082432e-06,8.57043082432e-06,1.48455137065,1.48455137065,-0.000733705254501,-0.0007337052545,-6.42725802943,-6.42725802942,0,False
mlp,3,15,0,0,4,0.25,"0,3,6,9",10,17364,0.148816960834,25777.75,0.0577307797747,8.57043082432e-06,8.57043082432e-06,1.48455137065,1.48455137065,-0.00147598093983,-0.00147598093983,-12.9295930329,-12.9295930329,0,False
mlp,3,15,1,5,4,0.25,"1,4,7,10",0,17364,0.227379983149,25820.25,0.0880626574681,1.30949080367e-05,1.30949080367e-05,1.48699896337,1.48699896337,1.30949080367e-05,1.30949080367e-05,0.114711394401,0.114711394401,0.75,False
mlp,3,15,1,5,4,0.25,"1,4,7,10",1,17364,0.227379983149,25820.25,0.0880626574681,1.30949080367e-05,1.30949080367e-05,1.48699896337,1.48699896337,-0.000135604988301,-0.000135604988301,-1.18789969751,-1.18789969751,0,False
mlp,3,15,1,5,4,0.25,"1,4,7,10",2,17364,0.227379983149,25820.25,0.0880626574681,1.30949080367e-05,1.30949080367e-05,1.48699896337,1.48699896337,-0.000284304884638,-0.000284304884638,-2.49051078943,-2.49051078943,0,False
mlp,3,15,1,5,4,0.25,"1,4,7,10",5,17364,0.227379983149,25820.25,0.0880626574681,1.30949080367e-05,1.30949080367e-05,1.48699896337,1.48699896337,-0.00073040457365,-0.000730404573649,-6.39834406517,-6.39834406517,0,False
mlp,3,15,1,5,4,0.25,"1,4,7,10",10,17364,0.227379983149,25820.25,0.0880626574681,1.30949080367e-05,1.30949080367e-05,1.48699896337,1.48699896337,-0.00147390405534,-0.00147390405534,-12.9113995247,-12.9113995247,0,False
mlp,3,15,2,10,4,0.25,"2,5,8,11",0,17364,0.0318562334506,25821,0.0123373352893,1.83461376703e-06,1.83461376702e-06,1.48704215619,1.48704215618,1.83461376703e-06,1.83461376702e-06,0.0160712165992,0.0160712165991,0.75,False
mlp,3,15,2,10,4,0.25,"2,5,8,11",1,17364,0.0318562334506,25821,0.0123373352893,1.83461376703e-06,1.83461376702e-06,1.48704215619,1.48704215618,-0.000146869601851,-0.000146869601851,-1.28657771222,-1.28657771222,0,False
mlp,3,15,2,10,4,0.25,"2,5,8,11",2,17364,0.0318562334506,25821,0.0123373352893,1.83461376703e-06,1.83461376702e-06,1.48704215619,1.48704215618,-0.00029557381747,-0.00029557381747,-2.58922664104,-2.58922664104,0,False
mlp,3,15,2,10,4,0.25,"2,5,8,11",5,17364,0.0318562334506,25821,0.0123373352893,1.83461376703e-06,1.83461376702e-06,1.48704215619,1.48704215618,-0.000741686464325,-0.000741686464325,-6.49717342749,-6.49717342749,0,False
mlp,3,15,2,10,4,0.25,"2,5,8,11",10,17364,0.0318562334506,25821,0.0123373352893,1.83461376703e-06,1.83461376702e-06,1.48704215619,1.48704215618,-0.00148520754242,-0.00148520754242,-13.0104180716,-13.0104180716,0,False
mlp,6,30,0,0,2,0.5,"0,6",0,8682,0.100202517093,12911,0.0776101906074,1.15414094786e-05,1.15414094786e-05,1.4870997466,1.4870997466,1.15414094786e-05,1.15414094786e-05,0.101102747033,0.101102747032,1,True
mlp,6,30,0,0,2,0.5,"0,6",1,8682,0.100202517093,12911,0.0776101906074,1.15414094786e-05,1.15414094786e-05,1.4870997466,1.4870997466,-0.000137168565181,-0.000137168565181,-1.20159663099,-1.20159663099,0,False
mlp,6,30,0,0,2,0.5,"0,6",2,8682,0.100202517093,12911,0.0776101906074,1.15414094786e-05,1.15414094786e-05,1.4870997466,1.4870997466,-0.000285878539841,-0.000285878539841,-2.50429600901,-2.50429600901,0,False
mlp,6,30,0,0,2,0.5,"0,6",5,8682,0.100202517093,12911,0.0776101906074,1.15414094786e-05,1.15414094786e-05,1.4870997466,1.4870997466,-0.000732008463821,-0.000732008463821,-6.41239414308,-6.41239414307,0,False
mlp,6,30,0,0,2,0.5,"0,6",10,8682,0.100202517093,12911,0.0776101906074,1.15414094786e-05,1.15414094786e-05,1.4870997466,1.4870997466,-0.00147555833712,-0.00147555833712,-12.9258910332,-12.9258910332,0,False
mlp,6,30,1,5,2,0.5,"1,7",0,8682,0.181708647797,12947.5,0.14034265132,2.09293535818e-05,2.09293535818e-05,1.49130384704,1.49130384704,2.09293535818e-05,2.09293535818e-05,0.183341137376,0.183341137376,1,True
mlp,6,30,1,5,2,0.5,"1,7",1,8682,0.181708647797,12947.5,0.14034265132,2.09293535818e-05,2.09293535818e-05,1.49130384704,1.49130384704,-0.000128201031122,-0.000128201031122,-1.12304103263,-1.12304103263,0,False
mlp,6,30,1,5,2,0.5,"1,7",2,8682,0.181708647797,12947.5,0.14034265132,2.09293535818e-05,2.09293535818e-05,1.49130384704,1.49130384704,-0.000277331415826,-0.000277331415826,-2.42942320264,-2.42942320264,0,False
mlp,6,30,1,5,2,0.5,"1,7",5,8682,0.181708647797,12947.5,0.14034265132,2.09293535818e-05,2.09293535818e-05,1.49130384704,1.49130384704,-0.000724722569938,-0.000724722569938,-6.34856971266,-6.34856971266,0,False
mlp,6,30,1,5,2,0.5,"1,7",10,8682,0.181708647797,12947.5,0.14034265132,2.09293535818e-05,2.09293535818e-05,1.49130384704,1.49130384704,-0.00147037449346,-0.00147037449346,-12.8804805627,-12.8804805627,0,False
mlp,6,30,2,10,2,0.5,"2,8",0,8682,-0.0147552018176,12954,-0.0113904599488,-1.69951644984e-06,-1.69951644985e-06,1.49205252246,1.49205252246,-1.69951644984e-06,-1.69951644985e-06,-0.0148877641006,-0.0148877641007,0.5,False
mlp,6,30,2,10,2,0.5,"2,8",1,8682,-0.0147552018176,12954,-0.0113904599488,-1.69951644984e-06,-1.69951644985e-06,1.49205252246,1.49205252246,-0.000150904768696,-0.000150904768696,-1.32192577378,-1.32192577377,0,False
mlp,6,30,2,10,2,0.5,"2,8",2,8682,-0.0147552018176,12954,-0.0113904599488,-1.69951644984e-06,-1.69951644985e-06,1.49205252246,1.49205252246,-0.000300110020942,-0.000300110020942,-2.62896378345,-2.62896378345,0,False
mlp,6,30,2,10,2,0.5,"2,8",5,8682,-0.0147552018176,12954,-0.0113904599488,-1.69951644984e-06,-1.69951644985e-06,1.49205252246,1.49205252246,-0.00074772577768,-0.000747725777679,-6.55007781248,-6.55007781247,0,False
mlp,6,30,2,10,2,0.5,"2,8",10,8682,-0.0147552018176,12954,-0.0113904599488,-1.69951644984e-06,-1.69951644985e-06,1.49205252246,1.49205252246,-0.00149375203891,-0.00149375203891,-13.0852678609,-13.0852678608,0,False
mlp,6,30,3,15,2,0.5,"3,9",0,8682,0.0486144437404,12866.75,0.0377830017219,5.59945217005e-06,5.59945217005e-06,1.4820029947,1.4820029947,5.59945217005e-06,5.59945217005e-06,0.0490512010096,0.0490512010097,0.5,False
mlp,6,30,3,15,2,0.5,"3,9",1,8682,0.0486144437404,12866.75,0.0377830017219,5.59945217005e-06,5.59945217005e-06,1.4820029947,1.4820029947,-0.0001426008473,-0.0001426008473,-1.24918342235,-1.24918342235,0,False
mlp,6,30,3,15,2,0.5,"3,9",2,8682,0.0486144437404,12866.75,0.0377830017219,5.59945217005e-06,5.59945217005e-06,1.4820029947,1.4820029947,-0.00029080114677,-0.00029080114677,-2.5474180457,-2.5474180457,0,False
mlp,6,30,3,15,2,0.5,"3,9",5,8682,0.0486144437404,12866.75,0.0377830017219,5.59945217005e-06,5.59945217005e-06,1.4820029947,1.4820029947,-0.00073540204518,-0.00073540204518,-6.44212191578,-6.44212191577,0,False
mlp,6,30,3,15,2,0.5,"3,9",10,8682,0.0486144437404,12866.75,0.0377830017219,5.59945217005e-06,5.59945217005e-06,1.4820029947,1.4820029947,-0.00147640354253,-0.00147640354253,-12.9332950326,-12.9332950326,0,False
mlp,6,30,4,20,2,0.5,"4,10",0,8682,0.0456713353519,12872.75,0.0354790820547,5.26046249156e-06,5.26046249158e-06,1.4826940797,1.4826940797,5.26046249156e-06,5.26046249158e-06,0.046081651426,0.0460816514262,0.5,False
mlp,6,30,4,20,2,0.5,"4,10",1,8682,0.0456713353519,12872.75,0.0354790820547,5.26046249156e-06,5.26046249158e-06,1.4826940797,1.4826940797,-0.000143008945479,-0.000143008945479,-1.2527583624,-1.25275836239,0,False
mlp,6,30,4,20,2,0.5,"4,10",2,8682,0.0456713353519,12872.75,0.0354790820547,5.26046249156e-06,5.26046249158e-06,1.4826940797,1.4826940797,-0.000291278353449,-0.000291278353449,-2.55159837622,-2.55159837622,0,False
mlp,6,30,4,20,2,0.5,"4,10",5,8682,0.0456713353519,12872.75,0.0354790820547,5.26046249156e-06,5.26046249158e-06,1.4826940797,1.4826940797,-0.000736086577361,-0.00073608657736,-6.44811841768,-6.44811841768,0,False
mlp,6,30,4,20,2,0.5,"4,10",10,8682,0.0456713353519,12872.75,0.0354790820547,5.26046249156e-06,5.26046249158e-06,1.4826940797,1.4826940797,-0.00147743361721,-0.00147743361721,-12.9423184868,-12.9423184868,0,False
mlp,6,30,5,25,2,0.5,"5,11",0,8682,0.0466114352682,12867,0.0362255656083,5.36874398391e-06,5.3687439839e-06,1.48203178991,1.48203178991,5.36874398391e-06,5.3687439839e-06,0.047030197299,0.0470301972989,1,True
mlp,6,30,5,25,2,0.5,"5,11",1,8682,0.0466114352682,12867,0.0362255656083,5.36874398391e-06,5.3687439839e-06,1.48203178991,1.48203178991,-0.000142834435007,-0.000142834435007,-1.25122965066,-1.25122965066,0,False
mlp,6,30,5,25,2,0.5,"5,11",2,8682,0.0466114352682,12867,0.0362255656083,5.36874398391e-06,5.3687439839e-06,1.48203178991,1.48203178991,-0.000291037613998,-0.000291037613998,-2.54948949862,-2.54948949862,0,False
mlp,6,30,5,25,2,0.5,"5,11",5,8682,0.0466114352682,12867,0.0362255656083,5.36874398391e-06,5.3687439839e-06,1.48203178991,1.48203178991,-0.000735647150971,-0.000735647150971,-6.44426904251,-6.44426904251,0,False
mlp,6,30,5,25,2,0.5,"5,11",10,8682,0.0466114352682,12867,0.0362255656083,5.36874398391e-06,5.3687439839e-06,1.48203178991,1.48203178991,-0.00147666304593,-0.00147666304593,-12.9355682823,-12.9355682823,0,False
mlp,12,60,0,0,1,1,0,0,4341,0.0530002454972,6465.99999998,0.081967592789,1.22092249475e-05,1.22092249475e-05,1.48951854411,1.48951854411,1.22092249475e-05,1.22092249475e-05,0.10695281054,0.10695281054,1,True
mlp,12,60,0,0,1,1,0,1,4341,0.0530002454972,6465.99999998,0.081967592789,1.22092249475e-05,1.22092249475e-05,1.48951854411,1.48951854411,-0.000136742629464,-0.000136742629463,-1.1978654341,-1.1978654341,0,False
mlp,12,60,0,0,1,1,0,2,4341,0.0530002454972,6465.99999998,0.081967592789,1.22092249475e-05,1.22092249475e-05,1.48951854411,1.48951854411,-0.000285694483875,-0.000285694483874,-2.50268367874,-2.50268367874,0,False
mlp,12,60,0,0,1,1,0,5,4341,0.0530002454972,6465.99999998,0.081967592789,1.22092249475e-05,1.22092249475e-05,1.48951854411,1.48951854411,-0.000732550047108,-0.000732550047107,-6.41713841266,-6.41713841266,0,False
mlp,12,60,0,0,1,1,0,10,4341,0.0530002454972,6465.99999998,0.081967592789,1.22092249475e-05,1.22092249475e-05,1.48951854411,1.48951854411,-0.00147730931916,-0.00147730931916,-12.9412296359,-12.9412296359,0,False
mlp,12,60,1,5,1,1,1,0,4341,0.060695134736,6502.75000001,0.0933376413608,1.39818324663e-05,1.39818324663e-05,1.49798433541,1.49798433541,1.39818324663e-05,1.39818324663e-05,0.122480852405,0.122480852404,1,True
mlp,12,60,1,5,1,1,1,1,4341,0.060695134736,6502.75000001,0.0933376413608,1.39818324663e-05,1.39818324663e-05,1.49798433541,1.49798433541,-0.000135816601075,-0.000135816601075,-1.18975342541,-1.18975342541,0,False
mlp,12,60,1,5,1,1,1,2,4341,0.060695134736,6502.75000001,0.0933376413608,1.39818324663e-05,1.39818324663e-05,1.49798433541,1.49798433541,-0.000285615034616,-0.000285615034616,-2.50198770323,-2.50198770323,0,False
mlp,12,60,1,5,1,1,1,5,4341,0.060695134736,6502.75000001,0.0933376413608,1.39818324663e-05,1.39818324663e-05,1.49798433541,1.49798433541,-0.000735010335239,-0.000735010335238,-6.43869053669,-6.43869053669,0,False
mlp,12,60,1,5,1,1,1,10,4341,0.060695134736,6502.75000001,0.0933376413608,1.39818324663e-05,1.39818324663e-05,1.49798433541,1.49798433541,-0.00148400250294,-0.00148400250294,-12.9998619258,-12.9998619258,0,False
mlp,12,60,2,10,1,1,2,0,4341,-0.0404635964221,6493.5,-0.062314000804,-9.32126155772e-06,-9.32126155773e-06,1.49585348998,1.49585348998,-9.32126155772e-06,-9.32126155773e-06,-0.0816542512456,-0.0816542512457,0,False
mlp,12,60,2,10,1,1,2,1,4341,-0.0404635964221,6493.5,-0.062314000804,-9.32126155772e-06,-9.32126155773e-06,1.49585348998,1.49585348998,-0.000158906610556,-0.000158906610556,-1.39202190847,-1.39202190847,0,False
mlp,12,60,2,10,1,1,2,2,4341,-0.0404635964221,6493.5,-0.062314000804,-9.32126155772e-06,-9.32126155773e-06,1.49585348998,1.49585348998,-0.000308491959554,-0.000308491959554,-2.70238956569,-2.70238956569,0,False
mlp,12,60,2,10,1,1,2,5,4341,-0.0404635964221,6493.5,-0.062314000804,-9.32126155772e-06,-9.32126155773e-06,1.49585348998,1.49585348998,-0.000757248006548,-0.000757248006547,-6.63349253736,-6.63349253735,0,False
mlp,12,60,2,10,1,1,2,10,4341,-0.0404635964221,6493.5,-0.062314000804,-9.32126155772e-06,-9.32126155773e-06,1.49585348998,1.49585348998,-0.00150517475154,-0.00150517475154,-13.1853308235,-13.1853308235,0,False
mlp,12,60,3,15,1,1,3,0,4341,-0.0896841250076,6463.74999999,-0.138749371507,-2.06597846136e-05,-2.06597846136e-05,1.48900023036,1.48900023036,-2.06597846136e-05,-2.06597846136e-05,-0.180979713215,-0.180979713215,0,False
mlp,12,60,3,15,1,1,3,1,4341,-0.0896841250076,6463.74999999,-0.138749371507,-2.06597846136e-05,-2.06597846136e-05,1.48900023036,1.48900023036,-0.00016955980765,-0.00016955980765,-1.48534391501,-1.48534391501,0,False
mlp,12,60,3,15,1,1,3,2,4341,-0.0896841250076,6463.74999999,-0.138749371507,-2.06597846136e-05,-2.06597846136e-05,1.48900023036,1.48900023036,-0.000318459830686,-0.000318459830685,-2.78970811681,-2.7897081168,0,False
mlp,12,60,3,15,1,1,3,5,4341,-0.0896841250076,6463.74999999,-0.138749371507,-2.06597846136e-05,-2.06597846136e-05,1.48900023036,1.48900023036,-0.000765159899794,-0.000765159899793,-6.70280072219,-6.70280072219,0,False
mlp,12,60,3,15,1,1,3,10,4341,-0.0896841250076,6463.74999999,-0.138749371507,-2.06597846136e-05,-2.06597846136e-05,1.48900023036,1.48900023036,-0.00150966001497,-0.00150966001497,-13.2246217312,-13.2246217312,0,False
mlp,12,60,4,20,1,1,4,0,4341,-0.0247523340293,6430.74999998,-0.0384905866802,-5.70198894939e-06,-5.70198894939e-06,1.48139829532,1.48139829532,-5.70198894939e-06,-5.70198894939e-06,-0.0499494231967,-0.0499494231967,0,False
mlp,12,60,4,20,1,1,4,1,4341,-0.0247523340293,6430.74999998,-0.0384905866802,-5.70198894939e-06,-5.70198894939e-06,1.48139829532,1.48139829532,-0.000153841818481,-0.000153841818481,-1.3476543299,-1.3476543299,0,False
mlp,12,60,4,20,1,1,4,2,4341,-0.0247523340293,6430.74999998,-0.0384905866802,-5.70198894939e-06,-5.70198894939e-06,1.48139829532,1.48139829532,-0.000301981648013,-0.000301981648013,-2.6453592366,-2.6453592366,0,False
mlp,12,60,4,20,1,1,4,5,4341,-0.0247523340293,6430.74999998,-0.0384905866802,-5.70198894939e-06,-5.70198894939e-06,1.48139829532,1.48139829532,-0.000746401136609,-0.000746401136609,-6.5384739567,-6.53847395669,0,False
mlp,12,60,4,20,1,1,4,10,4341,-0.0247523340293,6430.74999998,-0.0384905866802,-5.70198894939e-06,-5.70198894939e-06,1.48139829532,1.48139829532,-0.00148710028427,-0.00148710028427,-13.0269984902,-13.0269984902,0,False
mlp,12,60,5,25,1,1,5,0,4341,0.0192607802297,6438.99999999,0.0299126886624,4.43694545721e-06,4.4369454572e-06,1.48329877908,1.48329877908,4.43694545721e-06,4.4369454572e-06,0.0388676422052,0.0388676422051,1,True
mlp,12,60,5,25,1,1,5,1,4341,0.0192607802297,6438.99999999,0.0299126886624,4.43694545721e-06,4.4369454572e-06,1.48329877908,1.48329877908,-0.000143892932451,-0.000143892932451,-1.26050208827,-1.26050208827,0,False
mlp,12,60,5,25,1,1,5,2,4341,0.0192607802297,6438.99999999,0.0299126886624,4.43694545721e-06,4.4369454572e-06,1.48329877908,1.48329877908,-0.000292222810359,-0.000292222810359,-2.55987181874,-2.55987181874,0,False
mlp,12,60,5,25,1,1,5,5,4341,0.0192607802297,6438.99999999,0.0299126886624,4.43694545721e-06,4.4369454572e-06,1.48329877908,1.48329877908,-0.000737212444083,-0.000737212444083,-6.45798101017,-6.45798101017,0,False
mlp,12,60,5,25,1,1,5,10,4341,0.0192607802297,6438.99999999,0.0299126886624,4.43694545721e-06,4.4369454572e-06,1.48329877908,1.48329877908,-0.00147886183362,-0.00147886183362,-12.9548296625,-12.9548296625,0,False
mlp,12,60,6,30,1,1,6,0,4341,0.0472022715959,6445,0.0732385905289,1.08735940097e-05,1.08735940097e-05,1.48468094909,1.48468094909,1.08735940097e-05,1.08735940097e-05,0.095252683525,0.0952526835246,1,True
mlp,12,60,6,30,1,1,6,1,4341,0.0472022715959,6445,0.0732385905289,1.08735940097e-05,1.08735940097e-05,1.48468094909,1.48468094909,-0.000137594500899,-0.000137594500899,-1.20532782788,-1.20532782788,0,False
mlp,12,60,6,30,1,1,6,2,4341,0.0472022715959,6445,0.0732385905289,1.08735940097e-05,1.08735940097e-05,1.48468094909,1.48468094909,-0.000286062595808,-0.000286062595808,-2.50590833928,-2.50590833928,0,False
mlp,12,60,6,30,1,1,6,5,4341,0.0472022715959,6445,0.0732385905289,1.08735940097e-05,1.08735940097e-05,1.48468094909,1.48468094909,-0.000731466880535,-0.000731466880535,-6.40764987349,-6.40764987349,0,False
mlp,12,60,6,30,1,1,6,10,4341,0.0472022715959,6445,0.0732385905289,1.08735940097e-05,1.08735940097e-05,1.48468094909,1.48468094909,-0.00147380735508,-0.00147380735508,-12.9105524305,-12.9105524305,0,False
mlp,12,60,7,35,1,1,7,0,4341,0.121013513061,6444.74999999,0.187770686312,2.78768746972e-05,2.78768746973e-05,1.48462335867,1.48462335867,2.78768746972e-05,2.78768746973e-05,0.244201422347,0.244201422348,1,True
mlp,12,60,7,35,1,1,7,1,4341,0.121013513061,6444.74999999,0.187770686312,2.78768746972e-05,2.78768746973e-05,1.48462335867,1.48462335867,-0.00012058546117,-0.00012058546117,-1.05632863985,-1.05632863985,0,False
mlp,12,60,7,35,1,1,7,2,4341,0.121013513061,6444.74999999,0.187770686312,2.78768746972e-05,2.78768746973e-05,1.48462335867,1.48462335867,-0.000269047797037,-0.000269047797037,-2.35685870204,-2.35685870204,0,False
mlp,12,60,7,35,1,1,7,5,4341,0.121013513061,6444.74999999,0.187770686312,2.78768746972e-05,2.78768746973e-05,1.48462335867,1.48462335867,-0.000714434804638,-0.000714434804638,-6.25844888863,-6.25844888863,0,False
mlp,12,60,7,35,1,1,7,10,4341,0.121013513061,6444.74999999,0.187770686312,2.78768746972e-05,2.78768746973e-05,1.48462335867,1.48462335867,-0.00145674648397,-0.00145674648397,-12.7610991996,-12.7610991996,0,False
mlp,12,60,8,40,1,1,8,0,4341,0.0257083946045,6460.49999999,0.0397931965088,5.92222865803e-06,5.92222865803e-06,1.48825155494,1.48825155494,5.92222865803e-06,5.92222865803e-06,0.0518787230443,0.0518787230443,1,True
mlp,12,60,8,40,1,1,8,1,4341,0.0257083946045,6460.49999999,0.0397931965088,5.92222865803e-06,5.92222865803e-06,1.48825155494,1.48825155494,-0.000142902926836,-0.000142902926836,-1.25182963908,-1.25182963908,0,False
mlp,12,60,8,40,1,1,8,2,4341,0.0257083946045,6460.49999999,0.0397931965088,5.92222865803e-06,5.92222865803e-06,1.48825155494,1.48825155494,-0.00029172808233,-0.00029172808233,-2.55553800121,-2.55553800121,0,False
mlp,12,60,8,40,1,1,8,5,4341,0.0257083946045,6460.49999999,0.0397931965088,5.92222865803e-06,5.92222865803e-06,1.48825155494,1.48825155494,-0.000738203548812,-0.000738203548811,-6.46666308759,-6.46666308759,0,False
mlp,12,60,8,40,1,1,8,10,4341,0.0257083946045,6460.49999999,0.0397931965088,5.92222865803e-06,5.92222865803e-06,1.48825155494,1.48825155494,-0.00148232932628,-0.00148232932628,-12.9852048982,-12.9852048982,0,False
mlp,12,60,9,45,1,1,9,0,4341,0.138298568748,6402.99999999,0.215990268231,3.18586889537e-05,3.18586889537e-05,1.47500575904,1.47500575904,3.18586889537e-05,3.18586889537e-05,0.279082115234,0.279082115234,1,True
mlp,12,60,9,45,1,1,9,1,4341,0.138298568748,6402.99999999,0.215990268231,3.18586889537e-05,3.18586889537e-05,1.47500575904,1.47500575904,-0.00011564188695,-0.00011564188695,-1.01302292968,-1.01302292968,0,False
mlp,12,60,9,45,1,1,9,2,4341,0.138298568748,6402.99999999,0.215990268231,3.18586889537e-05,3.18586889537e-05,1.47500575904,1.47500575904,-0.000263142462854,-0.000263142462854,-2.3051279746,-2.3051279746,0,False
mlp,12,60,9,45,1,1,9,5,4341,0.138298568748,6402.99999999,0.215990268231,3.18586889537e-05,3.18586889537e-05,1.47500575904,1.47500575904,-0.000705644190566,-0.000705644190566,-6.18144310936,-6.18144310936,0,False
