model,split,mean_fold_rank_ic,worst_fold_rank_ic,best_fold_rank_ic,mean_rank_ic_ir,mean_positive_timestamp_fraction,mean_rmse,mean_mae,total_rows
tcn,test,0.00163187251073,-0.00254212867035,0.00394147072411,0.00562632812483,0.504516350304,0.00441821964899,0.00287840685265,1041840
tcn,validation,0.00592470586549,0.002421422211,0.0113171678516,0.0224956755689,0.507346062704,0.00402700737827,0.00272171739445,511920
