model,excluded_symbol,remaining_symbol_count,full_mean_rank_ic,mean_rank_ic,median_rank_ic,rank_ic_std,rank_ic_ir,positive_timestamp_fraction,rmse,mae,n_rows,n_timestamps,rank_ic_delta,cohort_count,total_periods,pooled_break_even_cost_bps,equal_weighted_break_even_cost_bps,mean_individual_break_even_cost_bps,median_individual_break_even_cost_bps,worst_individual_break_even_cost_bps,best_individual_break_even_cost_bps,mean_turnover,focus_cost_bps,pooled_annualized_net_return_at_focus_cost,positive_cohort_fraction_at_focus_cost,full_break_even_cost_bps,break_even_delta_bps
mlp,DOGEUSDT,19,0.0112871142428,0.0118228774835,0.0140350877193,0.270088276405,0.0437741231899,0.518294555786,0.00446281807281,0.00287417530997,989748,52092,0.000535763240674,12,52092,0.053020520147,0.053020520147,0.0531243062969,0.0406256403127,-0.126728852031,0.207902192128,1.46321892037,1,-1.2138191439,0,0.052707110326,0.000313409821019
mlp,DOTUSDT,19,0.0112871142428,0.0104398483371,0.0140350877193,0.26789379942,0.0389701006882,0.517315518698,0.00443441855005,0.00285234095121,989748,52092,-0.000847265905665,12,52092,0.0172346570097,0.0172346570097,0.0174045979063,0.00976638706647,-0.142761954742,0.170288194,1.46138562543,1,-1.25811045139,0,0.052707110326,-0.0354724533163
mlp,ETCUSDT,19,0.0112871142428,0.0111715852396,0.0140350877193,0.26958352305,0.0414401633795,0.518908853567,0.00447240804243,0.00288421432291,989748,52092,-0.000115529003167,12,52092,0.0394156289741,0.0394156289741,0.0396340402546,0.0504845487244,-0.180376554067,0.262663904575,1.4640059894,1,-1.23191991472,0,0.052707110326,-0.0132914813519
mlp,ETHUSDT,19,0.0112871142428,0.0105788007086,0.0122807017544,0.265060300674,0.0399109209555,0.516182907164,0.00447655117585,0.00288199847947,989748,52092,-0.00070831353416,12,52092,0.0347707784949,0.0347707784949,0.0348117053427,0.0618155352753,-0.128099643832,0.182237079259,1.4717902941,1,-1.24445873981,0,0.052707110326,-0.0179363318311
mlp,FILUSDT,19,0.0112871142428,0.0108995551253,0.0122807017544,0.268585389578,0.0405813404164,0.517872226062,0.00433296483687,0.00280474074117,989748,52092,-0.000387559117453,12,52092,0.0469972364768,0.0469972364768,0.0471483546568,0.0599670339085,-0.129754154123,0.265276187512,1.46180795516,1,-1.2203617504,0,0.052707110326,-0.00570987384922
mlp,LINKUSDT,19,0.0112871142428,0.0115293298555,0.0122807017544,0.269531643261,0.0427754222696,0.516451662443,0.00449616814642,0.00290356340175,989748,52092,0.000242215612716,12,52092,0.0555832346954,0.0555832346954,0.0557923205667,0.0640962311621,-0.136050870295,0.220011225313,1.46340608923,1,-1.21068915472,0,0.052707110326,0.00287612436938
mlp,LTCUSDT,19,0.0112871142428,0.0115018546491,0.0140350877193,0.270705409262,0.0424884551824,0.518947247178,0.00448089080201,0.00288456502421,989748,52092,0.000214740406287,12,52092,0.0482090718211,0.0482090718211,0.0482846244392,0.0520328099243,-0.0978524970003,0.19668395745,1.4623070721,1,-1.21922609037,0,0.052707110326,-0.00449803850489
mlp,NEARUSDT,19,0.0112871142428,0.0107468700913,0.0122807017544,0.269255097729,0.0399133393647,0.516739614528,0.00421287341128,0.00274689085481,989748,52092,-0.000540244151457,12,52092,0.0964835336529,0.0964835336529,0.0968103621385,0.112542017483,-0.19428962599,0.325976767677,1.46459149198,1,-1.15919549582,0,0.052707110326,0.0437764233269
mlp,SOLUSDT,19,0.0112871142428,0.011215814911,0.0140350877193,0.267881357813,0.0418685906423,0.51871688551,0.00446909289164,0.00287442185763,989748,52092,-7.12993318473e-05,12,52092,0.0587428617029,0.0587428617029,0.0588591009582,0.0576987566189,-0.182343273015,0.236688808032,1.4656809107,1,-1.20851437482,0,0.052707110326,0.00603575137687
mlp,TRXUSDT,19,0.0112871142428,0.0116475110255,0.0140350877193,0.270934155972,0.0429901906748,0.517008369807,0.00432051430865,0.00277416792842,989748,52092,0.000360396782724,12,52092,0.0372863896031,0.0372863896031,0.0375975646826,0.0382430045305,-0.116284162758,0.270694242334,1.46759579206,1,-1.23767801257,0,0.052707110326,-0.0154207207229
mlp,XLMUSDT,19,0.0112871142428,0.0119287281977,0.0140350877193,0.271185605328,0.0439873207255,0.518640098288,0.00429862869918,0.00281229863617,989748,52092,0.000641613954918,12,52092,0.134089220384,0.134089220384,0.134302317314,0.149719009296,-0.0792243026179,0.365743809171,1.46285418106,1,-1.10963025505,0,0.052707110326,0.0813821100576
mlp,XRPUSDT,19,0.0112871142428,0.0118512398395,0.0140350877193,0.268109249652,0.0442030249043,0.518428933425,0.00446517225059,0.0028777623355,989748,52092,0.000564125596651,12,52092,0.0678410897939,0.0678410897939,0.0679696318289,0.0773260753449,-0.0689447193161,0.216963232766,1.46462028718,1,-1.19596675327,0,0.052707110326,0.0151339794679
momentum_12,ADAUSDT,19,-0.0440668064672,-0.0429952343638,-0.0456140350877,0.316379456163,-0.135897680858,0.444290869999,0.00888839068382,0.00592531828267,989748,52092,0.00107157210341,12,52092,-0.593624136092,-0.593624136092,-0.593436166679,-0.559286311536,-0.833443601628,-0.430204648884,1.5414507026,1,-2.15188790678,0,-0.603094617706,0.00947048161372
momentum_12,APTUSDT,19,-0.0440668064672,-0.0439655251941,-0.0473684210526,0.31224795433,-0.140803244935,0.441468939568,0.00873869883484,0.00582549558505,989748,52092,0.00010128127312,12,52092,-0.558837450977,-0.558837450977,-0.558611889198,-0.521014794799,-0.774989823095,-0.429048838271,1.54170506028,1,-2.10526240562,0,-0.603094617706,0.0442571667293
momentum_12,ARBUSDT,19,-0.0440668064672,-0.0448488688234,-0.0473684210526,0.312469541512,-0.143530369733,0.439318897335,0.00877152419836,0.00584247730422,989748,52092,-0.000782062356225,12,52092,-0.64274646096,-0.64274646096,-0.642494802262,-0.622597699767,-0.899813955589,-0.476265519878,1.54324080473,1,-2.22079435245,0,-0.603094617706,-0.0396518432542
momentum_12,ATOMUSDT,19,-0.0440668064672,-0.0441606078239,-0.0482667883236,0.320548988047,-0.137765550573,0.442947093604,0.00883856057745,0.00588219642248,989748,52092,-9.38013567456e-05,12,52092,-0.539899363317,-0.539899363317,-0.539746885039,-0.534666610498,-0.743641907402,-0.369878928107,1.54260731014,1,-2.08090297291,0,-0.603094617706,0.0631952543886
momentum_12,AVAXUSDT,19,-0.0440668064672,-0.0441362873765,-0.0473684210526,0.316067149018,-0.139642121979,0.444175689165,0.00889385035513,0.00593500755148,989748,52092,-6.9480909325e-05,12,52092,-0.611612941671,-0.611612941671,-0.611455167805,-0.582932602052,-0.806275046506,-0.505195581126,1.54359594563,1,-2.17920698156,0,-0.603094617706,-0.00851832396521
momentum_12,BCHUSDT,19,-0.0440668064672,-0.0432005791619,-0.0465116323846,0.315850017763,-0.136775610994,0.443906933886,0.00885905535664,0.00591496054343,989748,52092,0.000866227305254,12,52092,-0.540553349001,-0.540553349001,-0.540400473529,-0.554467496579,-0.7652184419,-0.389690185243,1.54385030331,1,-2.08346416949,0,-0.603094617706,0.0625412687049
momentum_12,BNBUSDT,19,-0.0440668064672,-0.0448409807812,-0.0482667883236,0.310960844711,-0.144201373079,0.44106580665,0.00899388262233,0.00601340197173,989748,52092,-0.000774174314049,12,52092,-0.624285135666,-0.624285135666,-0.624143139523,-0.583483260837,-0.837060670415,-0.465501072072,1.54260731014,1,-2.19493549266,0,-0.603094617706,-0.02119051796
