model,excluded_symbol,remaining_symbol_count,full_mean_rank_ic,mean_rank_ic,median_rank_ic,rank_ic_std,rank_ic_ir,positive_timestamp_fraction,rmse,mae,n_rows,n_timestamps,rank_ic_delta,cohort_count,total_periods,pooled_break_even_cost_bps,equal_weighted_break_even_cost_bps,mean_individual_break_even_cost_bps,median_individual_break_even_cost_bps,worst_individual_break_even_cost_bps,best_individual_break_even_cost_bps,mean_turnover,focus_cost_bps,pooled_annualized_net_return_at_focus_cost,positive_cohort_fraction_at_focus_cost,full_break_even_cost_bps,break_even_delta_bps
lightgbm,FILUSDT,19,0.013537118644,0.0131455579605,0.019744962592,0.316747209955,0.0415017324457,0.510503257695,0.00430137050341,0.00276564927828,989748,52092,-0.000391560683506,12,52092,0.642951825029,0.642951825029,0.644690238509,0.541973358331,0.0382072026619,1.56854207762,0.307523228135,1,-0.0961853320532,0.25,0.415724441158,0.227227383871
lightgbm,LINKUSDT,19,0.013537118644,0.0135610562498,0.0203692385187,0.319520540684,0.042441891907,0.510691755196,0.00446564831674,0.0028660539959,989748,52092,2.39376057945e-05,12,52092,0.401013444994,0.401013444994,0.403956166428,0.29065522831,-0.41663355916,1.30216259136,0.331226483913,1,-0.173798584421,0.25,0.415724441158,-0.0147109961645
lightgbm,LTCUSDT,19,0.013537118644,0.0134797682728,0.0165890867264,0.319368254681,0.0422076022749,0.509239798007,0.00445036257848,0.00284634994795,989748,52092,-5.7350371202e-05,12,52092,0.407780446155,0.407780446155,0.4103250917,0.25306215048,-0.2278991596,1.38573570835,0.333059778853,1,-0.172786193945,0.25,0.415724441158,-0.00794399500298
lightgbm,NEARUSDT,19,0.013537118644,0.0155363624358,0.0235702260396,0.314635729434,0.0493788879723,0.515822211486,0.00418078239926,0.00270768534593,989748,52092,0.00199924379181,12,52092,0.764783720202,0.764783720202,0.766462621238,0.678476187355,0.210754878785,1.62571887855,0.305022844199,1,-0.0628497926712,0.25,0.415724441158,0.349059279044
lightgbm,SOLUSDT,19,0.013537118644,0.0133862551891,0.0174451213587,0.317635956657,0.0421433874489,0.509508824737,0.00443891894431,0.00283638051235,989748,52092,-0.000150863454911,12,52092,0.81197861914,0.81197861914,0.813744655869,0.704153091468,0.206317812094,1.63799450087,0.333909237503,1,-0.0549970985035,0.333333333333,0.415724441158,0.396254177982
lightgbm,TRXUSDT,19,0.013537118644,0.0141755008237,0.0172348163184,0.319687805098,0.044341700239,0.509275196022,0.00428815932075,0.00273448960192,989748,52092,0.000638382179718,12,52092,0.262791918392,0.262791918392,0.264339019077,0.0678130977774,-0.226631305581,1.20414317823,0.3519014436,1,-0.22725593922,0.0833333333333,0.415724441158,-0.152932522766
lightgbm,XLMUSDT,19,0.013537118644,0.0133056662739,0.0197889870894,0.320584395732,0.0415044102305,0.51098947606,0.00426737351378,0.00277332181007,989748,52092,-0.000231452370051,12,52092,0.761269924804,0.761269924804,0.76376913268,0.684208412012,-0.130925931409,1.83910923869,0.327295937956,1,-0.0684465962784,0.333333333333,0.415724441158,0.345545483646
lightgbm,XRPUSDT,19,0.013537118644,0.0137254210218,0.019744962592,0.319400017469,0.0429725118068,0.510488937449,0.00443467293419,0.00284006859775,989748,52092,0.000188302377754,12,52092,0.87656546096,0.87656546096,0.879243987805,0.768966523881,0.197849219462,1.78797775561,0.34874356907,1,-0.0377091734815,0.333333333333,0.415724441158,0.460841019802
mlp,ADAUSDT,19,0.0112871142428,0.0111012428209,0.0140350877193,0.269598839931,0.0411768938758,0.518083390924,0.00446824895068,0.00287886097858,989748,52092,-0.000185871421917,12,52092,0.054087003306,0.054087003306,0.0542137921522,0.0590033232146,-0.111436891237,0.227480705954,1.46256622898,1,-1.21191131436,0,0.052707110326,0.00137989298004
mlp,APTUSDT,19,0.0112871142428,0.0110078052474,0.0122807017544,0.266683853816,0.0412766093255,0.516566843277,0.00437469720125,0.00280949480493,989748,52092,-0.000279308995418,12,52092,0.0224577314607,0.0224577314607,0.0227157932326,0.046610792967,-0.22378221353,0.226684173289,1.46293576749,1,-1.25275143682,0,0.052707110326,-0.0302493788653
mlp,ARBUSDT,19,0.0112871142428,0.011146497542,0.0122860915733,0.267090133622,0.0417330935846,0.517449896337,0.00439729069242,0.00282296338364,989748,52092,-0.000140616700849,12,52092,0.0593689380492,0.0593689380492,0.0594771254362,0.0696199525782,-0.0920874814104,0.165264633803,1.46309414113,1,-1.20557905304,0,0.052707110326,0.0066618277232
mlp,ATOMUSDT,19,0.0112871142428,0.0116300188955,0.0140350877193,0.271072294797,0.0429037534219,0.517373109115,0.00437319808298,0.00280398310024,989748,52092,0.000342904652672,12,52092,0.0723106730882,0.0723106730882,0.0724875969433,0.0931152584135,-0.13807596585,0.282780954755,1.46379482454,1,-1.18956142791,0,0.052707110326,0.0196035627622
mlp,AVAXUSDT,19,0.0112871142428,0.0112371690871,0.0140350877193,0.269527075158,0.0416921716697,0.517507486754,0.00446730902911,0.00288411515413,989748,52092,-4.99451556762e-05,12,52092,0.0389991011726,0.0389991011726,0.0392233435342,0.051256941575,-0.182313509498,0.223757513748,1.4626190202,1,-1.23128649711,0,0.052707110326,-0.0137080091534
mlp,BCHUSDT,19,0.0112871142428,0.0118237406406,0.0140350877193,0.270935252514,0.0436404658712,0.517641864394,0.00435282200462,0.00280741696451,989748,52092,0.000536626397832,12,52092,0.0399912276195,0.0399912276195,0.0402303643183,0.0548311340082,-0.10799393352,0.206508013423,1.46256142978,1,-1.22996689919,0,0.052707110326,-0.0127158827065
mlp,BNBUSDT,19,0.0112871142428,0.0114185439649,0.015354149583,0.265978630655,0.042930305855,0.519849497044,0.00446306968829,0.00286883922057,989748,52092,0.000131429722094,12,52092,0.0565404331041,0.0565404331041,0.0566481188905,0.0762810897002,-0.125307456596,0.185489542976,1.46548894264,1,-1.21118349729,0,0.052707110326,0.00383332277811
mlp,BTCUSDT,19,0.0112871142428,0.0105264196115,0.0122807017544,0.263753550029,0.0399100585009,0.517161944252,0.00447445295095,0.0028791905209,989748,52092,-0.000760694631315,12,52092,0.0472623849929,0.0472623849929,0.04739226115,0.0527333721837,-0.116921024271,0.254797914823,1.47496256623,1,-1.23100103019,0,0.052707110326,-0.00544472533313
