model,top_count,cost_bps,cohort_count,total_periods,mean_cohort_sharpe,median_cohort_sharpe,worst_cohort_sharpe,best_cohort_sharpe,mean_annualized_net_return,median_annualized_net_return,worst_annualized_net_return,best_annualized_net_return,mean_annualized_volatility,mean_positive_fraction,mean_turnover,mean_cumulative_net_log_return,selected_symbol_count
reversal_12,8,1,12,52092,-3.63217803457,-3.52029766907,-4.73922693713,-2.11109687495,-0.516825578929,-0.491506225858,-0.667437953622,-0.298375345614,0.142319807022,0.48984488981,1.23137909852,-0.256111853668,16
ridge,8,1,12,52092,-5.18122721305,-5.05751648267,-7.01052925458,-2.82452423208,-0.706565383001,-0.69361890473,-0.940424405826,-0.386222675552,0.136656841124,0.464255547877,1.04689779621,-0.350137023699,16
tcn,8,1,12,52092,-7.60953537749,-7.67805492611,-9.33066881274,-5.4324831939,-0.942324036014,-0.935769324327,-1.15523140022,-0.651387951171,0.123756584083,0.456231283114,1.05432695999,-0.466966739764,16
transformer,8,1,12,52092,-2.96252845479,-2.75878286801,-4.23788917463,-2.24637500068,-0.428785039206,-0.392440476928,-0.612434170993,-0.321814050388,0.144571598697,0.487675650772,0.678364720111,-0.212483545113,16
lightgbm,10,1,12,52092,-0.398640173432,-0.449789550661,-1.60127880177,0.762785064979,-0.0413063246031,-0.0464119004121,-0.166821853295,0.0784740866977,0.10369509897,0.507198802119,0.200737157337,-0.020469264281,20
mlp,10,1,12,52092,-7.6315667599,-7.52958932053,-8.75575237214,-6.8097494664,-0.792401376779,-0.77871354159,-0.902429753265,-0.711599183104,0.103878783763,0.462604622591,0.909832603855,-0.392672874041,20
momentum_12,10,1,12,52092,-11.428190965,-11.0981461493,-13.541778257,-10.2143589685,-1.3659462795,-1.33691066854,-1.60515520693,-1.22176820881,0.119586088138,0.423443139062,1.03441987253,-0.676891872066,20
reversal_12,10,1,12,52092,-3.75092501639,-3.90586181669,-4.95447503378,-1.8091463145,-0.448390167558,-0.474328454461,-0.592627968211,-0.214333840591,0.119503114861,0.487522076326,1.0345811257,-0.222198826184,20
ridge,10,1,12,52092,-5.19337699354,-5.54785365533,-7.08214393565,-1.71805546643,-0.601785335372,-0.625571634273,-0.813293164156,-0.200117660412,0.116096302447,0.466597558166,0.872594640252,-0.298213486398,20
tcn,10,1,12,52092,-7.43753176159,-7.45662726066,-8.99067965271,-5.91100961101,-0.798192376647,-0.798041261713,-0.973377384124,-0.616903010588,0.107287752979,0.457767027567,0.878388236197,-0.395542592126,20
transformer,10,1,12,52092,-2.86253177543,-2.76479555229,-4.20176007317,-1.24695378186,-0.353622474853,-0.345117841537,-0.518658933968,-0.152441889433,0.123408475473,0.487406895493,0.560350917607,-0.175236890792,20
lightgbm,1,2,12,52092,-3.25083673551,-3.24671310974,-4.81693346793,-2.20097521879,-1.38331989593,-1.36293114105,-2.06060197287,-0.925718393976,0.425462931906,0.496007064424,0.701988789065,-0.685501331988,2
mlp,1,2,12,52092,-9.47092213946,-9.26114025399,-11.1318011094,-8.04467752462,-3.24970866201,-3.19388317198,-3.87636013341,-2.84113786666,0.34316863653,0.445269907087,1.83346771097,-1.61038644998,2
momentum_12,1,2,12,52092,-8.27146141411,-8.13009227687,-9.70395111729,-7.03111693257,-4.22279210489,-4.18052350114,-4.90959353114,-3.64193152302,0.510900377287,0.419181448207,1.7792175382,-2.09259595061,2
reversal_12,1,2,12,52092,-3.92838069862,-4.02002469747,-4.99019665932,-2.66555617565,-2.00891579164,-2.08442239717,-2.58590080494,-1.34795032532,0.510867398986,0.49470168164,1.77904476695,-0.995514092637,2
ridge,1,2,12,52092,-4.83800361412,-4.69486615141,-7.76309965529,-2.42667138675,-2.24294313374,-2.16965919028,-3.60229622528,-1.09237010519,0.462065503319,0.453562927129,1.67872226062,-1.11148586114,2
tcn,1,2,12,52092,-8.11420912261,-8.20337275751,-9.09715137264,-6.76021003349,-3.27167197972,-3.36054210879,-3.50737097704,-2.7226819119,0.403304172964,0.441449742763,1.7635721416,-1.62127032694,2
transformer,1,2,12,52092,-6.12711115725,-6.32761115749,-7.87428332523,-4.62071105996,-2.53065539704,-2.62211717392,-3.21409704124,-1.93391787543,0.413646499945,0.463967595792,1.4639867926,-1.25406108202,2
lightgbm,2,2,12,52092,-2.52584868364,-2.34898830064,-3.56600715201,-1.4731697092,-0.742121976463,-0.6986489725,-1.04801282725,-0.435729392841,0.293998092372,0.490593565231,0.521961145665,-0.367757020528,4
mlp,2,2,12,52092,-12.6782047483,-12.7868093229,-14.0529624784,-11.2431823554,-3.07279111946,-3.0391143501,-3.37047066866,-2.84054704108,0.242624432127,0.430737925209,1.70920678799,-1.5227153253,4
momentum_12,2,2,12,52092,-12.0569188232,-12.1135482953,-13.6962758853,-10.5567071789,-3.98498805371,-4.02141003898,-4.47339092492,-3.54208522185,0.330656474838,0.407413806343,1.69691123397,-1.97475264169,4
reversal_12,2,2,12,52092,-5.91808337057,-5.85412371307,-7.18131179489,-4.53637245877,-1.95636002893,-1.91980933801,-2.40817205462,-1.48146285653,0.330525841901,0.478864316978,1.69685364355,-0.969470192418,4
ridge,2,2,12,52092,-6.91736307425,-7.22411629261,-8.4655460209,-4.32442533676,-2.14299105808,-2.23374268583,-2.65189625773,-1.33498221798,0.309772704764,0.443311832911,1.57678722261,-1.06195481543,4
tcn,2,2,12,52092,-10.6668472978,-10.5575909114,-12.4010624189,-9.70476429038,-2.87710002756,-2.88352398443,-3.2951331877,-2.53917695042,0.269796922022,0.432043307994,1.614134608,-1.42574100681,4
transformer,2,2,12,52092,-7.07277577421,-7.46466508166,-9.55612973007,-5.18279429284,-2.03424427091,-2.14865437885,-2.73571794403,-1.47639392184,0.287967808751,0.462623819396,1.27928472702,-1.0080655685,4
lightgbm,3,2,12,52092,-1.55269591645,-1.65332676101,-2.55338143807,-0.259322553099,-0.390620288142,-0.412974697179,-0.64851762561,-0.0658660233123,0.251790137728,0.50207325501,0.398775243799,-0.193571081144,6
mlp,3,2,12,52092,-14.1065749787,-14.0417001667,-15.462795075,-12.6572933316,-2.78621305374,-2.81338149675,-3.04856744905,-2.48489309744,0.197725947186,0.423711894341,1.59520335816,-1.38070215369,6
momentum_12,3,2,12,52092,-14.6460881245,-14.4709826701,-15.9495578504,-13.4117153867,-3.79436295801,-3.75682019131,-4.06798652888,-3.46282775387,0.25912701397,0.39480150503,1.62787632138,-1.8802887672,6
reversal_12,3,2,12,52092,-7.3758541648,-7.31857392161,-8.63723471425,-6.22374091814,-1.90923141898,-1.9354510716,-2.22732315607,-1.62483746426,0.258915690335,0.469745834293,1.62799150221,-0.946115706596,6
ridge,3,2,12,52092,-8.59316619753,-8.69952135517,-10.1088953852,-6.53206481868,-2.12668650942,-2.17713397044,-2.48324701268,-1.62041758303,0.247573762299,0.437380019965,1.48156466764,-1.05387512984,6
tcn,3,2,12,52092,-12.4425668264,-12.2545687565,-14.1655344275,-10.4349128556,-2.67626245078,-2.63070835268,-3.05361148023,-2.2377956835,0.215174867614,0.4266298088,1.50456883975,-1.32621635831,6
transformer,3,2,12,52092,-7.23466375248,-6.88637747627,-8.74659410031,-6.24087891801,-1.72082455144,-1.6413531734,-2.04367099219,-1.5174723121,0.238177966,0.460109037856,1.13073024649,-0.852751070525,6
lightgbm,4,2,12,52092,-2.17480781669,-2.32538250632,-3.2474102471,-0.837451803665,-0.465012886921,-0.495254894774,-0.698702395416,-0.181115454917,0.214289373013,0.500633494587,0.335065845043,-0.230436180608,8
mlp,4,2,12,52092,-14.7582589877,-14.4881680681,-16.1599705597,-13.5597476914,-2.53519815261,-2.52250775889,-2.78970811681,-2.30512797461,0.171894636138,0.421369884051,1.48619749674,-1.25631223521,8
momentum_12,4,2,12,52092,-16.2010484437,-16.1335711203,-17.8061783849,-15.1635694548,-3.55258927032,-3.5104940638,-3.8658545123,-3.32338655201,0.219347537565,0.388792904861,1.55794075866,-1.76047831307,8
reversal_12,4,2,12,52092,-8.70428362148,-8.8527622,-9.81670800866,-7.40041436077,-1.90751181276,-1.94810630972,-2.14921704977,-1.62646376235,0.219131647908,0.462105505644,1.55781597942,-0.945263559269,8
ridge,4,2,12,52092,-9.77224893999,-9.69304122011,-11.8657275482,-7.815438517,-2.05789119492,-2.04696971569,-2.49829109898,-1.66156443665,0.210689834445,0.430853106043,1.39317457575,-1.0197837531,8
tcn,4,2,12,52092,-13.7084715864,-13.4203935479,-15.9196450958,-12.32355461,-2.52332415124,-2.49762536253,-2.84246114081,-2.21736069952,0.184182017846,0.415937188052,1.40961184059,-1.25042809824,8
transformer,4,2,12,52092,-7.37233076532,-7.14467674123,-9.32291448718,-6.54073760218,-1.52903655713,-1.4957560695,-1.91480927236,-1.3579535578,0.207578597998,0.45964831452,1.00893131383,-0.757710924029,8
lightgbm,5,2,12,52092,-1.87361903388,-1.86346430239,-2.88792374641,-0.913605046849,-0.349874967059,-0.345074281773,-0.537538656357,-0.172861210086,0.187171368245,0.50044152653,0.306104584197,-0.173379821005,10
mlp,5,2,12,52092,-15.2668833889,-15.3451140689,-17.2355655212,-13.4928873333,-2.35279365882,-2.34981494009,-2.58453927445,-2.06563390212,0.154280549158,0.417664900561,1.38367887584,-1.16592206312,10
momentum_12,5,2,12,52092,-17.308583739,-17.1875977785,-18.559510471,-16.3045298132,-3.33999506222,-3.31806292442,-3.56842843119,-3.19862764232,0.19299984087,0.382784304692,1.48350610458,-1.65512769008,10
reversal_12,5,2,12,52092,-9.64221605365,-9.67493548593,-10.4166008311,-8.56426302323,-1.8585300328,-1.8713336314,-1.98169171315,-1.64518805803,0.192779556708,0.4544843738,1.48348690778,-0.920990738857,10
ridge,5,2,12,52092,-10.7533566566,-10.4370575354,-12.4297438382,-8.87136413924,-1.98898117412,-1.95239048801,-2.28683094653,-1.66577579166,0.185056805264,0.425343622821,1.30516778008,-0.985635533885,10
tcn,5,2,12,52092,-14.6079099864,-14.4530754292,-16.4988310327,-12.893134284,-2.37185748122,-2.34442905359,-2.70496307536,-2.08941279187,0.162452404715,0.413998310681,1.32003378638,-1.17536910114,10
transformer,5,2,12,52092,-7.27226519106,-7.04483721497,-8.64937752853,-6.54810581712,-1.35910602648,-1.32678058909,-1.60288698014,-1.21110205467,0.186908357942,0.461971128004,0.907091300008,-0.673502198739,10
lightgbm,6,2,12,52092,-1.67138285159,-1.70120386107,-3.04718135872,-0.546172876003,-0.274926683297,-0.280432143962,-0.501602914045,-0.090696230369,0.164809199011,0.501708515703,0.269321584888,-0.13623935299,12
mlp,6,2,12,52092,-15.4949116259,-15.5447818408,-16.8915545124,-13.6911176969,-2.16776296841,-2.17110402296,-2.38504978112,-1.95308842416,0.139994563079,0.416013975275,1.28461823952,-1.07423048469,12
momentum_12,6,2,12,52092,-18.1810237533,-18.0419784211,-19.6271101829,-16.9876241691,-3.14522379981,-3.13492549114,-3.37204694988,-2.90473997473,0.173047750181,0.377946709668,1.40518057795,-1.55860919121,12
reversal_12,6,2,12,52092,-10.3058700054,-10.3769939737,-11.7606790781,-9.2634410786,-1.77997352535,-1.78176300918,-2.00722232004,-1.58880529043,0.172726842831,0.451336097673,1.40512938647,-0.882062223005,12
ridge,6,2,12,52092,-11.4118721433,-11.1272723107,-13.7473793779,-9.28913091439,-1.8875155536,-1.87997648724,-2.23721372446,-1.55330875199,0.1655665813,0.421926591415,1.21847564565,-0.935354454128,12
tcn,6,2,12,52092,-14.9067804246,-15.0984557787,-16.4685636012,-12.9980918168,-2.18549702191,-2.20042322874,-2.41610672527,-1.84472333416,0.146701897902,0.413000076787,1.23021449231,-1.08301855846,12
transformer,6,2,12,52092,-7.22980630155,-7.28799563484,-8.20830976472,-6.23153743937,-1.23441789672,-1.23626947089,-1.39329035015,-1.08043981374,0.170750924771,0.463372494817,0.820141928383,-0.611713252244,12
lightgbm,8,2,12,52092,-1.83498667132,-2.15161198088,-2.90019079333,-0.52958538605,-0.229255898709,-0.271325214954,-0.361654398752,-0.0664120016974,0.125180326811,0.497753973739,0.240790332489,-0.113607289532,16
mlp,8,2,12,52092,-15.7373858312,-15.7360881855,-17.1924098328,-14.2634482209,-1.86823024429,-1.8426172188,-2.03325647677,-1.73257455515,0.118771083117,0.416417108193,1.09353883514,-0.925797658729,16
momentum_12,8,2,12,52092,-19.0768151531,-19.1188442901,-20.8437641144,-17.8704529293,-2.71934721633,-2.75012501873,-2.95495289856,-2.54693099357,0.142603437695,0.376487752438,1.23136470091,-1.34756692535,16
reversal_12,8,2,12,52092,-11.2127828831,-11.0441345032,-12.4091640754,-9.7765564992,-1.59551366923,-1.57192640554,-1.74596628811,-1.38154500698,0.142339707842,0.443503800968,1.23137909852,-0.790653520335,16
ridge,8,2,12,52092,-11.891325426,-11.7518378066,-13.8909733075,-9.55870633794,-1.62364785248,-1.6087422634,-1.86372053575,-1.30805577852,0.136712870997,0.423174383783,1.04689779621,-0.804595357033,16
tcn,8,2,12,52092,-15.0663444206,-15.0150198685,-16.8727679202,-13.1550517843,-1.86591445297,-1.85993570304,-2.08541384666,-1.57914883576,0.123838874701,0.414171081932,1.05432695999,-0.924650073098,16
transformer,8,2,12,52092,-7.06549087504,-6.83108976973,-8.30645675922,-6.39787948018,-1.02303253402,-0.98551056243,-1.20216015579,-0.920341194092,0.14473937987,0.46419795746,0.678364720111,-0.506961670113,16
lightgbm,10,2,12,52092,-2.09339276583,-2.131238054,-3.28853243,-0.961330548165,-0.21715207443,-0.220199322665,-0.342869399943,-0.098864959605,0.103743255334,0.499328111802,0.200737157337,-0.107609264281,20
mlp,10,2,12,52092,-15.2955961323,-15.1670777232,-16.5081358009,-14.3170652981,-1.58941473776,-1.57066977285,-1.70311917966,-1.50478176776,0.103953816161,0.419795745988,0.909832603855,-0.787631207374,20
momentum_12,10,2,12,52092,-18.9861304563,-18.5802856986,-21.2006025303,-17.7043945396,-2.27209808784,-2.24089988761,-2.51646965061,-2.12541437329,0.119723052585,0.379732012593,1.03441987253,-1.12593353873,20
reversal_12,10,2,12,52092,-11.3341092278,-11.3175553517,-12.5081586544,-9.5018603232,-1.35468323367,-1.37874144686,-1.4961530546,-1.12576936236,0.119533617692,0.443427013745,1.0345811257,-0.67131049285,20
ridge,10,2,12,52092,-11.7748441132,-12.0952053389,-13.7841297677,-8.30395387555,-1.36617824023,-1.38874703165,-1.5832691144,-0.967954564352,0.116155506173,0.426457037549,0.872594640252,-0.677006819732,20
tcn,10,2,12,52092,-14.6012909369,-14.3900171025,-16.1134609782,-13.3323335832,-1.56766047156,-1.56202384637,-1.74561345876,-1.39325574037,0.107368982595,0.417530522921,0.878388236197,-0.776850925459,20
transformer,10,2,12,52092,-6.83221900463,-6.75348083285,-8.14922773163,-5.27944025774,-0.844489878677,-0.830560274156,-1.00704760017,-0.646157991714,0.123565178152,0.46450510635,0.560350917607,-0.418485224125,20
lightgbm,1,5,12,52092,-7.56805985813,-7.58464585445,-9.20005504197,-6.49075383291,-3.22814643359,-3.19394826714,-3.94699865566,-2.76550001111,0.426558691225,0.46538815941,0.701988789065,-1.59970133199,2
mlp,1,5,12,52092,-23.4996804573,-23.5482138152,-24.9939517079,-21.6663306112,-8.06806180645,-8.00855352443,-8.70858680929,-7.66670524744,0.343531375405,0.35343238885,1.83346771097,-3.99811144998,2
momentum_12,1,5,12,52092,-17.4114011037,-17.3209650339,-18.9755796692,-16.0391193133,-8.89857579528,-8.85837560895,-9.60984508609,-8.31130816435,0.511304382847,0.360132074023,1.7792175382,-4.40967095061,2
reversal_12,1,5,12,52092,-13.0736702744,-13.099706308,-13.9873754457,-11.9516528184,-6.68424543918,-6.75153383,-7.25527744626,-6.04638570888,0.511193711649,0.431505797435,1.77904476695,-3.31236409264,2
ridge,1,5,12,52092,-14.373307046,-14.3428140361,-17.2131000271,-12.2298841585,-6.65462523464,-6.57326941834,-7.99924715824,-5.50869353297,0.462586225466,0.384147277893,1.67872226062,-3.29768586114,2
tcn,1,5,12,52092,-19.5862813454,-19.5728634876,-21.1329234355,-18.2214442508,-7.90633956783,-7.99813575081,-8.1597966854,-7.35028661127,0.40380909581,0.358442755126,1.7635721416,-3.91797032694,2
transformer,1,5,12,52092,-15.3965251694,-15.5706961071,-17.3218912463,-13.8346803707,-6.37801268798,-6.47088704261,-7.09162295693,-5.79025814165,0.414578057199,0.400234201029,1.4639867926,-3.16061108202,2
lightgbm,2,5,12,52092,-7.16677871147,-6.97886503686,-8.20351167021,-6.06683038405,-2.11383586727,-2.06955567602,-2.45157921337,-1.80209566789,0.295038774249,0.464370728711,0.521961145665,-1.04750702053,4
mlp,2,5,12,52092,-31.1556658792,-30.9829901768,-32.7434188799,-28.8950486686,-7.5645865583,-7.53142585504,-7.8440034952,-7.30469631544,0.243037824246,0.322640712585,1.70920678799,-3.7486153253,4
momentum_12,2,5,12,52092,-25.5121365864,-25.6159068937,-27.3727736996,-23.8190931058,-8.44447077659,-8.48238101341,-8.95055609423,-8.00381293436,0.331106254247,0.330914535821,1.69691123397,-4.18464014169,4
reversal_12,2,5,12,52092,-19.3966918691,-19.3228381803,-20.6132126522,-18.1914849003,-6.41569140419,-6.38047761721,-6.86929437666,-5.95953611154,0.330802061893,0.393169776549,1.69685364355,-3.17928269242,4
ridge,2,5,12,52092,-20.2619838854,-20.4400994206,-21.638677462,-17.7375885629,-6.28678787909,-6.3666361347,-6.79761014854,-5.48130149925,0.310308254008,0.357655686094,1.57678722261,-3.11540481543,4
tcn,2,5,12,52092,-26.3484552609,-25.995425083,-28.2868190033,-25.5207107266,-7.11904577739,-7.06949634103,-7.52499635287,-6.83684384745,0.270273325038,0.333448514167,1.614134608,-3.52782850681,4
transformer,2,5,12,52092,-18.6950698541,-19.1301104917,-21.1810574528,-16.4585436846,-5.39620453353,-5.50581254516,-6.09169997582,-4.86294817201,0.288803103911,0.390559010981,1.27928472702,-2.6740780685,4
lightgbm,3,5,12,52092,-5.69541845761,-5.79585057155,-6.77278559524,-4.34381291843,-1.43860162885,-1.45263191902,-1.7271216339,-1.10713761972,0.252662192602,0.478710742532,0.398775243799,-0.712896081144,6
mlp,3,5,12,52092,-35.2455546561,-35.0470982625,-38.1551456889,-33.1356440907,-6.97840747899,-7.01610298949,-7.2186987552,-6.66390346372,0.19818510871,0.308127927513,1.59520335816,-3.45813548702,6
momentum_12,3,5,12,52092,-31.0988681247,-31.1954598583,-32.7668029517,-29.8641903683,-8.07242193059,-8.0263364318,-8.3536821831,-7.72961973728,0.259629871305,0.306841741534,1.62787632138,-4.00027210054,6
reversal_12,3,5,12,52092,-23.8806463755,-23.6908987772,-25.1696414061,-22.5661807431,-6.1875930868,-6.20476551528,-6.49411513949,-5.89828874277,0.259167907538,0.372034093527,1.62799150221,-3.06624903993,6
ridge,3,5,12,52092,-24.2738893736,-23.9795020776,-25.9633213798,-22.247058549,-6.02023845598,-6.0078226336,-6.4033520576,-5.52316810134,0.248080885401,0.34014819934,1.48156466764,-2.98331679651,6
tcn,3,5,12,52092,-30.7565571117,-30.9271252928,-33.1452522988,-28.8172642189,-6.63026936163,-6.61871802787,-6.99571237864,-6.19160079753,0.215671845371,0.317611149505,1.50456883975,-3.28561635831,6
transformer,3,5,12,52092,-19.6464823445,-19.395951215,-21.4090055951,-18.2665730499,-4.69238363921,-4.63864135585,-5.01936691479,-4.45442324507,0.238998635592,0.387545112493,1.13073024649,-2.32530107053,6
lightgbm,4,5,12,52092,-6.26324263347,-6.37211604738,-7.41555608941,-4.89426946084,-1.34556592769,-1.36300644972,-1.60209631387,-1.06105049293,0.2150011995,0.479267449896,0.335065845043,-0.666792430608,8
mlp,4,5,12,52092,-37.3915982433,-37.2327229081,-39.6828915813,-35.6859120928,-6.44092517403,-6.43462380576,-6.7028007222,-6.18144310937,0.172376127848,0.298395147048,1.48619749674,-3.19178723521,8
momentum_12,4,5,12,52092,-34.7805505063,-34.8277048821,-36.6464834918,-33.5153503547,-7.64685758408,-7.60157146532,-7.97721249433,-7.42187998671,0.219912233439,0.29317361591,1.55794075866,-3.78938456307,8
reversal_12,4,5,12,52092,-27.3586379708,-27.3654631794,-28.5116145257,-25.8491808559,-6.00145220668,-6.03355745156,-6.24801317969,-5.7336188742,0.219383853735,0.352664516624,1.55781597942,-2.97400730927,8
ridge,4,5,12,52092,-27.0916675534,-26.7662058092,-29.3293992682,-25.0269086078,-5.71915397999,-5.69196442889,-6.17528142379,-5.32901986167,0.21117241925,0.328303770253,1.39317457575,-2.8341150031,8
tcn,4,5,12,52092,-33.7336722812,-33.5348622449,-36.5762141871,-31.6221867574,-6.22778406831,-6.21203290589,-6.55743971718,-5.91538834292,0.184719887158,0.306016278891,1.40961184059,-3.08616559824,8
transformer,4,5,12,52092,-20.0664356896,-19.7132696458,-22.1492265385,-18.9142884313,-4.18050804987,-4.15696391953,-4.57171666697,-3.99412632906,0.208430654173,0.388946479306,1.00893131383,-2.07164217403,8
lightgbm,5,5,12,52092,-6.14906003525,-6.1111134998,-7.19749094833,-5.14382823357,-1.15431781433,-1.13686446837,-1.34476629976,-0.975851120245,0.187866553654,0.478134838363,0.306104584197,-0.572019821005,10
mlp,5,5,12,52092,-38.7225291068,-38.7548010978,-41.4909481848,-36.1825782516,-5.98910174452,-5.98924078667,-6.24218737396,-5.67945173212,0.154799348318,0.295035706059,1.38367887584,-2.96788706312,10
momentum_12,5,5,12,52092,-37.3911959288,-37.2392090189,-38.9939465474,-35.8505695307,-7.23864910507,-7.21726181868,-7.48348855558,-7.07421630853,0.193625242632,0.281041234739,1.48350610458,-3.58709769008,10
reversal_12,5,5,12,52092,-29.8283929314,-29.7326213934,-30.8741691857,-28.6235186662,-5.75713362644,-5.76387323057,-5.87303861712,-5.56109572908,0.193038468931,0.339341933502,1.48348690778,-2.85293573886,10
ridge,5,5,12,52092,-29.2226982107,-28.8979281352,-31.2065476924,-27.1596554257,-5.41896210017,-5.37478385359,-5.74615313036,-5.1086313549,0.185502421544,0.318974122706,1.30516778008,-2.68535553389,10
tcn,5,5,12,52092,-35.8636787165,-35.8663151089,-37.6710785897,-33.1893695626,-5.84090627182,-5.81295317245,-6.19128567384,-5.56314326872,0.162964982853,0.298683099132,1.32003378638,-2.89444910114,10
transformer,5,5,12,52092,-19.935435331,-19.7733643429,-21.3119959202,-19.3544865886,-3.7429419629,-3.72424520851,-3.97262740861,-3.602878696,0.187779613901,0.390002303617,0.907091300008,-1.85480719874,10
lightgbm,6,5,12,52092,-5.94137988605,-5.90912739963,-7.32138388852,-4.77723706778,-0.982703808383,-0.982284522729,-1.21011155261,-0.794062113383,0.165494598128,0.479862550872,0.269321584888,-0.48697685299,12
mlp,6,5,12,52092,-39.4732809187,-39.6664696809,-41.5304604886,-36.6470151688,-5.54373970188,-5.54368574755,-5.75233243489,-5.31219830668,0.140528826415,0.292482530907,1.28461823952,-2.74718881802,12
momentum_12,6,5,12,52092,-39.3648927969,-39.2285892854,-41.1555236612,-37.4544257571,-6.83803835867,-6.81785813057,-7.0865210342,-6.58773375496,0.173754746699,0.273554480534,1.40518057795,-3.38857585788,12
reversal_12,6,5,12,52092,-31.6417448579,-31.5404273902,-33.275219744,-30.4747066891,-5.47265355299,-5.47303349536,-5.69021610028,-5.30358206998,0.172986151571,0.328265376641,1.40512938647,-2.71196222301,12
ridge,6,5,12,52092,-30.6804617355,-30.5910253967,-33.4881585018,-28.4944481035,-5.08966955037,-5.06846715759,-5.45678110525,-4.77529769463,0.165998189444,0.313157490594,1.21847564565,-2.52217528746,12
tcn,6,5,12,52092,-36.8365537197,-36.8315741401,-38.9847100573,-34.110307862,-5.41850070769,-5.4389595107,-5.66604452762,-5.08487399069,0.147196862097,0.295937955924,1.23021449231,-2.68512689179,12
transformer,6,5,12,52092,-19.7511769544,-19.7389605447,-20.6766827788,-18.6331739984,-3.38975088451,-3.38555205804,-3.53811872384,-3.24854485866,0.171640054163,0.39245949474,0.820141928383,-1.67978408558,12
lightgbm,8,5,12,52092,-6.8553566008,-7.07424478193,-7.95298687936,-5.59010903357,-0.862052892489,-0.897336790628,-0.997011689699,-0.703131421186,0.125808502691,0.473066881671,0.240790332489,-0.427188539532,16
mlp,8,5,12,52092,-39.7684913043,-39.9841285463,-41.8358554603,-37.6679108502,-4.74205030303,-4.71998696652,-4.91143408562,-4.59425527388,0.119297805827,0.293672732857,1.09353883514,-2.34991328373,16
momentum_12,8,5,12,52092,-41.5670792032,-41.2832760449,-43.4995728048,-39.279920382,-5.95537365033,-5.98883703999,-6.20423486124,-5.76972712349,0.143325896593,0.265434231744,1.23136470091,-2.95117317535,16
reversal_12,8,5,12,52092,-33.8668500123,-33.8742791074,-35.3170978488,-32.5442719575,-4.83157794014,-4.81318694459,-4.98155129156,-4.63105399109,0.142714222618,0.320913000077,1.23137909852,-2.39427852033,16
ridge,8,5,12,52092,-31.9300208785,-31.664824171,-34.4516997004,-29.6448038334,-4.37489526091,-4.35475844492,-4.63360892552,-4.07355508744,0.13713095721,0.312312831145,1.04689779621,-2.16797035703,16
tcn,8,5,12,52092,-37.2901226818,-36.8813758166,-39.3490053056,-35.4442667432,-4.63668570383,-4.63243483919,-4.87596118598,-4.36243148953,0.124374961413,0.294747753974,1.05432695999,-2.2977000731,16
transformer,8,5,12,52092,-19.2702674737,-19.0899928343,-20.3897714506,-18.5055413038,-2.80577501847,-2.77189476725,-2.97133811018,-2.69375688172,0.145597065284,0.395838132535,0.678364720111,-1.39039604511,16
lightgbm,10,5,12,52092,-7.14084065632,-7.14022640495,-8.30242060823,-6.116575644,-0.744689323912,-0.741561589424,-0.871012039888,-0.630882098513,0.104286993998,0.476176764186,0.200737157337,-0.369029264281,20
mlp,10,5,12,52092,-38.1040166656,-37.8631036687,-40.0608474694,-36.6677280828,-3.98045482069,-3.96149335575,-4.10518745886,-3.88432952174,0.104498634455,0.304230975966,0.909832603855,-1.97250620737,20
momentum_12,10,5,12,52092,-41.4413919019,-41.0566159407,-43.9258329633,-39.1655129882,-4.99055351285,-4.95286754483,-5.25041298164,-4.83635286673,0.120467482501,0.270905321355,1.03441987253,-2.47305853873,20
reversal_12,10,5,12,52092,-33.9649867238,-33.9007000235,-35.3999591251,-32.4813664583,-4.07356243201,-4.09198042405,-4.20672831375,-3.86007592767,0.119960765186,0.321181755356,1.0345811257,-2.01864549285,20
ridge,10,5,12,52092,-31.4064125999,-31.1534215579,-33.7931582226,-27.9383991978,-3.65935695481,-3.65500944568,-3.89319696512,-3.27146527617,0.1166005194,0.32085540966,0.872594640252,-1.81338681973,20
tcn,10,5,12,52092,-35.9270173585,-35.5717363118,-37.7376777541,-34.8269439458,-3.87606475628,-3.86712666991,-4.06232168267,-3.72231392973,0.107912892887,0.305344390693,0.878388236197,-1.92077592546,20
transformer,10,5,12,52092,-18.6285833163,-18.7045215469,-19.8805421046,-17.2731610851,-2.31709209015,-2.30666558791,-2.47221359879,-2.12730629856,0.124384108513,0.399427935192,0.560350917607,-1.14823022413,20
lightgbm,1,10,12,52092,-14.6393100572,-14.6487776239,-16.3663819759,-13.3967122841,-6.3028573297,-6.27342656069,-7.09099312698,-5.83180270635,0.430578846271,0.418624740843,0.701988789065,-3.12336799865,2
mlp,1,10,12,52092,-46.7093898089,-46.8645802255,-48.5418983236,-44.0389899323,-16.0986503805,-16.0330041119,-16.7622979358,-15.7093175488,0.344913533249,0.231091146433,1.83346771097,-7.97765311664,2
momentum_12,1,10,12,52092,-32.5684832098,-32.6439572634,-34.3428536028,-30.9947137771,-16.6915486126,-16.6547957886,-17.4435976777,-16.0936025666,0.512668774282,0.279063963756,1.7792175382,-8.27146261728,2
reversal_12,1,10,12,52092,-28.2518771184,-28.1630414123,-29.1906418703,-27.308559233,-14.4764615184,-14.5287833117,-15.0375718485,-13.8771113481,0.512429775356,0.332488673885,1.77904476695,-7.1737807593,2
