model,cost_bps,cohort,period_count,mean_net_return,annualized_net_return,annualized_volatility,annualized_sharpe,positive_fraction,mean_turnover,cumulative_net_log_return
lightgbm,5,2,4341,-0.000150462550375,-1.31805194129,0.214815369803,-6.13574318493,0.485602395761,0.334427551255,-0.653157931179
lightgbm,5,3,4341,-0.000126403294303,-1.10729285809,0.215118105472,-5.14737174568,0.478691545727,0.331778392076,-0.548716700568
lightgbm,5,4,4341,-0.000156346542827,-1.36959571517,0.211510470114,-6.47530930469,0.47408431237,0.331605620825,-0.678700342413
lightgbm,5,5,4341,-0.000154842144322,-1.35641718426,0.216371652624,-6.26892279008,0.473623589035,0.328783690394,-0.672169748503
lightgbm,5,6,4341,-0.000182887707063,-1.60209631387,0.216045336931,-7.41555608941,0.475466482377,0.343757198802,-0.793915536359
lightgbm,5,7,4341,-0.000174171758222,-1.52574460202,0.21217322477,-7.19103272185,0.476387929049,0.340820087537,-0.756079602441
lightgbm,5,8,4341,-0.000167438934716,-1.46676506811,0.212041845592,-6.91733777368,0.475696844045,0.335176226676,-0.726852415604
lightgbm,5,9,4341,-0.000167459379067,-1.46694416063,0.213970245608,-6.85583248485,0.481686247408,0.333851647086,-0.726941164531
lightgbm,5,10,4341,-0.000173331086681,-1.51838031933,0.2149674412,-7.06330368383,0.478921907395,0.33529140751,-0.752430247284
lightgbm,5,11,4341,-0.000125873047963,-1.10264790016,0.217809253663,-5.0624474471,0.48790601244,0.334312370422,-0.546414901209
lightgbm,10,0,4341,-0.000288539827581,-2.52760888961,0.219037247403,-11.5396304491,0.451739230592,0.334830684174,-1.25255139153
lightgbm,10,1,4341,-0.00031097769769,-2.72416463177,0.22083403318,-12.3358007484,0.446901635568,0.336155263764,-1.34995418567
lightgbm,10,2,4341,-0.000317676326003,-2.78284461579,0.217473467882,-12.7962488614,0.456116102281,0.334427551255,-1.37903293118
lightgbm,10,3,4341,-0.00029229249034,-2.56048221538,0.216965013666,-11.8013599157,0.445749827229,0.331778392076,-1.26884170057
lightgbm,10,4,4341,-0.00032214935324,-2.82202833438,0.214221625734,-13.1734054614,0.439990785533,0.331605620825,-1.39845034241
lightgbm,10,5,4341,-0.000319233989519,-2.79648974819,0.219342794761,-12.7494032856,0.442524763879,0.328783690394,-1.3857947485
lightgbm,10,6,4341,-0.000354766306464,-3.10775284462,0.218936933187,-14.1947400074,0.443906933886,0.343757198802,-1.54004053636
lightgbm,10,7,4341,-0.000344581801991,-3.01853658544,0.214676971231,-14.0608308759,0.438147892191,0.340820087537,-1.49582960244
lightgbm,10,8,4341,-0.000335027048054,-2.93483694096,0.214502472244,-13.6820658067,0.441603317208,0.335176226676,-1.4543524156
lightgbm,10,9,4341,-0.00033438520261,-2.92921437487,0.216560519068,-13.5260775485,0.447823082239,0.333851647086,-1.45156616453
lightgbm,10,10,4341,-0.000340976790436,-2.98695668422,0.217565361269,-13.7290084543,0.448283805575,0.33529140751,-1.48018024728
lightgbm,10,11,4341,-0.000293029233174,-2.56693608261,0.220367882273,-11.6484129,0.454733932274,0.334312370422,-1.27203990121
mlp,0,0,4341,1.22092249475e-05,0.10695281054,0.176595084077,0.60563866259,0.500806265837,1.48951854411,0.0530002454972
mlp,0,1,4341,1.39818324663e-05,0.122480852404,0.173587358439,0.705586244909,0.511172540889,1.49798433541,0.060695134736
mlp,0,2,4341,-9.32126155772e-06,-0.0816542512456,0.167070961848,-0.488739936265,0.499654457498,1.49585348998,-0.0404635964221
mlp,0,3,4341,-2.06597846136e-05,-0.180979713215,0.173224470671,-1.04476990182,0.502418797512,1.48900023036,-0.0896841250076
mlp,0,4,4341,-5.70198894939e-06,-0.0499494231966,0.172735552587,-0.28916700962,0.510251094218,1.48139829532,-0.0247523340293
