model,fold,split,mean_rank_ic,median_rank_ic,rank_ic_std,rank_ic_ir,positive_timestamp_fraction,rmse,mae,n_rows,n_timestamps
mlp,1,test,0.00445732618243,0.00601503759398,0.263838072133,0.0168941735603,0.509187279152,0.00438718235731,0.00294177596769,339600,16980
mlp,1,validation,-0.003438345536,0.0015037593985,0.258661227906,-0.0132928524458,0.500336473755,0.00382189265277,0.00266301863271,178320,8916
mlp,2,test,0.0230181080136,0.0255639097744,0.263532016611,0.0873446358041,0.534347231716,0.00369695301876,0.00251829234238,351120,17556
mlp,2,validation,0.0215412531459,0.0225563909774,0.264248151177,0.0815190306911,0.531917536016,0.00462230691927,0.00304729868415,161040,8052
mlp,3,test,0.00616182799455,0.0105263157895,0.262242580285,0.0234966723857,0.513328776487,0.00505593671505,0.00308196477831,351120,17556
mlp,3,validation,0.0117705773225,0.015037593985,0.25582080686,0.0460110241498,0.520398701901,0.0035300070937,0.00237926448494,172560,8628
