model,variant,removed_family,feature_count,cost_bps,cohort,period_count,mean_net_return,annualized_net_return,annualized_volatility,annualized_sharpe,positive_fraction,mean_turnover,cumulative_net_log_return
ridge,full,,16,10,6,4341,-0.00134625980619,-11.7932359022,0.212458523809,-55.508414964,0.211932734393,1.38648928818,-5.84411381867
ridge,full,,16,10,7,4341,-0.00134100293369,-11.7471856992,0.216005891273,-54.383635696,0.213775627736,1.38896567611,-5.82129373517
ridge,full,,16,10,8,4341,-0.00137058450065,-12.0063202257,0.212803645323,-56.4197112668,0.205482607694,1.40031098825,-5.94970731731
ridge,full,,16,10,9,4341,-0.00140452039176,-12.3035986318,0.211424049685,-58.1939408035,0.200875374338,1.39915917991,-6.09702302062
ridge,full,,16,10,10,4341,-0.00137766939102,-12.0683838653,0.207894232451,-58.0505948774,0.196037779314,1.41038931122,-5.98046282642
ridge,full,,16,10,11,4341,-0.00132645005545,-11.6197024857,0.208174291125,-55.817182914,0.203178991016,1.40238424326,-5.7581196907
ridge,without_activity_flow,activity_flow,12,0,0,4341,3.50550197386e-05,0.30708197291,0.228265213536,1.3452858986,0.50472241419,1.26998387468,0.152173840685
ridge,without_activity_flow,activity_flow,12,0,1,4341,0.000109161116351,0.956251379237,0.221793240882,4.31145410669,0.516931582585,1.29083160562,0.473868406081
ridge,without_activity_flow,activity_flow,12,0,2,4341,7.50944935398e-06,0.0657827763409,0.222685175581,0.295407074896,0.502418797512,1.26583736466,0.0325985196456
ridge,without_activity_flow,activity_flow,12,0,3,4341,4.85804026053e-05,0.425564326822,0.231722626438,1.83652469922,0.508868924211,1.26434001382,0.21088752771
ridge,without_activity_flow,activity_flow,12,0,4,4341,5.34255340725e-05,0.468007678475,0.226921197932,2.06242379619,0.51209398756,1.26030868463,0.231920243409
ridge,without_activity_flow,activity_flow,12,0,5,4341,7.90183036425e-05,0.692200339908,0.234646691781,2.94996845962,0.51531905091,1.25886892421,0.343018456112
ridge,without_activity_flow,activity_flow,12,0,6,4341,5.03810752227e-05,0.441338218951,0.231268546904,1.90833654148,0.501266989173,1.26341856715,0.218704247542
ridge,without_activity_flow,activity_flow,12,0,7,4341,5.11928986837e-05,0.448449792469,0.228184180989,1.96529746508,0.509560009214,1.27297857636,0.222228373186
ridge,without_activity_flow,activity_flow,12,0,8,4341,2.47130445824e-05,0.216486270542,0.22520746168,0.961274857091,0.503800967519,1.2696959226,0.107279326532
ridge,without_activity_flow,activity_flow,12,0,9,4341,3.20923698234e-05,0.281129159653,0.226021025526,1.2438186182,0.50794747754,1.26940797051,0.139312977403
ridge,without_activity_flow,activity_flow,12,0,10,4341,4.36196033097e-05,0.382107724993,0.227872079253,1.67685188219,0.509099285879,1.26802580051,0.189352697967
ridge,without_activity_flow,activity_flow,12,0,11,4341,4.24864558217e-05,0.372181352998,0.226036089756,1.64655720863,0.508177839208,1.26906242801,0.184433704722
ridge,without_activity_flow,activity_flow,12,1,0,4341,-9.19433677297e-05,-0.805423901312,0.228298462952,-3.52794272417,0.473162865699,1.26998387468,-0.399126159315
ridge,without_activity_flow,activity_flow,12,1,1,4341,-1.99220442108e-05,-0.174517107287,0.221688471261,-0.787217784914,0.48997926745,1.29083160562,-0.0864815939193
ridge,without_activity_flow,activity_flow,12,1,2,4341,-0.000119074287112,-1.0430907551,0.222669586995,-4.68447788124,0.473623589035,1.26583736466,-0.516901480354
ridge,without_activity_flow,activity_flow,12,1,3,4341,-7.78535987769e-05,-0.681997525285,0.231734439123,-2.943013252,0.480995162405,1.26434001382,-0.33796247229
ridge,without_activity_flow,activity_flow,12,1,4,4341,-7.2605334391e-05,-0.636022729265,0.2268895133,-2.80322664549,0.481225524073,1.26030868463,-0.315179756591
ridge,without_activity_flow,activity_flow,12,1,5,4341,-4.68685887786e-05,-0.4105688377,0.234627199021,-1.74987742007,0.48468094909,1.25886892421,-0.203456543888
ridge,without_activity_flow,activity_flow,12,1,6,4341,-7.59607814924e-05,-0.665416445873,0.231230473909,-2.87771950913,0.470859249021,1.26341856715,-0.329745752458
ridge,without_activity_flow,activity_flow,12,1,7,4341,-7.61049589528e-05,-0.666679440426,0.228169872522,-2.92185569049,0.484450587422,1.27297857636,-0.330371626814
ridge,without_activity_flow,activity_flow,12,1,8,4341,-0.000102256547677,-0.895767357654,0.22519714578,-3.97770297911,0.471319972357,1.2696959226,-0.443895673468
ridge,without_activity_flow,activity_flow,12,1,9,4341,-9.48484272279e-05,-0.830872222517,0.225974932058,-3.67683359809,0.476618290716,1.26940797051,-0.411737022597
ridge,without_activity_flow,activity_flow,12,1,10,4341,-8.3182976741e-05,-0.728682876251,0.227874244575,-3.19774127002,0.478461184059,1.26802580051,-0.361097302033
ridge,without_activity_flow,activity_flow,12,1,11,4341,-8.44197869795e-05,-0.73951733394,0.226059551104,-3.27133859343,0.473162865699,1.26906242801,-0.366466295278
ridge,without_activity_flow,activity_flow,12,2,0,4341,-0.000218941755198,-1.91792977553,0.228376561621,-8.39810251069,0.44137295554,1.26998387468,-0.950426159315
ridge,without_activity_flow,activity_flow,12,2,1,4341,-0.000149005204773,-1.30528559381,0.221628596531,-5.88951793336,0.461184058973,1.29083160562,-0.646831593919
ridge,without_activity_flow,activity_flow,12,2,2,4341,-0.000245658023579,-2.15196428655,0.222699430291,-9.66308842253,0.442985487215,1.26583736466,-1.06640148035
ridge,without_activity_flow,activity_flow,12,2,3,4341,-0.000204287600159,-1.78955937739,0.231792313796,-7.72052941741,0.448283805575,1.26434001382,-0.88681247229
ridge,without_activity_flow,activity_flow,12,2,4,4341,-0.000198636202855,-1.74005313701,0.226902993915,-7.66870946471,0.452430315595,1.26030868463,-0.862279756591
ridge,without_activity_flow,activity_flow,12,2,5,4341,-0.0001727554812,-1.51333801531,0.234651989552,-6.44928695555,0.457728633955,1.25886892421,-0.749931543888
ridge,without_activity_flow,activity_flow,12,2,6,4341,-0.000202302638207,-1.7721711107,0.231237998971,-7.66384036614,0.440681870537,1.26341856715,-0.878195752458
ridge,without_activity_flow,activity_flow,12,2,7,4341,-0.000203402816589,-1.78180867332,0.228201286972,-7.80805707525,0.45726791062,1.27297857636,-0.882971626814
ridge,without_activity_flow,activity_flow,12,2,8,4341,-0.000229226139937,-2.00802098585,0.225232532674,-8.91532391884,0.442064040544,1.2696959226,-0.995070673468
ridge,without_activity_flow,activity_flow,12,2,9,4341,-0.000221789224279,-1.94287360469,0.225974604471,-8.59775198737,0.446210550564,1.26940797051,-0.962787022597
ridge,without_activity_flow,activity_flow,12,2,10,4341,-0.000209985556792,-1.83947347749,0.227922245624,-8.07061843593,0.448283805575,1.26802580051,-0.911547302033
ridge,without_activity_flow,activity_flow,12,2,11,4341,-0.000211326029781,-1.85121602088,0.226129093969,-8.18654507646,0.443446210551,1.26906242801,-0.917366295278
ridge,without_activity_flow,activity_flow,12,5,0,4341,-0.000599936917603,-5.2554473982,0.228879362213,-22.9616482124,0.354526606773,1.26998387468,-2.60432615931
ridge,without_activity_flow,activity_flow,12,5,1,4341,-0.000536254686459,-4.69759105338,0.221718569038,-21.1871791964,0.373416263534,1.29083160562,-2.32788159392
ridge,without_activity_flow,activity_flow,12,5,2,4341,-0.000625409232977,-5.47858488088,0.223061230318,-24.560901386,0.36328035015,1.26583736466,-2.71490148035
ridge,without_activity_flow,activity_flow,12,5,3,4341,-0.000583589604306,-5.11224493372,0.232241828346,-22.0125933822,0.367657221838,1.26434001382,-2.53336247229
ridge,without_activity_flow,activity_flow,12,5,4,4341,-0.000576728808245,-5.05214436023,0.227214212186,-22.2351599911,0.369500115181,1.26030868463,-2.50357975659
ridge,without_activity_flow,activity_flow,12,5,5,4341,-0.000550416158463,-4.82164554814,0.234991795568,-20.518356977,0.376410965215,1.25886892421,-2.38935654389
ridge,without_activity_flow,activity_flow,12,5,6,4341,-0.000581328208353,-5.09243510517,0.231533983337,-21.9943311637,0.363510711818,1.26341856715,-2.52354575246
ridge,without_activity_flow,activity_flow,12,5,7,4341,-0.000585296389499,-5.12719637201,0.228569542106,-22.4316692625,0.375028795208,1.27297857636,-2.54077162681
ridge,without_activity_flow,activity_flow,12,5,8,4341,-0.000610134916717,-5.34478187044,0.225612556205,-23.6900904823,0.355678415112,1.2696959226,-2.64859567347
ridge,without_activity_flow,activity_flow,12,5,9,4341,-0.000602611615433,-5.2788777512,0.226248080121,-23.3322543483,0.366044690164,1.26940797051,-2.6159370226
ridge,without_activity_flow,activity_flow,12,5,10,4341,-0.000590393296944,-5.17184528123,0.228340836068,-22.6496730514,0.370191200184,1.26802580051,-2.56289730203
ridge,without_activity_flow,activity_flow,12,5,11,4341,-0.000592044758184,-5.18631208169,0.226613646861,-22.8861419139,0.358903478461,1.26906242801,-2.57006629528
ridge,without_activity_flow,activity_flow,12,10,0,4341,-0.00123492885494,-10.8179767693,0.230604961084,-46.9112924477,0.23865468786,1.26998387468,-5.36082615931
ridge,without_activity_flow,activity_flow,12,10,1,4341,-0.00118167048927,-10.351433486,0.222764458649,-46.4680656366,0.252476387929,1.29083160562,-5.12963159392
ridge,without_activity_flow,activity_flow,12,10,2,4341,-0.00125832791531,-11.0229525381,0.224565760463,-49.0856331587,0.243492282884,1.26583736466,-5.46240148035
ridge,without_activity_flow,activity_flow,12,10,3,4341,-0.00121575961122,-10.6500541943,0.233903725355,-45.5317852595,0.249712047915,1.26434001382,-5.27761247229
ridge,without_activity_flow,activity_flow,12,10,4,4341,-0.00120688315056,-10.5722963989,0.228630208105,-46.2419051557,0.251094217922,1.26030868463,-5.23907975659
ridge,without_activity_flow,activity_flow,12,10,5,4341,-0.00117985062057,-10.3354914362,0.236437615662,-43.7133973257,0.260539046303,1.25886892421,-5.12173154389
ridge,without_activity_flow,activity_flow,12,10,6,4341,-0.00121303749193,-10.6262084293,0.232933575858,-45.6190499379,0.260078322967,1.26341856715,-5.26579575246
ridge,without_activity_flow,activity_flow,12,10,7,4341,-0.00122178567768,-10.7028425365,0.230090656271,-46.5157634385,0.264455194656,1.27297857636,-5.30377162681
ridge,without_activity_flow,activity_flow,12,10,8,4341,-0.00124498287802,-10.9060500114,0.227152572413,-48.0120031025,0.245795899562,1.2696959226,-5.40447067347
ridge,without_activity_flow,activity_flow,12,10,9,4341,-0.00123731560069,-10.838884662,0.227613781983,-47.619632553,0.255240727943,1.26940797051,-5.3711870226
ridge,without_activity_flow,activity_flow,12,10,10,4341,-0.0012244061972,-10.7257982874,0.229947139891,-46.6446257715,0.252476387929,1.26802580051,-5.31514730203
ridge,without_activity_flow,activity_flow,12,10,11,4341,-0.00122657597219,-10.7448055164,0.228333460156,-47.0575162705,0.246717346234,1.26906242801,-5.32456629528
ridge,without_calendar,calendar,12,0,0,4341,4.24882476932e-05,0.372197049792,0.211576923553,1.75915711195,0.49735084082,1.366850956,0.184441483236
ridge,without_calendar,calendar,12,0,1,4341,8.91950942758e-05,0.781349025856,0.211012188955,3.70286204662,0.5132457959,1.39950472241,0.387195904251
ridge,without_calendar,calendar,12,0,2,4341,1.64620291722e-05,0.144207375549,0.208303923885,0.692293130436,0.51002073255,1.39414881364,0.0714616686366
ridge,without_calendar,calendar,12,0,3,4341,4.17450709127e-05,0.365686821195,0.212830509992,1.7182067609,0.50057590417,1.39034784612,0.181215352832
ridge,without_calendar,calendar,12,0,4,4341,5.33117588851e-05,0.467011007834,0.211842499345,2.20451991115,0.509329647547,1.39904399908,0.23142634532
ridge,without_calendar,calendar,12,0,5,4341,6.74320194131e-05,0.590704490059,0.213286791408,2.76953151275,0.51209398756,1.40825846579,0.292722396272
ridge,without_calendar,calendar,12,0,6,4341,4.35549184498e-05,0.38154108562,0.209890588745,1.81780940204,0.506565307533,1.39075097904,0.189071900991
ridge,without_calendar,calendar,12,0,7,4341,4.68253738596e-05,0.41019027501,0.212849302535,1.92713938981,0.506795669201,1.39518544114,0.203268947924
ridge,without_calendar,calendar,12,0,8,4341,3.48190290684e-05,0.305014694639,0.209445644826,1.45629523542,0.499193734163,1.40486063119,0.151149405186
ridge,without_calendar,calendar,12,0,9,4341,-6.35132036849e-06,-0.0556375664279,0.209800991061,-0.265192104893,0.502418797512,1.40445749827,-0.0275710817196
ridge,without_calendar,calendar,12,0,10,4341,2.77967475009e-05,0.243499508108,0.205953624577,1.18230261112,0.503340244183,1.41378714582,0.120665680901
ridge,without_calendar,calendar,12,0,11,4341,6.94558093173e-05,0.608432889619,0.205450211134,2.96146149601,0.508177839208,1.40785533287,0.301507668246
ridge,without_calendar,calendar,12,1,0,4341,-9.41968479069e-05,-0.825164387664,0.211642801683,-3.89885401773,0.460953697305,1.366850956,-0.408908516764
ridge,without_calendar,calendar,12,1,1,4341,-5.07553779657e-05,-0.444617110979,0.210995465766,-2.10723538235,0.473853950703,1.39950472241,-0.220329095749
ridge,without_calendar,calendar,12,1,2,4341,-0.000122952852192,-1.0770669852,0.208264371948,-5.17163341537,0.471550334024,1.39414881364,-0.533738331363
ridge,without_calendar,calendar,12,1,3,4341,-9.72897136991e-05,-0.852257892004,0.212960063467,-4.00196111012,0.464409122322,1.39034784612,-0.422334647168
ridge,without_calendar,calendar,12,1,4,4341,-8.65926410228e-05,-0.758551535359,0.211862981794,-3.58038732834,0.470398525685,1.39904399908,-0.37589865468
ridge,without_calendar,calendar,12,1,5,4341,-7.3393827166e-05,-0.642929925975,0.213405658385,-3.01271264708,0.475005759042,1.40825846579,-0.318602603728
ridge,without_calendar,calendar,12,1,6,4341,-9.55201794539e-05,-0.836756772016,0.209902846504,-3.9864003083,0.468325270675,1.39075097904,-0.414653099009
ridge,without_calendar,calendar,12,1,7,4341,-9.26931702547e-05,-0.811992171431,0.212904236411,-3.81388451972,0.471550334024,1.39518544114,-0.402381052076
ridge,without_calendar,calendar,12,1,8,4341,-0.000105667034051,-0.925643218284,0.209577751957,-4.41670554074,0.45934116563,1.40486063119,-0.458700594814
ridge,without_calendar,calendar,12,1,9,4341,-0.000146797070196,-1.28594233491,0.209682899835,-6.13279545413,0.465791292329,1.40445749827,-0.63724608172
ridge,without_calendar,calendar,12,1,10,4341,-0.000113581967081,-0.99497803163,0.205982575505,-4.83039902376,0.461644782308,1.41378714582,-0.493059319099
ridge,without_calendar,calendar,12,1,11,4341,-7.132972397e-05,-0.624848381977,0.20545884877,-3.04123373472,0.467173462336,1.40785533287,-0.309642331754
ridge,without_calendar,calendar,12,2,0,4341,-0.000230881943507,-2.02252582512,0.211749857959,-9.55148610072,0.42340474545,1.366850956,-1.00225851676
ridge,without_calendar,calendar,12,2,1,4341,-0.000190705850207,-1.67058324781,0.211020888894,-7.91667240419,0.43607463718,1.39950472241,-0.827854095749
ridge,without_calendar,calendar,12,2,2,4341,-0.000262367733555,-2.29834134594,0.208266985873,-11.0355529289,0.432619212163,1.39414881364,-1.13893833136
ridge,without_calendar,calendar,12,2,3,4341,-0.000236324498311,-2.0702026052,0.213131903779,-9.7132459688,0.428242340475,1.39034784612,-1.02588464717
ridge,without_calendar,calendar,12,2,4,4341,-0.000226497040931,-1.98411407855,0.211924629658,-9.36235718213,0.432849573831,1.39904399908,-0.98322365468
ridge,without_calendar,calendar,12,2,5,4341,-0.000214219673745,-1.87656434201,0.213566015117,-8.78681161409,0.436304998848,1.40825846579,-0.929927603728
ridge,without_calendar,calendar,12,2,6,4341,-0.000234595277358,-2.05505462965,0.209957046972,-9.78797644228,0.434692467173,1.39075097904,-1.01837809901
ridge,without_calendar,calendar,12,2,7,4341,-0.000232211714369,-2.03417461787,0.213001216347,-9.55006104075,0.439069338862,1.39518544114,-1.00803105208
ridge,without_calendar,calendar,12,2,8,4341,-0.00024615309717,-2.15630113121,0.209750733702,-10.2803031634,0.424556553789,1.40486063119,-1.06855059481
ridge,without_calendar,calendar,12,2,9,4341,-0.000287242820023,-2.5162471034,0.209608326192,-12.0045188525,0.423174383783,1.40445749827,-1.24692108172
ridge,without_calendar,calendar,12,2,10,4341,-0.000254960681663,-2.23345557137,0.206053150652,-10.8392206783,0.424326192122,1.41378714582,-1.1067843191
ridge,without_calendar,calendar,12,2,11,4341,-0.000212115257257,-1.85812965357,0.205510596589,-9.04152722252,0.427781617139,1.40785533287,-0.920792331754
ridge,without_calendar,calendar,12,5,0,4341,-0.000640937230307,-5.61461013749,0.212317352977,-26.4444241545,0.321354526607,1.366850956,-2.78230851676
ridge,without_calendar,calendar,12,5,1,4341,-0.000610557266931,-5.34848165832,0.211349758013,-25.3063060427,0.333333333333,1.39950472241,-2.65042909575
ridge,without_calendar,calendar,12,5,2,4341,-0.000680612377646,-5.96216442818,0.208527679074,-28.5917171988,0.329647546648,1.39414881364,-2.95453833136
ridge,without_calendar,calendar,12,5,3,4341,-0.000653428852146,-5.7240367448,0.213900001187,-26.7603399394,0.321354526607,1.39034784612,-2.83653464717
ridge,without_calendar,calendar,12,5,4,4341,-0.000646210240654,-5.66080170813,0.212356087531,-26.6571200004,0.326883206634,1.39904399908,-2.80519865468
ridge,without_calendar,calendar,12,5,5,4341,-0.000636697213483,-5.57746759011,0.214294971955,-26.0270576544,0.336558396683,1.40825846579,-2.76390260373
ridge,without_calendar,calendar,12,5,6,4341,-0.000651820571069,-5.70994820256,0.210370855009,-27.1422968848,0.333563695001,1.39075097904,-2.82955309901
ridge,without_calendar,calendar,12,5,7,4341,-0.000650767346712,-5.70072195719,0.213543735484,-26.6958051673,0.33471550334,1.39518544114,-2.82498105208
ridge,without_calendar,calendar,12,5,8,4341,-0.000667611286527,-5.84827486998,0.210513799961,-27.7809572155,0.317438378254,1.40486063119,-2.89810059481
ridge,without_calendar,calendar,12,5,9,4341,-0.000708580069505,-6.20716140886,0.209646039654,-29.6078161987,0.324809951624,1.40445749827,-3.07594608172
ridge,without_calendar,calendar,12,5,10,4341,-0.000679096825409,-5.94888819058,0.206514068823,-28.8062126929,0.32941718498,1.41378714582,-2.9479593191
ridge,without_calendar,calendar,12,5,11,4341,-0.000634471857119,-5.55797346836,0.205924040753,-26.990406016,0.320202718268,1.40785533287,-2.75424233175
ridge,without_calendar,calendar,12,10,0,4341,-0.00132436270831,-11.6014173248,0.214076318422,-54.1929037752,0.207325501037,1.366850956,-5.74905851676
ridge,without_calendar,calendar,12,10,1,4341,-0.00131030962814,-11.4783123425,0.212734467749,-53.956053591,0.206404054365,1.39950472241,-5.68805409575
ridge,without_calendar,calendar,12,10,2,4341,-0.00137768678447,-12.0685362319,0.209800340316,-57.5239116093,0.195807417646,1.39414881364,-5.98053833136
ridge,without_calendar,calendar,12,10,3,4341,-0.00134860277521,-11.8137603108,0.216011627555,-54.6903907189,0.208477309376,1.39034784612,-5.85428464717
ridge,without_calendar,calendar,12,10,4,4341,-0.00134573224019,-11.7886144241,0.213890505113,-55.1151834341,0.207095139369,1.39904399908,-5.84182365468
ridge,without_calendar,calendar,12,10,5,4341,-0.00134082644638,-11.7456396703,0.216326415729,-54.2959103294,0.206634416033,1.40825846579,-5.82052760373
ridge,without_calendar,calendar,12,10,6,4341,-0.00134719606059,-11.8014374907,0.211891495654,-55.6956637373,0.211702372725,1.39075097904,-5.84817809901
ridge,without_calendar,calendar,12,10,7,4341,-0.00134836006728,-11.8116341894,0.21527872195,-54.8667052759,0.215618521078,1.39518544114,-5.85323105208
ridge,without_calendar,calendar,12,10,8,4341,-0.00137004160212,-12.0015644346,0.212589149937,-56.4542660722,0.205252246026,1.40486063119,-5.94735059481
ridge,without_calendar,calendar,12,10,9,4341,-0.00141080881864,-12.3586852513,0.210578252329,-58.6892763834,0.202027182677,1.40445749827,-6.12432108172
ridge,without_calendar,calendar,12,10,10,4341,-0.00138599039832,-12.1412758893,0.20810589718,-58.3418156514,0.199953927666,1.41378714582,-6.0165843191
ridge,without_calendar,calendar,12,10,11,4341,-0.00133839952356,-11.7243798263,0.207467031325,-56.5120142292,0.201566459341,1.40785533287,-5.80999233175
ridge,without_range_volatility,range_volatility,12,0,0,4341,6.33067127645e-05,0.554566803817,0.20453445246,2.71136132396,0.528449665976,1.51802580051,0.274814440111
ridge,without_range_volatility,range_volatility,12,0,1,4341,9.99148891196e-05,0.875254428687,0.204221113869,4.28581752448,0.528680027643,1.52660677263,0.433730533668
ridge,without_range_volatility,range_volatility,12,0,2,4341,3.2544006948e-05,0.285085500864,0.205675517011,1.38609351763,0.52798894264,1.51814098134,0.141273534161
ridge,without_range_volatility,range_volatility,12,0,3,4341,6.89619003991e-05,0.604106247496,0.207631830106,2.90950692477,0.519465560931,1.52153881594,0.299363609632
ridge,without_range_volatility,range_volatility,12,0,4,4341,9.2482959296e-05,0.810150723433,0.201945802491,4.01172350918,0.530753282654,1.52303616678,0.401468526304
ridge,without_range_volatility,range_volatility,12,0,5,4341,0.000106435358687,0.932373742098,0.194692071498,4.78896616038,0.535821239346,1.53455425017,0.46203589206
ridge,without_range_volatility,range_volatility,12,0,6,4341,7.73052391049e-05,0.677193894559,0.202116926588,3.35050560085,0.531444367657,1.51865929509,0.335582042954
ridge,without_range_volatility,range_volatility,12,0,7,4341,9.64036842329e-05,0.844496273881,0.204659353469,4.12635073632,0.531444367657,1.51606772633,0.418488393255
ridge,without_range_volatility,range_volatility,12,0,8,4341,6.21949781089e-05,0.544828008234,0.19861529569,2.74313217591,0.523381709284,1.51652844967,0.269988399971
ridge,without_range_volatility,range_volatility,12,0,9,4341,5.59788332692e-05,0.490374579438,0.193289408872,2.53699663267,0.525454964294,1.52199953928,0.243004115221
ridge,without_range_volatility,range_volatility,12,0,10,4341,5.05325466762e-05,0.442665108883,0.193273816426,2.29035219083,0.527758580972,1.52965906473,0.219361785121
ridge,without_range_volatility,range_volatility,12,0,11,4341,9.54115103436e-05,0.83580483061,0.194911193093,4.28813151953,0.532596175996,1.52015664593,0.414181366402
ridge,without_range_volatility,range_volatility,12,1,0,4341,-8.84958672861e-05,-0.775223797427,0.204608041632,-3.7888237004,0.489518544114,1.51802580051,-0.384160559889
ridge,without_range_volatility,range_volatility,12,1,1,4341,-5.27457881437e-05,-0.462053104139,0.204169447266,-2.26308642319,0.486293480765,1.52660677263,-0.228969466332
ridge,without_range_volatility,range_volatility,12,1,2,4341,-0.000119270091186,-1.04480599879,0.205651125566,-5.08047790117,0.488136374107,1.51814098134,-0.517751465839
ridge,without_range_volatility,range_volatility,12,1,3,4341,-8.3191981195e-05,-0.728761755268,0.207732767819,-3.50816947619,0.474545035706,1.52153881594,-0.361136390368
ridge,without_range_volatility,range_volatility,12,1,4,4341,-5.98206573822e-05,-0.524028958668,0.201898476671,-2.59550724359,0.486293480765,1.52303616678,-0.259681473696
ridge,without_range_volatility,range_volatility,12,1,5,4341,-4.70200663303e-05,-0.411895781054,0.194722113477,-2.11530048487,0.4867542041,1.53455425017,-0.20411410794
ridge,without_range_volatility,range_volatility,12,1,6,4341,-7.45606904045e-05,-0.653151647943,0.202045968142,-3.23268835279,0.4867542041,1.51865929509,-0.323667957046
ridge,without_range_volatility,range_volatility,12,1,7,4341,-5.52030884001e-05,-0.483579054385,0.20465055746,-2.36295009594,0.492513245796,1.51606772633,-0.239636606745
ridge,without_range_volatility,range_volatility,12,1,8,4341,-8.94578668577e-05,-0.783650913673,0.198534690717,-3.94717371983,0.482838055748,1.51652844967,-0.388336600029
ridge,without_range_volatility,range_volatility,12,1,9,4341,-9.62211206585e-05,-0.842897016969,0.193225556639,-4.36224395794,0.482838055748,1.52199953928,-0.417695884779
ridge,without_range_volatility,range_volatility,12,1,10,4341,-0.000102433359797,-0.897316231822,0.193289495073,-4.64234350389,0.480764800737,1.52965906473,-0.444663214879
ridge,without_range_volatility,range_volatility,12,1,11,4341,-5.66041542498e-05,-0.495852391228,0.194991437501,-2.54294443685,0.490209629118,1.52015664593,-0.245718633598
ridge,without_range_volatility,range_volatility,12,2,0,4341,-0.000240298447337,-2.10501439867,0.2047198161,-10.2824164205,0.445980188897,1.51802580051,-1.04313555989
ridge,without_range_volatility,range_volatility,12,2,1,4341,-0.000205406465407,-1.79936063697,0.20415472791,-8.81371034306,0.44874452891,1.52660677263,-0.891669466332
ridge,without_range_volatility,range_volatility,12,2,2,4341,-0.00027108418932,-2.37469749844,0.205664986425,-11.5464354907,0.445058742225,1.51814098134,-1.17677646584
ridge,without_range_volatility,range_volatility,12,2,3,4341,-0.000235345862789,-2.06162975803,0.207870702273,-9.91784669743,0.43607463718,1.52153881594,-1.02163639037
ridge,without_range_volatility,range_volatility,12,2,4,4341,-0.00021212427406,-1.85820864077,0.201889541751,-9.20408568294,0.448283805575,1.52303616678,-0.920831473696
ridge,without_range_volatility,range_volatility,12,2,5,4341,-0.000200475491348,-1.75616530421,0.194791006343,-9.0156385409,0.445289103893,1.53455425017,-0.87026410794
ridge,without_range_volatility,range_volatility,12,2,6,4341,-0.000226426619914,-1.98349719044,0.202014216723,-9.81860199059,0.444367657222,1.51865929509,-0.982917957046
ridge,without_range_volatility,range_volatility,12,2,7,4341,-0.000206809861033,-1.81165438265,0.204679725328,-8.85116676677,0.451278507256,1.51606772633,-0.897761606745
ridge,without_range_volatility,range_volatility,12,2,8,4341,-0.000241110711824,-2.11212983558,0.198492329761,-10.6408637458,0.434922828841,1.51652844967,-1.04666160003
ridge,without_range_volatility,range_volatility,12,2,9,4341,-0.000248421074586,-2.17616861337,0.193202107888,-11.2636898073,0.440451508869,1.52199953928,-1.07839588478
ridge,without_range_volatility,range_volatility,12,2,10,4341,-0.00025539926627,-2.23729757253,0.193343736965,-11.5716061334,0.43400138217,1.52965906473,-1.10868821488
ridge,without_range_volatility,range_volatility,12,2,11,4341,-0.000208619818843,-1.82750961307,0.195111854903,-9.36647142214,0.445519465561,1.52015664593,-0.905618633598
ridge,without_range_volatility,range_volatility,12,5,0,4341,-0.000695706187489,-6.0943862024,0.205283520997,-29.6876542881,0.32527067496,1.51802580051,-3.02006055989
ridge,without_range_volatility,range_volatility,12,5,1,4341,-0.000663388497197,-5.81128323545,0.204332232955,-28.4403647501,0.327804653306,1.52660677263,-2.87976946633
ridge,without_range_volatility,range_volatility,12,5,2,4341,-0.000726526483722,-6.36437199741,0.205935899008,-30.9046262845,0.323658143285,1.51814098134,-3.15385146584
ridge,without_range_volatility,range_volatility,12,5,3,4341,-0.000691807507571,-6.06023376633,0.208505653367,-29.0650812986,0.318359824925,1.52153881594,-3.00313639037
ridge,without_range_volatility,range_volatility,12,5,4,4341,-0.000669035124095,-5.86074768707,0.202093023926,-29.0002473773,0.331490439991,1.52303616678,-2.9042814737
ridge,without_range_volatility,range_volatility,12,5,5,4341,-0.000660841766399,-5.78897387366,0.195230262993,-29.652031324,0.328265376641,1.53455425017,-2.86871410794
ridge,without_range_volatility,range_volatility,12,5,6,4341,-0.000682024408442,-5.97453381795,0.202154275301,-29.5543282924,0.325501036628,1.51865929509,-2.96066795705
ridge,without_range_volatility,range_volatility,12,5,7,4341,-0.000661630178932,-5.79588036745,0.204994744676,-28.2733119651,0.343469246717,1.51606772633,-2.87213660674
ridge,without_range_volatility,range_volatility,12,5,8,4341,-0.000696069246724,-6.0975666013,0.198594845249,-30.7035491966,0.316977654918,1.51652844967,-3.02163660003
ridge,without_range_volatility,range_volatility,12,5,9,4341,-0.000705020936369,-6.17598340259,0.193374202877,-31.9379902319,0.321584888275,1.52199953928,-3.06049588478
ridge,without_range_volatility,range_volatility,12,5,10,4341,-0.00071429698569,-6.25724159464,0.193737403075,-32.2975403579,0.314904399908,1.52965906473,-3.10076321488
ridge,without_range_volatility,range_volatility,12,5,11,4341,-0.000664666812623,-5.82248127858,0.195713279848,-29.7500572424,0.323888504953,1.52015664593,-2.8853186336
ridge,without_range_volatility,range_volatility,12,10,0,4341,-0.00145471908774,-12.7433392086,0.206976820928,-61.5689194157,0.182907164248,1.51802580051,-6.31493555989
