model,horizon_bars,horizon_minutes,cost_bps,cohort_count,total_periods,mean_cohort_sharpe,median_cohort_sharpe,worst_cohort_sharpe,best_cohort_sharpe,mean_annualized_net_return,median_annualized_net_return,worst_annualized_net_return,best_annualized_net_return,mean_annualized_volatility,mean_positive_fraction,mean_turnover,mean_cumulative_net_log_return
ridge,6,30,2,6,52092,-19.0975148105,-18.8754306216,-20.3900159204,-17.7824497982,-4.1230419055,-4.04677346942,-4.5055431944,-3.86345179953,0.215942636244,0.410254933579,1.36938973355,-2.04316494426
tcn,6,30,2,6,52092,-25.9322250875,-25.6566642983,-28.3097600335,-24.2925593448,-4.87890611888,-4.82201801698,-5.25378530106,-4.62094979727,0.188218799909,0.386470091377,1.3787337787,-2.41773190206
transformer,6,30,2,6,52092,-16.1997147691,-16.5547952964,-17.0305558759,-14.9527270853,-3.42872911232,-3.49825668581,-3.58087432663,-3.18970091367,0.211730615289,0.43607463718,1.05118828227,-1.69909966628
lightgbm,12,60,2,12,52092,-2.17480781669,-2.32538250632,-3.2474102471,-0.837451803665,-0.465012886921,-0.495254894774,-0.698702395416,-0.181115454917,0.214289373013,0.500633494587,0.335065845043,-0.230436180608
mlp,12,60,2,12,52092,-14.7582589877,-14.4881680681,-16.1599705597,-13.5597476914,-2.53519815261,-2.52250775889,-2.78970811681,-2.30512797461,0.171894636138,0.421369884051,1.48619749674,-1.25631223521
momentum_12,12,60,2,12,52092,-16.2010484437,-16.1335711203,-17.8061783849,-15.1635694548,-3.55258927032,-3.5104940638,-3.8658545123,-3.32338655201,0.219347537565,0.388792904861,1.55794075866,-1.76047831307
reversal_12,12,60,2,12,52092,-8.70428362148,-8.8527622,-9.81670800866,-7.40041436077,-1.90751181276,-1.94810630972,-2.14921704977,-1.62646376235,0.219131647908,0.462105505644,1.55781597942,-0.945263559269
ridge,12,60,2,12,52092,-9.77224893999,-9.69304122011,-11.8657275482,-7.815438517,-2.05789119492,-2.04696971569,-2.49829109898,-1.66156443665,0.210689834445,0.430853106043,1.39317457575,-1.0197837531
tcn,12,60,2,12,52092,-13.7084715864,-13.4203935479,-15.9196450958,-12.32355461,-2.52332415124,-2.49762536253,-2.84246114081,-2.21736069952,0.184182017846,0.415937188052,1.40961184059,-1.25042809824
transformer,12,60,2,12,52092,-7.37233076532,-7.14467674123,-9.32291448718,-6.54073760218,-1.52903655713,-1.4957560695,-1.91480927236,-1.3579535578,0.207578597998,0.45964831452,1.00893131383,-0.757710924029
lightgbm,24,120,2,24,52056,-0.990483910857,-0.893667071409,-2.54774616847,0.531236796649,-0.210439122824,-0.187584394615,-0.531000299123,0.114087836744,0.212234694632,0.501844167819,0.395377093899,-0.104210606713
mlp,24,120,2,24,52056,-7.79842207446,-7.7340937429,-10.5471728238,-6.06498898904,-1.30951546512,-1.28704616406,-1.6446594878,-1.01783721431,0.168153373939,0.442561856462,1.51728427079,-0.648479233757
momentum_12,24,120,2,24,52056,-8.67751319638,-8.58757410479,-11.2147977179,-6.99793243702,-1.85528618277,-1.82875849174,-2.4451221471,-1.48482196102,0.213718973148,0.413074381435,1.54040840633,-0.918747883661
reversal_12,24,120,2,24,52056,-3.95629396381,-4.13511036104,-5.65511554731,-1.22325571371,-0.843260684123,-0.866502860914,-1.19835006303,-0.266187530417,0.213520085027,0.478830490241,1.54049004918,-0.417587311384
ridge,24,120,2,24,52056,-4.98697693283,-4.90126579246,-6.43945366541,-3.24551676593,-1.01965243404,-0.965376371828,-1.33570860468,-0.665448039904,0.204469348002,0.446672813893,1.40664380667,-0.504937472473
tcn,24,120,2,24,52056,-7.37576893427,-7.42539316207,-9.92447379565,-5.08940668857,-1.32325402137,-1.3185636001,-1.73163918295,-0.933356206389,0.179623913304,0.441524512064,1.41349700323,-0.655282642091
transformer,24,120,2,24,52056,-3.51727630716,-3.38477801424,-5.15566447266,-1.65977832613,-0.719479461485,-0.69547046852,-1.05004846104,-0.333903227236,0.204703508838,0.477677885354,1.0669807515,-0.356290171681
lightgbm,3,15,5,3,52092,-14.8839772205,-15.1473112674,-15.742077036,-13.7625433581,-3.37301845045,-3.41528281146,-3.6051606924,-3.0986118475,0.226544572966,0.467173462336,0.210968094909,-1.67149236226
mlp,3,15,5,3,52092,-136.136212268,-135.788019042,-139.381498749,-133.239119013,-24.4299989374,-24.4070829345,-24.7076422978,-24.1752715799,0.179484350934,0.178299930891,1.41317284804,-12.1062357748
momentum_12,3,15,5,3,52092,-70.8423485311,-70.6134916798,-72.1003627072,-69.8131912063,-16.4124350026,-16.3871764038,-16.6844207845,-16.1657078194,0.231676924561,0.29021730784,0.838981993396,-8.13314844134
reversal_12,3,15,5,3,52092,-56.1116213675,-55.6351931745,-57.1150088547,-55.5846620733,-12.9806125201,-12.8834025017,-13.2197774208,-12.8386576379,0.231334342241,0.34177992782,0.838698840513,-6.43251586186
ridge,3,15,5,3,52092,-102.892528895,-101.530805436,-106.650706584,-100.496074664,-23.0656857272,-23.0188887261,-23.3756404011,-22.8025280543,0.224265794653,0.220148967212,1.36730208093,-11.4301531669
tcn,3,15,5,3,52092,-122.054177197,-121.305233695,-123.565117364,-121.292180531,-23.9095061156,-23.8418502513,-24.0910708348,-23.7955972608,0.195898327887,0.191123397067,1.36489768103,-11.8483066265
transformer,3,15,5,3,52092,-82.5291633315,-83.7699883745,-83.8668228329,-79.950678787,-18.0315387836,-18.0868154067,-18.3425844424,-17.6652165017,0.218525416585,0.28593642018,1.04941257775,-8.93549199311
lightgbm,6,30,5,6,52092,-9.65973893397,-9.7067302652,-10.6699573702,-8.75124955559,-2.13594202469,-2.1421879676,-2.35123141379,-1.9524524899,0.221147313935,0.472299009445,0.26518467327,-1.05846168141
mlp,6,30,5,6,52092,-71.7216460793,-72.0144934521,-73.578947684,-69.2643349073,-12.5204981366,-12.5363995319,-12.6628012148,-12.3313166321,0.174630201909,0.239288182446,1.44890290256,-6.20450712454
momentum_12,6,30,5,6,52092,-50.2989372429,-50.1919583687,-52.9083928027,-48.7161290109,-11.344655183,-11.2596977695,-11.8960656031,-11.0121918036,0.225559937962,0.289526222837,1.13724756201,-5.621820565
reversal_12,6,30,5,6,52092,-38.1895340171,-38.5931311222,-38.8884963379,-36.306587081,-8.57737751578,-8.66327930437,-8.73637620763,-8.11576344261,0.224593691546,0.34870997466,1.13716117638,-4.2505018032
ridge,6,30,5,6,52092,-52.2293500853,-52.1908867358,-54.3588824135,-50.5897410136,-11.320554345,-11.2855029096,-11.7051492759,-11.0467123386,0.216818091899,0.281041234739,1.36938973355,-5.60987744426
tcn,6,30,5,6,52092,-64.0747032826,-63.8799001734,-67.2152485133,-62.126585326,-12.1255308597,-12.0716444855,-12.5435945616,-11.8895703916,0.189281608618,0.251055824311,1.3787337787,-6.00878190206
transformer,6,30,5,6,52092,-41.9981405129,-42.1039263355,-43.1832733357,-40.6652801106,-8.95377472393,-8.97372886935,-9.10460825891,-8.73855855016,0.213239753652,0.338977194195,1.05118828227,-4.43702466628
lightgbm,12,60,5,12,52092,-6.26324263347,-6.37211604738,-7.41555608941,-4.89426946084,-1.34556592769,-1.36300644972,-1.60209631387,-1.06105049293,0.2150011995,0.479267449896,0.335065845043,-0.666792430608
mlp,12,60,5,12,52092,-37.3915982433,-37.2327229081,-39.6828915813,-35.6859120928,-6.44092517403,-6.43462380576,-6.7028007222,-6.18144310937,0.172376127848,0.298395147048,1.48619749674,-3.19178723521
momentum_12,12,60,5,12,52092,-34.7805505063,-34.8277048821,-36.6464834918,-33.5153503547,-7.64685758408,-7.60157146532,-7.97721249433,-7.42187998671,0.219912233439,0.29317361591,1.55794075866,-3.78938456307
reversal_12,12,60,5,12,52092,-27.3586379708,-27.3654631794,-28.5116145257,-25.8491808559,-6.00145220668,-6.03355745156,-6.24801317969,-5.7336188742,0.219383853735,0.352664516624,1.55781597942,-2.97400730927
ridge,12,60,5,12,52092,-27.0916675534,-26.7662058092,-29.3293992682,-25.0269086078,-5.71915397999,-5.69196442889,-6.17528142379,-5.32901986167,0.21117241925,0.328303770253,1.39317457575,-2.8341150031
tcn,12,60,5,12,52092,-33.7336722812,-33.5348622449,-36.5762141871,-31.6221867574,-6.22778406831,-6.21203290589,-6.55743971718,-5.91538834292,0.184719887158,0.306016278891,1.40961184059,-3.08616559824
transformer,12,60,5,12,52092,-20.0664356896,-19.7132696458,-22.1492265385,-18.9142884313,-4.18050804987,-4.15696391953,-4.57171666697,-3.99412632906,0.208430654173,0.388946479306,1.00893131383,-2.07164217403
lightgbm,24,120,5,24,52056,-3.43071792333,-3.40122281238,-5.06521713862,-1.88192948325,-0.729964624207,-0.714941241088,-1.06835299622,-0.404787681928,0.212738727149,0.48251882588,0.395377093899,-0.361482481713
mlp,24,120,5,24,52056,-19.6433545026,-19.5906676217,-23.2856180278,-17.8610633078,-3.30322699694,-3.27811359145,-3.63080471601,-3.00261937199,0.168351148055,0.349392961426,1.51728427079,-1.63577610876
momentum_12,24,120,5,24,52056,-18.1200684264,-18.0750759858,-20.5043308327,-16.4752066205,-3.87938282869,-3.84663297306,-4.48215534212,-3.50201490708,0.214081642981,0.340325802981,1.54040840633,-1.92109163366
reversal_12,24,120,5,24,52056,-13.4349780013,-13.6716553202,-15.1742383145,-10.5948609273,-2.86746460874,-2.88415016382,-3.21660317506,-2.30397798685,0.213589612763,0.400395727678,1.54049004918,-1.41998418638
ridge,24,120,5,24,52056,-14.0152381598,-14.0352207227,-15.4671154311,-12.1846803064,-2.867982396,-2.81613630119,-3.1596484387,-2.52376754198,0.204698125386,0.369986168741,1.40664380667,-1.42024059747
tcn,24,120,5,24,52056,-17.6964991105,-17.6554096583,-20.4955410614,-15.1901008691,-3.18058908361,-3.17922440699,-3.5825375232,-2.79228151759,0.179860055666,0.358652220685,1.41349700323,-1.57504514209
transformer,24,120,5,24,52056,-10.3453907695,-10.1996094098,-12.0294180799,-8.51812627222,-2.12149216895,-2.10299225275,-2.44825592992,-1.76800488699,0.205166449816,0.420912094667,1.0669807515,-1.05057454668
lightgbm,3,15,10,3,52092,-30.373495759,-30.8714128362,-31.1264397905,-29.1226346504,-7.06917947326,-7.15609138091,-7.31998792115,-6.73145911771,0.232704819581,0.430872302849,0.210968094909,-3.50311736226
mlp,3,15,10,3,52092,-263.712217405,-263.259793444,-267.623991428,-260.252867344,-49.188787235,-49.1713365627,-49.4017715307,-48.9932536117,0.186541738317,0.0603163633571,1.41317284804,-24.3754024415
momentum_12,3,15,10,3,52092,-130.611736368,-129.93889229,-132.153188098,-129.743128715,-31.1113995269,-31.0255177998,-31.4483807016,-30.8603000793,0.238198706566,0.181966520771,0.838981993396,-15.417190108
reversal_12,3,15,10,3,52092,-116.491436785,-116.370163845,-117.399746923,-115.704399586,-27.6746162059,-27.5980771265,-27.9110904823,-27.5146810089,0.237567741823,0.213775627736,0.838698840513,-13.7140991952
ridge,3,15,10,3,52092,-204.023777334,-201.220720622,-210.327564454,-200.523046924,-47.0208181851,-46.8289620557,-47.4331006637,-46.800391836,0.230545522435,0.0975773631268,1.36730208093,-23.3010698335
tcn,3,15,10,3,52092,-235.18962032,-234.632046957,-237.040119864,-233.896694141,-47.8225134872,-47.7348461048,-48.0150929496,-47.7176014073,0.203339420412,0.0751171005145,1.36489768103,-23.6983482931
transformer,3,15,10,3,52092,-159.474444608,-160.655656215,-161.555116077,-156.212561534,-36.4172471457,-36.4508306106,-36.8233895564,-35.9775212702,0.228380995389,0.154553482301,1.04941257775,-18.0464919931
lightgbm,6,30,10,6,52092,-19.828842784,-19.9574452988,-20.7651761206,-18.6892521195,-4.45895976254,-4.47975189296,-4.65600335574,-4.23477453551,0.22488784504,0.438186285802,0.26518467327,-2.20962834808
mlp,6,30,10,6,52092,-141.58483943,-141.596812005,-145.501957566,-137.270412991,-25.212887563,-25.2058735955,-25.343965693,-25.0983778737,0.178133895933,0.103643553713,1.44890290256,-12.4941946245
momentum_12,6,30,10,6,52092,-92.7678746069,-92.9498314775,-95.5738091157,-90.6216403603,-21.3069438262,-21.2370370922,-21.8981250364,-20.8856057636,0.229692122067,0.181102664517,1.13724756201,-10.5586122317
reversal_12,6,30,10,6,52092,-81.375890719,-81.5278447569,-82.1178814397,-79.9707881145,-18.5389094209,-18.6146685017,-18.7165238936,-18.118327368,0.227817821352,0.215791292329,1.13716117638,-9.18691846986
ridge,6,30,10,6,52092,-106.057188297,-105.495046333,-109.840379407,-103.507412483,-23.3164084109,-23.3500519767,-23.7044927452,-23.0156104212,0.219920941479,0.151942716732,1.36938973355,-11.5543982776
tcn,6,30,10,6,52092,-125.358353655,-124.99807963,-129.7042357,-122.874588981,-24.2032387611,-24.1522027486,-24.6932766625,-24.0039380488,0.193101909158,0.123089917838,1.3787337787,-11.9938652354
transformer,6,30,10,6,52092,-83.2040472315,-82.8851272997,-85.5047134516,-81.7250515908,-18.1621840766,-18.1138330794,-18.4084293728,-17.986654611,0.218320890815,0.217019887891,1.05118828227,-9.00023299961
lightgbm,12,60,10,12,52092,-12.9364153595,-12.9848271614,-14.1947400074,-11.5396304491,-2.81315432898,-2.80925904128,-3.10775284462,-2.52760888961,0.217540360158,0.446460109038,0.335065845043,-1.39405284727
mlp,12,60,10,12,52092,-74.4265745729,-74.330327195,-78.8529912843,-70.9143200605,-12.9504702097,-12.9480296492,-13.2246217312,-12.641968334,0.174121286102,0.160120555939,1.48619749674,-6.41757890188
momentum_12,12,60,10,12,52092,-65.3072732423,-65.4528351567,-67.5936065292,-63.4113951157,-14.470638107,-14.4200338012,-14.8294757977,-14.2527023779,0.221624349697,0.181505797435,1.55794075866,-7.17089497973
reversal_12,12,60,10,12,52092,-58.1482435546,-58.1660359052,-59.4131910763,-56.2813547463,-12.8246861965,-12.8485641161,-13.0793400629,-12.5578828687,0.220581029717,0.215157797742,1.55781597942,-6.3552468926
ridge,12,60,10,12,52092,-55.5651489531,-55.2375089231,-58.1939408035,-53.387476121,-11.8212586218,-11.7815165782,-12.3035986318,-11.44144557,0.212807173888,0.205194655609,1.39317457575,-5.85800041976
tcn,12,60,10,12,52092,-66.4901403937,-66.2031835047,-70.2391691333,-63.0767248921,-12.4018839301,-12.4331766516,-12.7490706778,-12.0589787613,0.18661972714,0.177628042694,1.40961184059,-6.14572809824
transformer,12,60,10,12,52092,-40.7568640933,-40.5168364506,-42.9905502516,-38.9153990573,-8.59962720444,-8.57644042264,-8.99989565799,-8.38774761447,0.211067494297,0.287203409353,1.00893131383,-4.2615275907
lightgbm,24,120,10,24,52056,-7.44415400459,-7.52215972222,-9.19641860783,-5.8660903632,-1.59584045985,-1.5924690767,-1.96394082471,-1.26958021305,0.214383288031,0.453242661749,0.395377093899,-0.790268940047
mlp,24,120,10,24,52056,-39.2131086492,-39.1612820353,-44.3743664424,-36.7641383028,-6.62607954996,-6.59595676786,-6.94104676304,-6.31058963478,0.16914952913,0.222606423851,1.51728427079,-3.28127090042
momentum_12,24,120,10,24,52056,-33.7223065162,-33.8389912502,-35.8273632351,-31.8756401287,-7.25287723856,-7.21955048629,-7.87721066715,-6.86400315051,0.215094266303,0.240836791148,1.54040840633,-3.59166455033
reversal_12,24,120,10,24,52056,-29.1633640222,-29.3808868746,-30.96842017,-26.1933517955,-6.24113781644,-6.24689566866,-6.58035836179,-5.70029541423,0.214117131557,0.283195020747,1.54049004918,-3.09064564472
ridge,24,120,10,24,52056,-28.9572300232,-29.0379594632,-30.7629423242,-26.5432668705,-5.94853233261,-5.90941059883,-6.24746265139,-5.60716942174,0.205506141164,0.263965729215,1.40664380667,-2.94574580581
tcn,24,120,10,24,52056,-34.736733447,-34.9209151611,-37.9166631449,-31.7425957066,-6.27614752068,-6.26186409663,-6.66736809028,-5.8904903696,0.180777058469,0.24218149685,1.41349700323,-3.10798264209
transformer,24,120,10,24,52056,-21.5907887967,-21.4870637799,-23.5996638245,-19.5533913185,-4.45818001474,-4.44886189314,-4.77860171139,-4.14363008552,0.206571234916,0.337559551252,1.0669807515,-2.20771517168
