model,cost_bps,cohort_count,total_periods,mean_cohort_net_return,median_cohort_net_return,worst_cohort_net_return,best_cohort_net_return,mean_cohort_annualized_net_return,median_cohort_annualized_net_return,worst_cohort_annualized_net_return,best_cohort_annualized_net_return,positive_cohort_fraction,pooled_mean_net_return,pooled_annualized_net_return,pooled_cumulative_net_log_return,mean_turnover
lightgbm,1.8,12,52092,-4.63823459896e-05,-4.99320537798e-05,-7.28854034459e-05,-1.39786665581e-05,-0.406309350869,-0.437404791111,-0.638476134186,-0.122453119049,0,-4.63823459896e-05,-0.406309350869,-2.41614916729,0.335065845043
lightgbm,1.9,12,52092,-4.97330044401e-05,-5.32340003359e-05,-7.63229754339e-05,-1.73269733999e-05,-0.435661118895,-0.466329842943,-0.668589264801,-0.151784286983,0,-4.97330044401e-05,-0.435661118895,-2.59069166729,0.335065845043
lightgbm,2,12,52092,-5.30836628905e-05,-5.6535946892e-05,-7.97605474219e-05,-2.06752802416e-05,-0.465012886921,-0.495254894774,-0.698702395416,-0.181115454916,0,-5.30836628905e-05,-0.465012886921,-2.76523416729,0.335065845043
lightgbm,2.1,12,52092,-5.64343213409e-05,-5.98378934481e-05,-8.31981194099e-05,-2.40235870833e-05,-0.494364654947,-0.524179946606,-0.728815526031,-0.21044662285,0,-5.64343213409e-05,-0.494364654947,-2.93977666729,0.335065845043
lightgbm,2.2,12,52092,-5.97849797914e-05,-6.31398400042e-05,-8.66356913979e-05,-2.73718939251e-05,-0.523716422972,-0.553104998437,-0.758928656646,-0.239777790784,0,-5.97849797914e-05,-0.523716422972,-3.11431916729,0.335065845043
lightgbm,2.3,12,52092,-6.31356382418e-05,-6.64417865603e-05,-9.0073263386e-05,-3.07202007668e-05,-0.553068190998,-0.582030050268,-0.789041787261,-0.269108958717,0,-6.31356382418e-05,-0.553068190998,-3.28886166729,0.335065845043
lightgbm,2.4,12,52092,-6.64862966922e-05,-6.97437331164e-05,-9.3510835374e-05,-3.40685076086e-05,-0.582419959024,-0.6109551021,-0.819154917876,-0.298440126651,0,-6.64862966922e-05,-0.582419959024,-3.46340416729,0.335065845043
lightgbm,2.5,12,52092,-6.98369551427e-05,-7.30456796725e-05,-9.6948407362e-05,-3.74168144503e-05,-0.61177172705,-0.639880153931,-0.849268048491,-0.327771294585,0,-6.98369551427e-05,-0.61177172705,-3.63794666729,0.335065845043
lightgbm,2.6,12,52092,-7.31876135931e-05,-7.63476262286e-05,-0.00010038597935,-4.0765121292e-05,-0.641123495076,-0.668805205763,-0.879381179106,-0.357102462518,0,-7.31876135931e-05,-0.641123495076,-3.81248916729,0.335065845043
lightgbm,2.7,12,52092,-7.65382720435e-05,-7.96495727847e-05,-0.000103823551338,-4.41134281338e-05,-0.670475263101,-0.697730257594,-0.909494309721,-0.386433630452,0,-7.65382720435e-05,-0.670475263101,-3.98703166729,0.335065845043
