model,split,mean_fold_rank_ic,worst_fold_rank_ic,best_fold_rank_ic,mean_rank_ic_ir,mean_positive_timestamp_fraction,mean_rmse,mean_mae,total_rows
mlp,test,0.0112124207302,0.00445732618243,0.0230181080136,0.0425784939167,0.518954429118,0.00438002403038,0.00284734436279,1041840
mlp,validation,0.00995782831078,-0.003438345536,0.0215412531459,0.038079067465,0.517550903891,0.00399140222191,0.00269652726727,511920
