model,horizon_bars,horizon_minutes,cost_bps,cohort,period_count,mean_net_return,annualized_net_return,annualized_volatility,annualized_sharpe,positive_fraction,mean_turnover,cumulative_net_log_return
momentum_12,3,15,0,1,17364,-5.48076731574e-05,-1.92046086743,0.229039263725,-8.38485435292,0.462623819396,0.842691776088,-0.951680436705
momentum_12,3,15,0,2,17364,-4.990967488e-05,-1.7488350078,0.229622430006,-7.61613317894,0.469995392767,0.835521769178,-0.866631594616
momentum_12,3,15,0.25,0,17364,-6.2952202413e-05,-2.20584517255,0.229420707749,-9.61484773627,0.456864777701,0.838732434923,-1.0931020427
momentum_12,3,15,0.25,1,17364,-7.58749675596e-05,-2.65865886329,0.229054944361,-11.6070791255,0.452084773094,0.842691776088,-1.3174929367
momentum_12,3,15,0.25,2,17364,-7.07977191094e-05,-2.48075207759,0.229640620539,-10.8027581173,0.460147431467,0.835521769178,-1.22933159462
momentum_12,3,15,0.5,0,17364,-8.39205132861e-05,-2.94057478555,0.22943703339,-12.8164784128,0.447131997236,0.838732434923,-1.4571957927
momentum_12,3,15,0.5,1,17364,-9.69422619618e-05,-3.39685685914,0.229081489757,-14.8281594587,0.441833678876,0.842691776088,-1.6833054367
momentum_12,3,15,0.5,2,17364,-9.16857633389e-05,-3.21266914739,0.229669836076,-13.9882067331,0.449032480995,0.835521769178,-1.59203159462
momentum_12,3,15,1,0,17364,-0.000125857135032,-4.41003401153,0.229501876873,-19.2156773253,0.428645473393,0.838732434923,-2.1853832927
momentum_12,3,15,1,1,17364,-0.000139076850766,-4.87325285085,0.229167158182,-21.26505774,0.423577516701,0.842691776088,-2.4149304367
momentum_12,3,15,1,2,17364,-0.000133461851798,-4.67650328699,0.229761323751,-20.3537445322,0.429682100898,0.835521769178,-2.31743159462
momentum_12,3,15,2,0,17364,-0.000209730378525,-7.3489524635,0.229760173871,-31.985319038,0.390808569454,0.838732434923,-3.6417582927
momentum_12,3,15,2,1,17364,-0.000223346028375,-7.82604483426,0.229468602916,-34.1050790166,0.386316516932,0.842691776088,-3.8781804367
momentum_12,3,15,2,2,17364,-0.000217014028716,-7.60417156619,0.230076308231,-33.0506501285,0.390923750288,0.835521769178,-3.76823159462
momentum_12,3,15,5,0,17364,-0.000461350109001,-16.1657078194,0.231556637651,-69.8131912063,0.29330799355,0.838732434923,-8.0108832927
momentum_12,3,15,5,1,17364,-0.000476153561202,-16.6844207845,0.231405504189,-72.1003627072,0.286224372264,0.842691776088,-8.2679304367
momentum_12,3,15,5,2,17364,-0.000467670559469,-16.3871764038,0.232068631843,-70.6134916798,0.291119557706,0.835521769178,-8.12063159462
momentum_12,3,15,10,0,17364,-0.000880716326463,-30.8603000793,0.237856913002,-129.743128715,0.181179451739,0.838732434923,-15.2927582927
momentum_12,3,15,10,1,17364,-0.000897499449246,-31.4483807016,0.237969141374,-132.153188098,0.180315595485,0.842691776088,-15.5841804367
momentum_12,3,15,10,2,17364,-0.000885431444058,-31.0255177998,0.23877006532,-129.93889229,0.184404515089,0.835521769178,-15.3746315946
reversal_12,3,15,0,0,17364,4.19958801564e-05,1.47153564068,0.229334605058,6.41654424682,0.533402441834,0.838545266068,0.729216463036
reversal_12,3,15,0,1,17364,5.48162628626e-05,1.9207618507,0.22900946614,8.38725963202,0.537836903939,0.842432619212,0.951829588346
reversal_12,3,15,0,2,17364,4.98823060959e-05,1.7478760056,0.229616982427,7.612137339,0.530753282654,0.835118636259,0.866156363049
reversal_12,3,15,0.25,0,17364,2.10322485048e-05,0.736969987606,0.229339297557,3.21344835123,0.522978576365,0.838545266068,0.365203963036
reversal_12,3,15,0.25,1,17364,3.37554473823e-05,1.18279087627,0.229004948287,5.16491405588,0.528046533057,0.842432619212,0.586129588346
reversal_12,3,15,0.25,2,17364,2.90043401894e-05,1.01631208024,0.229610295247,4.42624786988,0.52326652845,0.835118636259,0.503631363049
reversal_12,3,15,0.5,0,17364,6.86168530573e-08,0.00240433453113,0.229354727625,0.010483038898,0.514397604239,0.838545266068,0.00119146303649
reversal_12,3,15,0.5,1,17364,1.2694631902e-05,0.444819901845,0.22901129446,1.94234918803,0.518083390924,0.842432619212,0.220429588346
reversal_12,3,15,0.5,2,17364,8.12637428295e-06,0.284748154875,0.229614631169,1.24011328644,0.512497120479,0.835118636259,0.141106363049
reversal_12,3,15,1,0,17364,-4.18586464503e-05,-1.46672697162,0.229417790299,-6.39325733941,0.492743607464,0.838545266068,-0.726833536964
reversal_12,3,15,1,1,17364,-2.94269990586e-05,-1.03112204701,0.229056573721,-4.50160425551,0.496199032481,0.842432619212,-0.510970411654
reversal_12,3,15,1,2,17364,-3.362955753e-05,-1.17837969585,0.229656368235,-5.13105604215,0.493492282884,0.835118636259,-0.583943636951
reversal_12,3,15,2,0,17364,-0.000125713173057,-4.40498958392,0.229672570396,-19.1794325997,0.451624049758,0.838545266068,-2.18288353696
reversal_12,3,15,2,1,17364,-0.00011367026098,-3.98300594473,0.229277357391,-17.3719986572,0.455252246026,0.842432619212,-1.97377041165
reversal_12,3,15,2,2,17364,-0.000117141421156,-4.1046353973,0.229871985914,-17.8561793034,0.453639714352,0.835118636259,-2.03404363695
reversal_12,3,15,5,0,17364,-0.000377276752877,-13.2197774208,0.231458905214,-57.1150088547,0.341568762958,0.838545266068,-6.55103353696
reversal_12,3,15,5,1,17364,-0.000366400046744,-12.8386576379,0.230974825771,-55.5846620733,0.343066113799,0.842432619212,-6.36217041165
reversal_12,3,15,5,2,17364,-0.000367677012034,-12.8834025017,0.231569295738,-55.6351931745,0.340704906704,0.835118636259,-6.38434363695
reversal_12,3,15,10,0,17364,-0.000796549385911,-27.9110904823,0.237744043014,-117.399746923,0.211817553559,0.838545266068,-13.831283537
reversal_12,3,15,10,1,17364,-0.00078761635635,-27.5980771265,0.237157671818,-116.370163845,0.211817553559,0.842432619212,-13.6761704117
reversal_12,3,15,10,2,17364,-0.000785236330163,-27.5146810089,0.237801510636,-115.704399586,0.217691776088,0.835118636259,-13.634843637
ridge,3,15,0,0,17364,2.17641091253e-05,0.762614383751,0.224853137301,3.39161104401,0.508062658374,1.35739173002,0.377911990852
ridge,3,15,0,1,17364,3.492882269e-05,1.22390594706,0.224256943389,5.45760558653,0.514052061737,1.37137180373,0.60650407719
ridge,3,15,0,2,17364,1.9458329382e-05,0.681819861544,0.216866935907,3.14395488041,0.509790370882,1.37314270905,0.337874431388
ridge,3,15,0.25,0,17364,-1.21706841251e-05,-0.426460771743,0.224849017774,-1.89665392344,0.489864086616,1.35739173002,-0.211331759148
ridge,3,15,0.25,1,17364,6.44527596743e-07,0.0225842469899,0.224291237688,0.100691615164,0.496141442064,1.37137180373,0.0111915771898
ridge,3,15,0.25,2,17364,-1.48702383444e-05,-0.521053151586,0.216883991327,-2.40245095269,0.491879751209,1.37314270905,-0.258206818612
ridge,3,15,0.5,0,17364,-4.61054773755e-05,-1.61553592724,0.224855189153,-7.18478383054,0.471377562774,1.35739173002,-0.800575509148
ridge,3,15,0.5,1,17364,-3.36397674966e-05,-1.17873745308,0.22433590427,-5.25434150595,0.479267449896,1.37137180373,-0.58412092281
ridge,3,15,0.5,2,17364,-4.91988060707e-05,-1.72392616472,0.216911484013,-7.94760209474,0.47258696153,1.37314270905,-0.854288068612
ridge,3,15,1,0,17364,-0.000113975063876,-3.99368623823,0.224898399829,-17.7577352318,0.43665054135,1.35739173002,-1.97906300915
ridge,3,15,1,1,17364,-0.000102208357683,-3.58138085322,0.224456328075,-15.955802556,0.442179221378,1.37137180373,-1.77474592281
ridge,3,15,1,2,17364,-0.000117855941523,-4.12967219098,0.216997763812,-19.030943538,0.43607463718,1.37314270905,-2.04645056861
ridge,3,15,2,0,17364,-0.000249714236878,-8.7499868602,0.225108180272,-38.8701416787,0.3699032481,1.35739173002,-4.33603800915
ridge,3,15,2,1,17364,-0.000239345538056,-8.38666765349,0.224821275009,-37.3037100389,0.376410965215,1.37137180373,-4.15599592281
ridge,3,15,2,2,17364,-0.000255170212429,-8.9411642435,0.217295295601,-41.147527924,0.365411195577,1.37314270905,-4.43077556861
ridge,3,15,5,0,17364,-0.000656931755883,-23.0188887261,0.226718271635,-101.530805436,0.222990094448,1.35739173002,-11.4069630091
ridge,3,15,5,1,17364,-0.000650757079176,-22.8025280543,0.226899688675,-100.496074664,0.225696844045,1.37137180373,-11.2997459228
ridge,3,15,5,2,17364,-0.000667113025145,-23.3756404011,0.219179423651,-106.650706584,0.211759963142,1.37314270905,-11.5837505686
ridge,3,15,10,0,17364,-0.00133562762089,-46.800391836,0.232582368711,-201.220720622,0.0984796129924,1.35739173002,-23.1918380091
ridge,3,15,10,1,17364,-0.00133644298104,-46.8289620557,0.233534063909,-200.523046924,0.100092144667,1.37137180373,-23.2059959228
ridge,3,15,10,2,17364,-0.00135368437967,-47.4331006637,0.225520134685,-210.327564454,0.0941603317208,1.37314270905,-23.5053755686
tcn,3,15,0,0,17364,1.4596347661e-06,0.0511456022041,0.193939761134,0.263719012053,0.502937111265,1.36375547109,0.0253450980786
tcn,3,15,0,1,17364,-4.76737214979e-06,-0.167048720128,0.192419965947,-0.86814650084,0.499193734163,1.36552637641,-0.0827806500089
tcn,3,15,0,2,17364,3.60750244713e-06,0.126406885747,0.193762288085,0.652381260549,0.500921446671,1.36541119558,0.062640672492
tcn,3,15,0.25,0,17364,-3.26342520111e-05,-1.14350419047,0.193948151239,-5.89592725253,0.483413959917,1.36375547109,-0.566661151921
tcn,3,15,0.25,1,17364,-3.89055315601e-05,-1.36324982586,0.19242270861,-7.08466186612,0.479843354066,1.36552637641,-0.675555650009
tcn,3,15,0.25,2,17364,-3.05277774423e-05,-1.06969332158,0.193765998755,-5.52054193436,0.480879981571,1.36541119558,-0.530084327508
tcn,3,15,0.5,0,17364,-6.67281387884e-05,-2.33815398314,0.193969456305,-12.0542379594,0.463602856485,1.36375547109,-1.15866740192
tcn,3,15,0.5,1,17364,-7.30436909703e-05,-2.5594509316,0.192438653734,-13.3000874925,0.460608154803,1.36552637641,-1.26833065001
tcn,3,15,0.5,2,17364,-6.46630573317e-05,-2.2657935289,0.193782143913,-11.692478384,0.46141442064,1.36541119558,-1.12280932751
tcn,3,15,1,0,17364,-0.000134915912343,-4.72745356849,0.194050791723,-24.3619390908,0.425420410044,1.36375547109,-2.34267990192
tcn,3,15,1,1,17364,-0.000141320009791,-4.95185314307,0.192510135529,-25.7225580849,0.418970283345,1.36552637641,-2.45388065001
tcn,3,15,1,2,17364,-0.000132933617111,-4.65799394355,0.193851722877,-24.0286435139,0.42265607003,1.36541119558,-2.30825932751
tcn,3,15,2,0,17364,-0.000271291459452,-9.50605273919,0.194368082833,-48.9074780212,0.351243953006,1.36375547109,-4.71070490192
tcn,3,15,2,1,17364,-0.000277872647432,-9.73665756602,0.1928112029,-50.4984016465,0.345657682562,1.36552637641,-4.82498065001
tcn,3,15,2,2,17364,-0.000269474736668,-9.44239477286,0.194139798156,-48.6370896774,0.347903708823,1.36541119558,-4.67915932751
tcn,3,15,5,0,17364,-0.000680418100779,-23.8418502513,0.196544283582,-121.305233695,0.193388620134,1.36375547109,-11.8147799019
tcn,3,15,5,1,17364,-0.000687530560355,-24.0910708348,0.194966600192,-123.565117364,0.189990785533,1.36552637641,-11.93828065
tcn,3,15,5,2,17364,-0.000679098095341,-23.7955972608,0.196184099887,-121.292180531,0.189990785533,1.36541119558,-11.7918593275
tcn,3,15,10,0,17364,-0.00136229583632,-47.7348461048,0.204085167942,-233.896694141,0.076192121631,1.36375547109,-23.6549049019
tcn,3,15,10,1,17364,-0.00137029374856,-48.0150929496,0.202561038938,-237.040119864,0.0757313982953,1.36552637641,-23.79378065
tcn,3,15,10,2,17364,-0.00136180369313,-47.7176014073,0.203372054356,-234.632046957,0.0734277816171,1.36541119558,-23.6463593275
transformer,3,15,0,0,17364,1.84671309016e-05,0.647088266791,0.217788259831,2.97118066554,0.512727482147,1.04522287491,0.320663260975
transformer,3,15,0,1,17364,7.91095311525e-06,0.277199797158,0.212002706877,1.3075295181,0.51059663672,1.04817438378,0.137365789893
transformer,3,15,0,2,17364,3.94465387061e-06,0.138220671626,0.214964046892,0.642994368707,0.510423865469,1.05484047455,0.0684949698092
transformer,3,15,0.25,0,17364,-7.66344097127e-06,-0.268526971633,0.217792934425,-1.23294620343,0.500403132919,1.04522287491,-0.133067989025
transformer,3,15,0.25,1,17364,-1.82934064793e-05,-0.641000963035,0.212028564082,-3.0231821161,0.497466021654,1.04817438378,-0.317646710107
transformer,3,15,0.25,2,17364,-2.2426357993e-05,-0.785819584075,0.215008159088,-3.65483611138,0.496774936651,1.05484047455,-0.389411280191
transformer,3,15,0.5,0,17364,-3.37940128441e-05,-1.18414221006,0.217813884688,-5.43648634592,0.4867542041,1.04522287491,-0.586799239025
transformer,3,15,0.5,1,17364,-4.44977660739e-05,-1.55920172323,0.212071112526,-7.352258894,0.484162635337,1.04817438378,-0.772659210107
transformer,3,15,0.5,2,17364,-4.87973698566e-05,-1.70985983978,0.215068857423,-7.9502902478,0.485544805344,1.05484047455,-0.847317530191
transformer,3,15,1,0,17364,-8.60551565898e-05,-3.01537268691,0.217904589796,-13.83804118,0.460147431467,1.04522287491,-1.49426173903
transformer,3,15,1,1,17364,-9.6906485263e-05,-3.39560324362,0.21220623903,-16.0014298313,0.458822851877,1.04817438378,-1.68268421011
transformer,3,15,1,2,17364,-0.000101539393584,-3.55794035118,0.215239952552,-16.5301112038,0.460435383552,1.05484047455,-1.76313003019
transformer,3,15,2,0,17364,-0.000190577444081,-6.6778336406,0.218280858029,-30.5928504263,0.413844736236,1.04522287491,-3.30918673903
transformer,3,15,2,1,17364,-0.000201723923641,-7.06840628439,0.212676083108,-33.2355485445,0.408719189127,1.04817438378,-3.50273421011
transformer,3,15,2,2,17364,-0.000207023441038,-7.25410137399,0.215780304825,-33.6179957659,0.406818705367,1.05484047455,-3.59475503019
transformer,3,15,5,0,17364,-0.000504144306555,-17.6652165017,0.220951426176,-79.950678787,0.290428472702,1.04522287491,-8.75396173903
transformer,3,15,5,1,17364,-0.000516176238776,-18.0868154067,0.215661149377,-83.8668228329,0.288643169777,1.04817438378,-8.96288421011
transformer,3,15,5,2,17364,-0.000523475583402,-18.3425844424,0.218963674203,-83.7699883745,0.27873761806,1.05484047455,-9.08963003019
transformer,3,15,10,0,17364,-0.00102675574401,-35.9775212702,0.230311320146,-156.212561534,0.156645934117,1.04522287491,-17.828586739
transformer,3,15,10,1,17364,-0.00104026343067,-36.4508306106,0.225624737215,-161.555116077,0.155436535361,1.04817438378,-18.0631342101
transformer,3,15,10,2,17364,-0.00105089582067,-36.8233895564,0.229206928807,-160.655656215,0.151577977425,1.05484047455,-18.2477550302
lightgbm,6,30,0,0,8682,9.82617688743e-06,0.172154619068,0.221537494163,0.777090215442,0.509560009214,0.268832066344,0.0853108677367
lightgbm,6,30,0,1,8682,1.12632625683e-05,0.197332360197,0.220111361552,0.896511469491,0.512900253398,0.267939414881,0.0977876456179
lightgbm,6,30,0,2,8682,1.57612819918e-05,0.276137660497,0.218171054814,1.26569338326,0.509444828381,0.2649447132,0.136839450253
lightgbm,6,30,0,3,8682,1.10399289574e-05,0.193419555333,0.219299969892,0.88198623752,0.50794747754,0.265750979037,0.0958486632078
lightgbm,6,30,0,4,8682,-2.65179633787e-06,-0.0464594718395,0.219069835829,-0.212076079136,0.508868924211,0.263101819857,-0.0230228958054
lightgbm,6,30,0,5,8682,1.88281709884e-05,0.329869555717,0.222139601809,1.48496509866,0.519350380097,0.260539046303,0.163466180521
lightgbm,6,30,0.25,0,8682,3.10537522883e-06,0.0544061740091,0.22154198914,0.245579513935,0.507486754204,0.268832066344,0.0269608677367
lightgbm,6,30,0.25,1,8682,4.56477719626e-06,0.0799748964785,0.220096064414,0.363363591673,0.51059663672,0.267939414881,0.0396313956179
lightgbm,6,30,0.25,2,8682,9.13766416183e-06,0.160091876115,0.218152810114,0.733852000492,0.50737157337,0.2649447132,0.079333200253
lightgbm,6,30,0.25,3,8682,4.39615448143e-06,0.0770206265146,0.219283389009,0.351237851908,0.506104584197,0.265750979037,0.0381674132078
lightgbm,6,30,0.25,4,8682,-9.2293418343e-06,-0.161698068937,0.21907219781,-0.738104015724,0.50737157337,0.263101819857,-0.0801291458054
lightgbm,6,30,0.25,5,8682,1.23146948308e-05,0.215753453436,0.222127262009,0.971305599705,0.51796821009,0.260539046303,0.106916180521
lightgbm,6,30,0.5,0,8682,-3.61542642977e-06,-0.0633422710497,0.221553388263,-0.285900710192,0.505413499194,0.268832066344,-0.0313891322633
lightgbm,6,30,0.5,1,8682,-2.13370817577e-06,-0.0373825672395,0.220087653228,-0.169853086673,0.509099285879,0.267939414881,-0.0185248543821
lightgbm,6,30,0.5,2,8682,2.51404633184e-06,0.0440460917338,0.2181414002,0.201915325076,0.505183137526,0.2649447132,0.021826950253
lightgbm,6,30,0.5,3,8682,-2.2476199945e-06,-0.0393783023036,0.219273664892,-0.179585187866,0.50472241419,0.265750979037,-0.0195138367922
lightgbm,6,30,0.5,4,8682,-1.58068873307e-05,-0.276936666034,0.219081121033,-1.26408275039,0.505759041695,0.263101819857,-0.137235395805
lightgbm,6,30,0.5,5,8682,5.80121867326e-06,0.101637351155,0.22212131611,0.457575855103,0.516240497581,0.260539046303,0.0503661805212
lightgbm,6,30,1,0,8682,-1.7057029747e-05,-0.298839161167,0.221596894039,-1.348571073,0.500691085003,0.268832066344,-0.148089132263
lightgbm,6,30,1,1,8682,-1.55306789198e-05,-0.272097494676,0.220091491228,-1.23629265792,0.504607233356,0.267939414881,-0.134837354382
lightgbm,6,30,1,2,8682,-1.07331893281e-05,-0.188045477029,0.218139088374,-0.862043930004,0.501497350841,0.2649447132,-0.093185549747
lightgbm,6,30,1,3,8682,-1.55351689464e-05,-0.27217615994,0.219274789959,-1.24125605133,0.501382170007,0.265750979037,-0.134876336792
lightgbm,6,30,1,4,8682,-2.89619783236e-05,-0.507413860229,0.21911864741,-2.31570368943,0.501151808339,0.263101819857,-0.251447895805
lightgbm,6,30,1,5,8682,-7.22573364188e-06,-0.126594853406,0.222128607519,-0.569916927044,0.512209168394,0.260539046303,-0.0627338194788
lightgbm,6,30,2,0,8682,-4.39402363814e-05,-0.769832941402,0.221766665309,-3.47136455485,0.492858788298,0.268832066344,-0.381489132263
lightgbm,6,30,2,1,8682,-4.2324620408e-05,-0.741527349548,0.220181790095,-3.36779598907,0.496544574983,0.267939414881,-0.367462354382
lightgbm,6,30,2,2,8682,-3.72276606481e-05,-0.652228614555,0.218216486283,-2.9889062264,0.494586500806,0.2649447132,-0.323210549747
lightgbm,6,30,2,3,8682,-4.21102668501e-05,-0.737771875213,0.219359318317,-3.36330309956,0.493780234969,0.265750979037,-0.365601336792
lightgbm,6,30,2,4,8682,-5.52721603093e-05,-0.968368248619,0.219272360369,-4.41628049696,0.49205252246,0.263101819857,-0.479872895805
lightgbm,6,30,2,5,8682,-3.32796382721e-05,-0.583059262528,0.222219902762,-2.62379406741,0.503340244183,0.260539046303,-0.288933819479
lightgbm,6,30,5,0,8682,-0.000124589856285,-2.18281428211,0.222934866331,-9.79126467757,0.471319972357,0.268832066344,-1.08168913226
lightgbm,6,30,5,1,8682,-0.000122706444872,-2.14981691416,0.221111528725,-9.72277170059,0.474199493204,0.267939414881,-1.06533735438
lightgbm,6,30,5,2,8682,-0.000116711074608,-2.04477802713,0.219102888298,-9.33250147007,0.470168164018,0.2649447132,-1.01328554975
lightgbm,6,30,5,3,8682,-0.000121835560561,-2.13455902103,0.220269070498,-9.69068882981,0.470628887353,0.265750979037,-1.05777633679
lightgbm,6,30,5,4,8682,-0.000134202706266,-2.35123141379,0.220359963233,-10.6699573702,0.467403824004,0.263101819857,-1.16514789581
lightgbm,6,30,5,5,8682,-0.000111441352163,-1.9524524899,0.223105566524,-8.75124955559,0.480073715734,0.260539046303,-0.967533819479
lightgbm,6,30,10,0,8682,-0.000259005889457,-4.53778318328,0.22703469911,-19.9871790571,0.436996083852,0.268832066344,-2.24868913226
lightgbm,6,30,10,1,8682,-0.000256676152313,-4.49696618852,0.224820336222,-20.0024884941,0.442064040544,0.267939414881,-2.22846235438
lightgbm,6,30,10,2,8682,-0.000249183431208,-4.36569371476,0.222725277958,-19.6012493723,0.438263073025,0.2649447132,-2.16341054975
lightgbm,6,30,10,3,8682,-0.00025471105008,-4.4625375974,0.223936280305,-19.9277115406,0.434116563004,0.265750979037,-2.21140133679
lightgbm,6,30,10,4,8682,-0.000265753616195,-4.65600335574,0.22422171277,-20.7651761206,0.430891499654,0.263101819857,-2.30727289581
lightgbm,6,30,10,5,8682,-0.000241710875314,-4.23477453551,0.226588763875,-18.6892521195,0.446786454734,0.260539046303,-2.09853381948
mlp,6,30,0,0,8682,1.48164868173e-05,0.259584849039,0.178941765021,1.45066664011,0.515434231744,1.45384128081,0.128636738548
mlp,6,30,0,1,8682,2.50076458502e-05,0.438133955295,0.173903167509,2.51941331243,0.523612070951,1.45769983875,0.217116381271
mlp,6,30,0,2,8682,9.27243861463e-06,0.162453124528,0.170359462439,0.953590262625,0.498733010827,1.45461875144,0.0805033120522
mlp,6,30,0,3,8682,1.04813147617e-06,0.0183632634624,0.173352217386,0.105930363853,0.506910850035,1.44762151578,0.00909987747607
