model,horizon_bars,horizon_minutes,cost_bps,cohort,period_count,mean_net_return,annualized_net_return,annualized_volatility,annualized_sharpe,positive_fraction,mean_turnover,cumulative_net_log_return
tcn,6,30,10,2,8682,-0.00137008778817,-24.0039380488,0.195353150296,-122.874588981,0.127390002304,1.38291868233,-11.8951021769
tcn,6,30,10,3,8682,-0.00137294938656,-24.0540732526,0.194766143504,-123.502333721,0.12462566229,1.3807878369,-11.9199465741
tcn,6,30,10,4,8682,-0.00140943359946,-24.6932766625,0.190381420693,-129.7042357,0.115871918913,1.38695001152,-12.2367025105
tcn,6,30,10,5,8682,-0.00137920885306,-24.1637391056,0.191664960946,-126.072804264,0.11875143976,1.38297627275,-11.9742912622
transformer,6,30,0,0,8682,7.66546017316e-06,0.134298862234,0.212923950703,0.630736287722,0.513706519235,1.03731859019,0.0665515252234
transformer,6,30,0,1,8682,1.32447189441e-05,0.2320474759,0.208856396593,1.11103839617,0.513130615066,1.06395415803,0.114990649873
transformer,6,30,0,2,8682,5.79994072777e-06,0.10161496155,0.209906131095,0.484097158194,0.504376871689,1.0509387238,0.0503550853985
transformer,6,30,0,3,8682,2.24984801578e-05,0.394173372364,0.214249579994,1.83978597472,0.516701220917,1.05456692006,0.19533180473
transformer,6,30,0,4,8682,8.91184873336e-06,0.156135589808,0.209433683419,0.745513268255,0.50207325501,1.04463257314,0.077372670703
transformer,6,30,0,5,8682,2.90831912475e-05,0.509537510656,0.212935353798,2.39292114516,0.512439530062,1.0557187284,0.25250026641
transformer,6,30,0.25,0,8682,-1.82675045815e-05,-0.320046680268,0.212945374015,-1.50295202114,0.503685786685,1.03731859019,-0.158598474777
transformer,6,30,0.25,1,8682,-1.33541350066e-05,-0.233964445316,0.208857796688,-1.12020929564,0.503340244183,1.06395415803,-0.115940600127
transformer,6,30,0.25,2,8682,-2.04735273671e-05,-0.358696199472,0.209921323289,-1.708717313,0.494356139138,1.0509387238,-0.177751164602
transformer,6,30,0.25,3,8682,-3.86569284386e-06,-0.0677269386244,0.214257624336,-0.316100483398,0.507256392536,1.05456692006,-0.0335619452704
transformer,6,30,0.25,4,8682,-1.72039655951e-05,-0.301413477227,0.209454467406,-1.43904057507,0.490555171619,1.04463257314,-0.149364829297
transformer,6,30,0.25,5,8682,2.69022303737e-06,0.0471327076148,0.212954083354,0.221328029369,0.502533978346,1.0557187284,0.0233565164105
transformer,6,30,0.5,0,8682,-4.42004693362e-05,-0.77439222277,0.212974907333,-3.63607258933,0.493434692467,1.03731859019,-0.383748474777
transformer,6,30,0.5,1,8682,-3.99529889573e-05,-0.699976366532,0.208867501794,-3.35129381316,0.493319511633,1.06395415803,-0.346871850127
transformer,6,30,0.5,2,8682,-4.67469954621e-05,-0.819007360495,0.209944883329,-3.90105892322,0.485026491592,1.0509387238,-0.405857414602
transformer,6,30,0.5,3,8682,-3.02298658455e-05,-0.529627249613,0.214274062803,-2.47172822825,0.496199032481,1.05456692006,-0.26245569527
transformer,6,30,0.5,4,8682,-4.33197799236e-05,-0.758962544262,0.209483547407,-3.62301743338,0.481916609076,1.04463257314,-0.376102329297
transformer,6,30,0.5,5,8682,-2.37027451727e-05,-0.415272095426,0.212981172382,-1.94980659925,0.492743607464,1.0557187284,-0.20578723359
transformer,6,30,1,0,8682,-9.60663988455e-05,-1.68308330777,0.213058289572,-7.89963775244,0.474314674038,1.03731859019,-0.834048474777
transformer,6,30,1,1,8682,-9.31506968587e-05,-1.63200020896,0.208911821419,-7.81190933994,0.473738769869,1.06395415803,-0.808734350127
transformer,6,30,1,2,8682,-9.92939316519e-05,-1.73962968254,0.210017094682,-8.28327658362,0.46936189818,1.0509387238,-0.862069914602
transformer,6,30,1,3,8682,-8.29582118487e-05,-1.45342787159,0.214332113399,-6.78119507404,0.478115641557,1.05456692006,-0.72024319527
transformer,6,30,1,4,8682,-9.55514085806e-05,-1.67406067833,0.209566580653,-7.98820438408,0.465330568993,1.04463257314,-0.829577329297
transformer,6,30,1,5,8682,-7.64886815929e-05,-1.34008170151,0.213060415117,-6.2896793887,0.475696844045,1.0557187284,-0.66407473359
transformer,6,30,2,0,8682,-0.000199798257864,-3.50046547778,0.213322163998,-16.4092910562,0.437456807187,1.03731859019,-1.73464847478
transformer,6,30,2,1,8682,-0.000199546112662,-3.49604789383,0.209100003635,-16.7195018319,0.438378253859,1.06395415803,-1.73245935013
transformer,6,30,2,2,8682,-0.000204387804032,-3.58087432663,0.21026174088,-17.0305558759,0.430315595485,1.0509387238,-1.7744949146
transformer,6,30,2,3,8682,-0.000188414903855,-3.30102911554,0.214548793206,-15.3859132285,0.43872379636,1.05456692006,-1.63581819527
transformer,6,30,2,4,8682,-0.000200014665895,-3.50425694647,0.209831981684,-16.7002995365,0.431812946326,1.04463257314,-1.7365273293
transformer,6,30,2,5,8682,-0.000182060554433,-3.18970091367,0.21331900833,-14.9527270853,0.439760423865,1.0557187284,-1.58064973359
transformer,6,30,5,0,8682,-0.00051099383492,-8.9526119878,0.214885057405,-41.662329135,0.339553098364,1.03731859019,-4.43644847478
transformer,6,30,5,1,8682,-0.00051873236007,-9.08819094843,0.210456277313,-43.1832733357,0.343354065883,1.06395415803,-4.50363435013
transformer,6,30,5,2,8682,-0.00051966942117,-9.10460825891,0.211791876913,-42.9884676958,0.338862013361,1.0509387238,-4.5117699146
transformer,6,30,5,3,8682,-0.000504784979874,-8.8438328474,0.215998424341,-40.9439692644,0.334485141672,1.05456692006,-4.38254319527
transformer,6,30,5,4,8682,-0.000513404437837,-8.9948457509,0.21141697183,-42.5455235359,0.335752130845,1.04463257314,-4.4573773293
transformer,6,30,5,5,8682,-0.000498776172954,-8.73855855016,0.214889914108,-40.6652801106,0.341856715043,1.0557187284,-4.33037473359
transformer,6,30,10,0,8682,-0.00102965313001,-18.0395228378,0.219992477458,-82.0006349594,0.218843584428,1.03731859019,-8.93944847478
transformer,6,30,10,1,8682,-0.00105070943908,-18.4084293728,0.215291398914,-85.5047134516,0.217691776088,1.06395415803,-9.12225935013
transformer,6,30,10,2,8682,-0.00104513878307,-18.3108314794,0.216925333182,-84.4107565069,0.216079244414,1.0509387238,-9.0738949146
transformer,6,30,10,3,8682,-0.00103206843991,-18.0818390672,0.221012882555,-81.8135072406,0.214236351071,1.05456692006,-8.96041819527
transformer,6,30,10,4,8682,-0.00103572072441,-18.1458270916,0.216615846766,-83.7696196399,0.219649850265,1.04463257314,-8.9921273293
transformer,6,30,10,5,8682,-0.00102663553716,-17.986654611,0.220087406014,-81.7250515908,0.215618521078,1.0557187284,-8.91324973359
lightgbm,12,60,0,0,4341,4.62908565932e-05,0.405507903756,0.216265499537,1.87504666544,0.515779774246,0.334830684174,0.200948608471
lightgbm,12,60,0,1,4341,2.51775660738e-05,0.220555478806,0.217649715318,1.01335064227,0.515549412578,0.336155263764,0.109295814326
lightgbm,12,60,0,2,4341,1.67512252526e-05,0.146740733213,0.213862744838,0.686144439621,0.518774475927,0.334427551255,0.0727170688214
lightgbm,12,60,0,3,4341,3.94859017352e-05,0.3458964992,0.21496291169,1.60909850207,0.514858327574,0.331778392076,0.171408299432
lightgbm,12,60,0,4,4341,9.45626758514e-06,0.0828369040458,0.210450559986,0.393616933362,0.509099285879,0.331605620825,0.0410496575871
lightgbm,12,60,0,5,4341,9.5497008746e-06,0.0836553796615,0.21501372363,0.389069954462,0.511633264225,0.328783690394,0.0414552514967
lightgbm,12,60,0,6,4341,-1.10091076615e-05,-0.0964397831151,0.21492284461,-0.448718158789,0.51739230592,0.343757198802,-0.0477905363587
lightgbm,12,60,0,7,4341,-3.76171445307e-06,-0.0329526186089,0.211467584603,-0.155828226207,0.514627965906,0.340820087537,-0.0163296024408
lightgbm,12,60,0,8,4341,1.49178621623e-07,0.00130680472542,0.211284532963,0.00618504680438,0.5132457959,0.335176226676,0.000647584396466
lightgbm,12,60,0,9,4341,-5.33555524248e-07,-0.00467394639241,0.213065619168,-0.021936652242,0.514397604239,0.333851647086,-0.00231616453076
lightgbm,12,60,0,10,4341,-5.68538292645e-06,-0.0498039544357,0.214051917641,-0.232672311393,0.512554710896,0.33529140751,-0.0246802472837
lightgbm,12,60,0,11,4341,4.12831372473e-05,0.361640282287,0.2168930765,1.66736664961,0.52269062428,0.334312370422,0.179210098791
lightgbm,12,60,0.25,0,4341,3.79200894888e-05,0.332179983922,0.216250884664,1.53608612717,0.514397604239,0.334830684174,0.164611108471
lightgbm,12,60,0.25,1,4341,1.67736844797e-05,0.146937476042,0.217646518935,0.675119807847,0.513936880903,0.336155263764,0.0728145643263
lightgbm,12,60,0.25,2,4341,8.39053647119e-06,0.0735010994877,0.213869353947,0.343672892498,0.517161944252,0.334427551255,0.0364233188214
lightgbm,12,60,0.25,3,4341,3.11914419333e-05,0.273237031336,0.214930274713,1.27128219466,0.513015434232,0.331778392076,0.135402049432
lightgbm,12,60,0.25,4,4341,1.16612706452e-06,0.0102152730852,0.21046379579,0.048536961176,0.507256392536,0.331605620825,0.00506215758709
lightgbm,12,60,0.25,5,4341,1.33010861476e-06,0.0116517514653,0.21504268736,0.0541834349649,0.510942179221,0.328783690394,0.00577400149666
lightgbm,12,60,0.25,6,4341,-1.96030376316e-05,-0.171722609653,0.214936348105,-0.79894634466,0.516240497581,0.343757198802,-0.0850967863587
lightgbm,12,60,0.25,7,4341,-1.22822166415e-05,-0.10759221778,0.21145969782,-0.508807204818,0.512785072564,0.340820087537,-0.0533171024408
lightgbm,12,60,0.25,8,4341,-8.23022704527e-06,-0.0720967889166,0.211281495196,-0.341235700029,0.512554710896,0.335176226676,-0.0357274156035
lightgbm,12,60,0.25,9,4341,-8.8798467014e-06,-0.0777874571042,0.213070322809,-0.365078796891,0.512554710896,0.333851647086,-0.0385474145308
lightgbm,12,60,0.25,10,4341,-1.40676681142e-05,-0.12323277268,0.214057242905,-0.57570008381,0.510711817554,0.33529140751,-0.0610677472837
lightgbm,12,60,0.25,11,4341,3.29253279868e-05,0.288425873164,0.216899404635,1.32976793389,0.520156645934,0.334312370422,0.142928848791
lightgbm,12,60,0.5,0,4341,2.95493223845e-05,0.258852064088,0.216240595095,1.19705582559,0.513015434232,0.334830684174,0.128273608471
lightgbm,12,60,0.5,1,4341,8.36980288559e-06,0.0733194732778,0.217647598828,0.336872419786,0.511172540889,0.336155263764,0.0363333143263
lightgbm,12,60,0.5,2,4341,2.98476898065e-08,0.000261465762705,0.213880291817,0.00122248646888,0.515779774246,0.334427551255,0.00012956882145
lightgbm,12,60,0.5,3,4341,2.28969821314e-05,0.200577563471,0.214901886344,0.933344824855,0.511402902557,0.331778392076,0.0993957994324
lightgbm,12,60,0.5,4,4341,-7.1240134561e-06,-0.0624063578754,0.210481229428,-0.296493697063,0.505413499194,0.331605620825,-0.0309253424129
lightgbm,12,60,0.5,5,4341,-6.88948364509e-06,-0.060351876731,0.215075766585,-0.280607516547,0.509790370882,0.328783690394,-0.0299072485033
lightgbm,12,60,0.5,6,4341,-2.81969676016e-05,-0.24700543619,0.214954351955,-1.14910646816,0.513706519235,0.343757198802,-0.122403036359
lightgbm,12,60,0.5,7,4341,-2.08027188299e-05,-0.18223181695,0.211456361298,-0.861793969362,0.511172540889,0.340820087537,-0.0903046024408
lightgbm,12,60,0.5,8,4341,-1.66096327122e-05,-0.145500382559,0.211282770228,-0.688652379945,0.511402902557,0.335176226676,-0.0721024156035
lightgbm,12,60,0.5,9,4341,-1.72261378785e-05,-0.150900967816,0.213079302288,-0.708191580299,0.510711817554,0.333851647086,-0.0747786645308
lightgbm,12,60,0.5,10,4341,-2.24499533019e-05,-0.196661590925,0.214066836069,-0.918692472577,0.509329647547,0.33529140751,-0.0974552472837
lightgbm,12,60,0.5,11,4341,2.45675187262e-05,0.215211464042,0.216909898342,0.992169862632,0.51739230592,0.334312370422,0.106647598791
lightgbm,12,60,1,0,4341,1.28077881758e-05,0.11219622442,0.216232994077,0.518867275082,0.507717115872,0.334830684174,0.055598608471
lightgbm,12,60,1,1,4341,-8.43796030262e-06,-0.0739165322509,0.217662586933,-0.339592271196,0.507717115872,0.336155263764,-0.0366291856737
lightgbm,12,60,1,2,4341,-1.6691529873e-05,-0.146217801687,0.213915150917,-0.68353176977,0.511402902557,0.334427551255,-0.0724579311786
lightgbm,12,60,1,3,4341,6.30806252761e-06,0.0552586277419,0.214857861913,0.257186901377,0.508408200875,0.331778392076,0.0273832994324
lightgbm,12,60,1,4,4341,-2.37042944973e-05,-0.207649619797,0.210528685781,-0.986324590526,0.501266989173,0.331605620825,-0.102900342413
lightgbm,12,60,1,5,4341,-2.33286681648e-05,-0.204359133124,0.215154263689,-0.949826090449,0.505643860862,0.328783690394,-0.101269748503
lightgbm,12,60,1,6,4341,-4.53848275417e-05,-0.397571089266,0.215003855918,-1.84913469374,0.510481455886,0.343757198802,-0.197015536359
lightgbm,12,60,1,7,4341,-3.78437232068e-05,-0.331511015292,0.211463339604,-1.56769970583,0.507717115872,0.340820087537,-0.164279602441
lightgbm,12,60,1,8,4341,-3.3368444046e-05,-0.292307569843,0.211298258108,-1.38338845033,0.506795669201,0.335176226676,-0.144852415604
lightgbm,12,60,1,9,4341,-3.39187202328e-05,-0.29712798924,0.21311008634,-1.39424648707,0.506334945865,0.333851647086,-0.147241164531
lightgbm,12,60,1,10,4341,-3.92145236774e-05,-0.343519227414,0.214098823552,-1.60448909394,0.505413499194,0.33529140751,-0.170230247284
lightgbm,12,60,1,11,4341,7.85190020517e-06,0.0687826457973,0.216943379817,0.317053444338,0.515088689242,0.334312370422,0.0340850987906
lightgbm,12,60,2,0,4341,-2.06752802416e-05,-0.181115454917,0.216269705461,-0.837451803665,0.501727712509,0.334830684174,-0.089751391529
lightgbm,12,60,2,1,4341,-4.2053486679e-05,-0.368388543308,0.217743858769,-1.69184355137,0.501727712509,0.336155263764,-0.182554185674
lightgbm,12,60,2,2,4341,-5.01342849985e-05,-0.439176336587,0.21403676745,-2.05187333849,0.503570605851,0.334427551255,-0.217632931179
lightgbm,12,60,2,3,4341,-2.68697766799e-05,-0.235379243716,0.214820853568,-1.09570016042,0.50057590417,0.331778392076,-0.116641700568
lightgbm,12,60,2,4,4341,-5.68648565798e-05,-0.498136143639,0.210673909829,-2.36448900599,0.493434692467,0.331605620825,-0.246850342413
lightgbm,12,60,2,5,4341,-5.62070372042e-05,-0.492373645909,0.215360544604,-2.28627600666,0.497581202488,0.328783690394,-0.243994748503
lightgbm,12,60,2,6,4341,-7.9760547422e-05,-0.698702395416,0.215156799496,-3.2474102471,0.500115180834,0.343757198802,-0.346240536359
lightgbm,12,60,2,7,4341,-7.19257319606e-05,-0.630069411974,0.211531889139,-2.97860249127,0.499654457498,0.340820087537,-0.312229602441
lightgbm,12,60,2,8,4341,-6.68860667136e-05,-0.585921944411,0.211380966329,-2.77187655345,0.500345542502,0.335176226676,-0.290352415604
lightgbm,12,60,2,9,4341,-6.73038849414e-05,-0.589582032087,0.213222923504,-2.76509684043,0.499654457498,0.333851647086,-0.292166164531
lightgbm,12,60,2,10,4341,-7.27436644284e-05,-0.637234500393,0.214213971019,-2.97475695615,0.498272287491,0.33529140751,-0.315780247284
lightgbm,12,60,2,11,4341,-2.5579336837e-05,-0.224074990692,0.217060286989,-1.03231684524,0.510942179221,0.334312370422,-0.111039901209
lightgbm,12,60,5,0,4341,-0.000121124485494,-1.06105049293,0.216794457562,-4.89426946084,0.483759502419,0.334830684174,-0.525801391529
lightgbm,12,60,5,1,4341,-0.000142900065808,-1.25180457648,0.218396990662,-5.73178491465,0.47938263073,0.336155263764,-0.620329185674
lightgbm,12,60,5,2,4341,-0.000150462550375,-1.31805194129,0.214815369803,-6.13574318493,0.485602395761,0.334427551255,-0.653157931179
lightgbm,12,60,5,3,4341,-0.000126403294303,-1.10729285809,0.215118105472,-5.14737174568,0.478691545727,0.331778392076,-0.548716700568
lightgbm,12,60,5,4,4341,-0.000156346542827,-1.36959571517,0.211510470114,-6.47530930469,0.47408431237,0.331605620825,-0.678700342413
lightgbm,12,60,5,5,4341,-0.000154842144322,-1.35641718426,0.216371652624,-6.26892279008,0.473623589035,0.328783690394,-0.672169748503
lightgbm,12,60,5,6,4341,-0.000182887707063,-1.60209631387,0.216045336931,-7.41555608941,0.475466482377,0.343757198802,-0.793915536359
lightgbm,12,60,5,7,4341,-0.000174171758222,-1.52574460202,0.21217322477,-7.19103272185,0.476387929049,0.340820087537,-0.756079602441
lightgbm,12,60,5,8,4341,-0.000167438934716,-1.46676506811,0.212041845592,-6.91733777368,0.475696844045,0.335176226676,-0.726852415604
lightgbm,12,60,5,9,4341,-0.000167459379067,-1.46694416063,0.213970245608,-6.85583248485,0.481686247408,0.333851647086,-0.726941164531
lightgbm,12,60,5,10,4341,-0.000173331086681,-1.51838031933,0.2149674412,-7.06330368383,0.478921907395,0.33529140751,-0.752430247284
lightgbm,12,60,5,11,4341,-0.000125873047963,-1.10264790016,0.217809253663,-5.0624474471,0.48790601244,0.334312370422,-0.546414901209
lightgbm,12,60,10,0,4341,-0.000288539827581,-2.52760888961,0.219037247403,-11.5396304491,0.451739230592,0.334830684174,-1.25255139153
lightgbm,12,60,10,1,4341,-0.00031097769769,-2.72416463177,0.22083403318,-12.3358007484,0.446901635568,0.336155263764,-1.34995418567
lightgbm,12,60,10,2,4341,-0.000317676326003,-2.78284461579,0.217473467882,-12.7962488614,0.456116102281,0.334427551255,-1.37903293118
lightgbm,12,60,10,3,4341,-0.00029229249034,-2.56048221538,0.216965013666,-11.8013599157,0.445749827229,0.331778392076,-1.26884170057
lightgbm,12,60,10,4,4341,-0.00032214935324,-2.82202833438,0.214221625734,-13.1734054614,0.439990785533,0.331605620825,-1.39845034241
lightgbm,12,60,10,5,4341,-0.000319233989519,-2.79648974819,0.219342794761,-12.7494032856,0.442524763879,0.328783690394,-1.3857947485
lightgbm,12,60,10,6,4341,-0.000354766306464,-3.10775284462,0.218936933187,-14.1947400074,0.443906933886,0.343757198802,-1.54004053636
lightgbm,12,60,10,7,4341,-0.000344581801991,-3.01853658544,0.214676971231,-14.0608308759,0.438147892191,0.340820087537,-1.49582960244
lightgbm,12,60,10,8,4341,-0.000335027048054,-2.93483694096,0.214502472244,-13.6820658067,0.441603317208,0.335176226676,-1.4543524156
lightgbm,12,60,10,9,4341,-0.00033438520261,-2.92921437487,0.216560519068,-13.5260775485,0.447823082239,0.333851647086,-1.45156616453
lightgbm,12,60,10,10,4341,-0.000340976790436,-2.98695668422,0.217565361269,-13.7290084543,0.448283805575,0.33529140751,-1.48018024728
lightgbm,12,60,10,11,4341,-0.000293029233174,-2.56693608261,0.220367882273,-11.6484129,0.454733932274,0.334312370422,-1.27203990121
mlp,12,60,0,0,4341,1.22092249475e-05,0.10695281054,0.176595084077,0.60563866259,0.500806265837,1.48951854411,0.0530002454972
mlp,12,60,0,1,4341,1.39818324663e-05,0.122480852404,0.173587358439,0.705586244909,0.511172540889,1.49798433541,0.060695134736
mlp,12,60,0,2,4341,-9.32126155772e-06,-0.0816542512456,0.167070961848,-0.488739936265,0.499654457498,1.49585348998,-0.0404635964221
mlp,12,60,0,3,4341,-2.06597846136e-05,-0.180979713215,0.173224470671,-1.04476990182,0.502418797512,1.48900023036,-0.0896841250076
mlp,12,60,0,4,4341,-5.70198894939e-06,-0.0499494231966,0.172735552587,-0.28916700962,0.510251094218,1.48139829532,-0.0247523340293
mlp,12,60,0,5,4341,4.43694545721e-06,0.0388676422051,0.180351300388,0.215510739992,0.507486754204,1.48329877908,0.0192607802297
mlp,12,60,0,6,4341,1.08735940097e-05,0.0952526835246,0.176392792907,0.540003261782,0.509560009214,1.48468094909,0.0472022715959
mlp,12,60,0,7,4341,2.78768746972e-05,0.244201422347,0.169842728074,1.43780911386,0.514858327574,1.48462335867,0.121013513061
mlp,12,60,0,8,4341,5.92222865803e-06,0.0518787230443,0.1719561536,0.301697391796,0.505413499194,1.48825155494,0.0257083946045
mlp,12,60,0,9,4341,3.18586889537e-05,0.279082115235,0.169815206926,1.64344595686,0.512554710896,1.47500575904,0.138298568748
mlp,12,60,0,10,4341,1.62229139325e-05,0.142112726049,0.168607577357,0.842860850481,0.510711817554,1.48398986409,0.0704236693812
mlp,12,60,0,11,4341,6.3005425106e-06,0.0551927523928,0.161564893868,0.341613521795,0.51531905091,1.48076480074,0.0273506550385
mlp,12,60,0.25,0,4341,-2.50287386553e-05,-0.219251750621,0.176580589637,-1.24165261353,0.489518544114,1.48951854411,-0.108649754503
mlp,12,60,0.25,1,4341,-2.34677759189e-05,-0.20557771705,0.173582752861,-1.18432110138,0.498272287491,1.49798433541,-0.101873615264
mlp,12,60,0.25,2,4341,-4.67175988072e-05,-0.409246165551,0.167079745979,-2.44940619913,0.48997926745,1.49585348998,-0.202801096422
mlp,12,60,0.25,3,4341,-5.78847903726e-05,-0.507070763664,0.173232574783,-2.92710977886,0.490439990786,1.48900023036,-0.251277875008
mlp,12,60,0.25,4,4341,-4.27369463325e-05,-0.374375649872,0.172728001987,-2.167428822,0.499654457498,1.48139829532,-0.185521084029
mlp,12,60,0.25,5,4341,-3.26455240199e-05,-0.285974790414,0.180355724881,-1.58561526451,0.495507947478,1.48329877908,-0.14171421977
mlp,12,60,0.25,6,4341,-2.62434297176e-05,-0.229892444326,0.176389313778,-1.30332410395,0.498963372495,1.48468094909,-0.113922728404
mlp,12,60,0.25,7,4341,-9.23870926963e-06,-0.0809310932019,0.169837626452,-0.476520397113,0.50472241419,1.48462335867,-0.0401052369394
mlp,12,60,0.25,8,4341,-3.12840602155e-05,-0.274048367488,0.171957992943,-1.59369368529,0.496659755817,1.48825155494,-0.135804105396
mlp,12,60,0.25,9,4341,-5.01645502231e-06,-0.0439441459954,0.169827553784,-0.258757457292,0.498963372495,1.47500575904,-0.0217764312518
mlp,12,60,0.25,10,4341,-2.08768326696e-05,-0.182881054186,0.168612110115,-1.08462585553,0.50264915918,1.48398986409,-0.0906263306188
mlp,12,60,0.25,11,4341,-3.07185775078e-05,-0.269094738969,0.16155861778,-1.66561674435,0.501266989173,1.48076480074,-0.133349344962
mlp,12,60,0.5,0,4341,-6.22667022582e-05,-0.545456311782,0.176568988665,-3.08919655657,0.481455885741,1.48951854411,-0.270299754503
mlp,12,60,0.5,1,4341,-6.09173843041e-05,-0.533636286504,0.173581103615,-3.07427637796,0.48997926745,1.49798433541,-0.264442365264
mlp,12,60,0.5,2,4341,-8.41139360567e-05,-0.736838079857,0.167091608518,-4.40978506575,0.479612992398,1.49585348998,-0.365138596422
mlp,12,60,0.5,3,4341,-9.51097961317e-05,-0.833161814114,0.173243589701,-4.80919274157,0.481225524073,1.48900023036,-0.412871625008
mlp,12,60,0.5,4,4341,-7.97719037156e-05,-0.698801876548,0.172723478909,-4.0457839372,0.486984565768,1.48139829532,-0.346289834029
mlp,12,60,0.5,5,4341,-6.9727993497e-05,-0.610817223033,0.180362930688,-3.38660067622,0.485372034094,1.48329877908,-0.30268921977
mlp,12,60,0.5,6,4341,-6.33604534448e-05,-0.555037572177,0.176388688986,-3.14667326668,0.489057820779,1.48468094909,-0.275047728404
mlp,12,60,0.5,7,4341,-4.63542932365e-05,-0.406063608751,0.16983557041,-2.39092204166,0.495047224142,1.48462335867,-0.201223986939
mlp,12,60,0.5,8,4341,-6.8490349089e-05,-0.59997545802,0.17196285675,-3.48898284989,0.487675650772,1.48825155494,-0.297316605396
mlp,12,60,0.5,9,4341,-4.18915989984e-05,-0.366970407226,0.16984289801,-2.16064617082,0.486523842433,1.47500575904,-0.181851431252
mlp,12,60,0.5,10,4341,-5.79765792718e-05,-0.507874834421,0.168619705591,-3.01195422351,0.493434692467,1.48398986409,-0.251676330619
mlp,12,60,0.5,11,4341,-6.77376975263e-05,-0.59338223033,0.161555551933,-3.67292998123,0.488597097443,1.48076480074,-0.294049344962
mlp,12,60,1,0,4341,-0.000136742629464,-1.1978654341,0.176554469267,-6.78467919321,0.457958995623,1.48951854411,-0.593599754503
mlp,12,60,1,1,4341,-0.000135816601074,-1.18975342541,0.173586674304,-6.85394446425,0.466252015665,1.49798433541,-0.589579865264
mlp,12,60,1,2,4341,-0.000158906610556,-1.39202190847,0.167124566029,-8.32924770752,0.45934116563,1.49585348998,-0.689813596422
mlp,12,60,1,3,4341,-0.00016955980765,-1.48534391501,0.173274349588,-8.57220886151,0.457958995623,1.48900023036,-0.736059125008
mlp,12,60,1,4,4341,-0.000153841818482,-1.3476543299,0.172723516112,-7.80237897096,0.467634185672,1.48139829532,-0.667827334029
mlp,12,60,1,5,4341,-0.000143892932451,-1.26050208827,0.180385684781,-6.98781663191,0.464869845658,1.48329877908,-0.62463921977
mlp,12,60,1,6,4341,-0.000137594500899,-1.20532782788,0.176396002397,-6.83307904658,0.471319972357,1.48468094909,-0.597297728404
mlp,12,60,1,7,4341,-0.00012058546117,-1.05632863985,0.169840595341,-6.21952977574,0.475696844045,1.48462335867,-0.523461486939
mlp,12,60,1,8,4341,-0.000142902926836,-1.25182963908,0.171981656576,-7.27885557102,0.466943100668,1.48825155494,-0.620341605396
mlp,12,60,1,9,4341,-0.00011564188695,-1.01302292969,0.169882575154,-5.96307731248,0.466943100668,1.47500575904,-0.502001431252
mlp,12,60,1,10,4341,-0.000132176072476,-1.15786239489,0.168644082877,-6.8657160995,0.473623589035,1.48398986409,-0.573776330619
mlp,12,60,1,11,4341,-0.000141775937563,-1.24195721305,0.161559051503,-7.6873267174,0.463948398986,1.48076480074,-0.615449344962
mlp,12,60,2,0,4341,-0.000285694483875,-2.50268367875,0.176560167657,-14.1746788755,0.416493895416,1.48951854411,-1.2401997545
mlp,12,60,2,1,4341,-0.000285615034615,-2.50198770323,0.173633285251,-14.4096087315,0.417645703755,1.49798433541,-1.23985486526
mlp,12,60,2,2,4341,-0.000308491959554,-2.70238956569,0.16722738174,-16.1599705597,0.415342087077,1.49585348998,-1.33916359642
mlp,12,60,2,3,4341,-0.000318459830686,-2.78970811681,0.173370764804,-16.0909950416,0.416493895416,1.48900023036,-1.38243412501
mlp,12,60,2,4,4341,-0.000301981648014,-2.6453592366,0.172759920579,-15.3123434402,0.422483298779,1.48139829532,-1.31090233403
mlp,12,60,2,5,4341,-0.000292222810359,-2.55987181875,0.180464545457,-14.1849015953,0.417645703755,1.48329877908,-1.26853921977
mlp,12,60,2,6,4341,-0.000286062595808,-2.50590833928,0.17644487332,-14.2022167725,0.430085233817,1.48468094909,-1.2417977284
mlp,12,60,2,7,4341,-0.000269047797037,-2.35685870205,0.169887186042,-13.8730810543,0.431006680488,1.48462335867,-1.16793648694
mlp,12,60,2,8,4341,-0.00029172808233,-2.55553800121,0.172055527842,-14.8529839946,0.4266298088,1.48825155494,-1.2663916054
mlp,12,60,2,9,4341,-0.000263142462855,-2.30512797461,0.169997851514,-13.5597476914,0.419718958765,1.47500575904,-1.14230143125
mlp,12,60,2,10,4341,-0.000280575058885,-2.45783751583,0.168729560701,-14.5667274046,0.428242340475,1.48398986409,-1.21797633062
mlp,12,60,2,11,4341,-0.000289852417637,-2.5391071785,0.161604568755,-15.7118526912,0.414651002073,1.48076480074,-1.25824934496
mlp,12,60,5,0,4341,-0.00073255004711,-6.41713841268,0.176854915343,-36.2847614398,0.299700529832,1.48951854411,-3.1799997545
mlp,12,60,5,1,4341,-0.000735010335237,-6.43869053668,0.174056315858,-36.9919959809,0.293020041465,1.49798433541,-3.19067986526
mlp,12,60,5,2,4341,-0.000757248006547,-6.63349253735,0.167829977169,-39.5250756107,0.286800276434,1.49585348998,-3.28721359642
mlp,12,60,5,3,4341,-0.000765159899794,-6.7028007222,0.173938267623,-38.5355150065,0.297396913154,1.48900023036,-3.32155912501
mlp,12,60,5,4,4341,-0.000746401136611,-6.53847395671,0.173159270841,-37.7598838627,0.298318359825,1.48139829532,-3.24012733403
