model,fold,month,cost_bps,period_count,cohort_count,total_gross_log_return,total_turnover,mean_turnover,break_even_cost_bps,pooled_gross_mean_return,pooled_net_mean_return,equal_weighted_net_mean_return,pooled_annualized_net_return,equal_weighted_annualized_net_return,worst_cohort_annualized_net_return,best_cohort_annualized_net_return,positive_cohort_fraction
transformer,1,2026-02,0,8052,12,0.124267256201,6893.25,0.856091654247,0.180273827587,1.54330919276e-05,1.54330919276e-05,1.54330919276e-05,0.135193885286,0.135193885286,-0.626850498497,0.764316824447,0.75
transformer,1,2026-02,0.5,8052,12,0.124267256201,6893.25,0.856091654247,0.180273827587,1.54330919276e-05,-2.73714907848e-05,-2.73714907848e-05,-0.239774259274,-0.239774259274,-1.00626555066,0.391102964537,0.166666666667
transformer,1,2026-02,1,8052,12,0.124267256201,6893.25,0.856091654247,0.180273827587,1.54330919276e-05,-7.01760734971e-05,-7.01760734971e-05,-0.614742403835,-0.614742403835,-1.38568060282,0.0178891046259,0.0833333333333
transformer,2,2026-03,0,8928,12,0.865252062209,7926.25,0.887796818996,1.09162852826,9.69144334911e-05,9.69144334911e-05,9.69144334911e-05,0.848970437382,0.848970437382,-0.00749243101119,1.43019175159,0.916666666667
transformer,2,2026-03,0.5,8928,12,0.865252062209,7926.25,0.887796818996,1.09162852826,9.69144334911e-05,5.25245925413e-05,5.25245925413e-05,0.460115430662,0.460115430662,-0.396040818108,1.0416433645,0.833333333333
transformer,2,2026-03,1,8928,12,0.865252062209,7926.25,0.887796818996,1.09162852826,9.69144334911e-05,8.13475159148e-06,8.13475159148e-06,0.0712604239413,0.0712604239413,-0.784589205205,0.6530949774,0.5
transformer,2,2026-04,0,8628,12,0.196385441846,6769.5,0.784596662031,0.290103319072,2.27614095788e-05,2.27614095788e-05,2.27614095788e-05,0.19938994791,0.19938994791,-0.235756030548,0.795469661289,0.75
transformer,2,2026-04,0.5,8628,12,0.196385441846,6769.5,0.784596662031,0.290103319072,2.27614095788e-05,-1.64684235227e-05,-1.64684235227e-05,-0.144263390059,-0.144263390059,-0.569434055583,0.447019035419,0.333333333333
transformer,2,2026-04,1,8628,12,0.196385441846,6769.5,0.784596662031,0.290103319072,2.27614095788e-05,-5.56982566243e-05,-5.56982566243e-05,-0.487916728029,-0.487916728029,-0.911150913835,0.0985684095501,0.0833333333333
transformer,3,2026-05,0,8928,12,-0.322630026645,11598.25,1.29908714158,-0.278171298812,-3.61368757443e-05,-3.61368757443e-05,-3.61368757443e-05,-0.31655903152,-0.31655903152,-1.13408555884,1.43636707801,0.166666666667
transformer,3,2026-05,0.5,8928,12,-0.322630026645,11598.25,1.29908714158,-0.278171298812,-3.61368757443e-05,-0.000101091232823,-0.000101091232823,-0.885559199531,-0.885559199531,-1.70586983303,0.872677561879,0.0833333333333
transformer,3,2026-05,1,8928,12,-0.322630026645,11598.25,1.29908714158,-0.278171298812,-3.61368757443e-05,-0.000166045589902,-0.000166045589902,-1.45455936754,-1.45455936754,-2.27765410722,0.308988045749,0.0833333333333
transformer,3,2026-06,0,8628,12,-0.171265082152,11501,1.33298562819,-0.148913209418,-1.98499168002e-05,-1.98499168002e-05,-1.98499168002e-05,-0.17388527117,-0.17388527117,-1.17715984542,0.741972789916,0.416666666667
transformer,3,2026-06,0.5,8628,12,-0.171265082152,11501,1.33298562819,-0.148913209418,-1.98499168002e-05,-8.64991982096e-05,-8.64991982096e-05,-0.757732976316,-0.757732976316,-1.76669322512,0.161881691167,0.0833333333333
transformer,3,2026-06,1,8628,12,-0.171265082152,11501,1.33298562819,-0.148913209418,-1.98499168002e-05,-0.000153148479619,-0.000153148479619,-1.34158068146,-1.34158068146,-2.35622660481,-0.418209407581,0
