model,fold,month,cost_bps,period_count,cohort_count,total_gross_log_return,total_turnover,mean_turnover,break_even_cost_bps,pooled_gross_mean_return,pooled_net_mean_return,equal_weighted_net_mean_return,pooled_annualized_net_return,equal_weighted_annualized_net_return,worst_cohort_annualized_net_return,best_cohort_annualized_net_return,positive_cohort_fraction
tcn,2,2026-03,1,8928,12,-0.0293695425793,13366.5,1.4971438172,-0.0219725003398,-3.28959930323e-06,-0.000153003981024,-0.000153003981024,-1.34031487377,-1.34031487377,-1.99648540082,-0.814778416418,0
tcn,2,2026-04,0,8628,12,0.223672280854,13018,1.50880853037,0.171817699227,2.59240010262e-05,2.59240010262e-05,2.59240010262e-05,0.22709424899,0.22709424899,-0.304881674365,0.979252704474,0.666666666667
tcn,2,2026-04,0.5,8628,12,0.223672280854,13018,1.50880853037,0.171817699227,2.59240010262e-05,-4.95164254921e-05,-4.95164254921e-05,-0.433763887311,-0.433763887311,-0.966602814838,0.313115013236,0.25
tcn,2,2026-04,1,8628,12,0.223672280854,13018,1.50880853037,0.171817699227,2.59240010262e-05,-0.00012495685201,-0.00012495685201,-1.09462202361,-1.09462202361,-1.62832395531,-0.353022678002,0
tcn,3,2026-05,0,8928,12,-0.437539274113,11219.5,1.25666442652,-0.389981081254,-4.90075351829e-05,-4.90075351829e-05,-4.90075351829e-05,-0.429306008202,-0.429306008202,-1.16024731997,0.587364642337,0.25
tcn,3,2026-05,0.5,8928,12,-0.437539274113,11219.5,1.25666442652,-0.389981081254,-4.90075351829e-05,-0.000111840756509,-0.000111840756509,-0.979725027019,-0.979725027019,-1.71348723933,0.021467464918,0.0833333333333
tcn,3,2026-05,1,8928,12,-0.437539274113,11219.5,1.25666442652,-0.389981081254,-4.90075351829e-05,-0.000174673977835,-0.000174673977835,-1.53014404584,-1.53014404584,-2.26672715868,-0.544429712501,0
tcn,3,2026-06,0,8628,12,-0.0831229660035,10925,1.26622624015,-0.07608509474,-9.6340943444e-06,-9.6340943444e-06,-9.6340943444e-06,-0.084394666457,-0.084394666457,-1.09788454222,1.06532382081,0.5
tcn,3,2026-06,0.5,8628,12,-0.0831229660035,10925,1.26622624015,-0.07608509474,-9.6340943444e-06,-7.29454063518e-05,-7.29454063518e-05,-0.639001759642,-0.639001759642,-1.66259386072,0.502898925126,0.333333333333
tcn,3,2026-06,1,8628,12,-0.0831229660035,10925,1.26622624015,-0.07608509474,-9.6340943444e-06,-0.000136256718359,-0.000136256718359,-1.19360885283,-1.19360885283,-2.22730317922,-0.0595259705625,0
transformer,1,2026-01,0,8928,12,0.726909260197,7869,0.881384408602,0.923763197607,8.14190479612e-05,8.14190479612e-05,8.14190479612e-05,0.71323086014,0.71323086014,0.161059227305,1.23697932744,1
transformer,1,2026-01,0.5,8928,12,0.726909260197,7869,0.881384408602,0.923763197607,8.14190479612e-05,3.73498275311e-05,3.73498275311e-05,0.327184489172,0.327184489172,-0.226164563017,0.853582150021,0.75
transformer,1,2026-01,1,8928,12,0.726909260197,7869,0.881384408602,0.923763197607,8.14190479612e-05,-6.71939289904e-06,-6.71939289904e-06,-0.0588618817956,-0.0588618817956,-0.61338835334,0.470184972602,0.416666666667
