model,top_count,cost_bps,cohort,period_count,mean_net_return,annualized_net_return,annualized_volatility,annualized_sharpe,positive_fraction,mean_turnover,cumulative_net_log_return
lightgbm,2,0.5,2,4341,-2.53539846349e-05,-0.222100905402,0.286971922719,-0.773946465903,0.501958074176,0.519465560931,-0.1100616473
lightgbm,2,0.5,3,4341,3.14051633734e-06,0.0275109231151,0.289094563505,0.095162367571,0.503340244183,0.519580741765,0.0136329814204
lightgbm,2,0.5,4,4341,8.70384934698e-06,0.0762457202796,0.291013615275,0.262000526015,0.501266989173,0.512900253398,0.0377834100153
lightgbm,2,0.5,5,4341,9.22148799768e-06,0.0807802348597,0.295092955491,0.273745046625,0.504952775858,0.51796821009,0.0400304793979
lightgbm,2,0.5,6,4341,-3.73934673334e-05,-0.32756677384,0.29900088155,-1.09553781963,0.493434692467,0.538815941027,-0.162325041694
lightgbm,2,0.5,7,4341,-1.34244250307e-05,-0.117597963269,0.292148035425,-0.4025286807,0.50057590417,0.528564846809,-0.0582754290582
lightgbm,2,0.5,8,4341,-4.22959671299e-07,-0.00370512672058,0.296207839266,-0.0125085370116,0.51002073255,0.525800506796,-0.00183606793311
lightgbm,2,0.5,9,4341,-4.13880679784e-05,-0.362559475491,0.293713165749,-1.23439980828,0.501727712509,0.521653996775,-0.179665603094
lightgbm,2,0.5,10,4341,-2.8145101337e-05,-0.246551087712,0.291379830381,-0.846150151812,0.500806265837,0.525224602626,-0.122177884904
lightgbm,2,0.5,11,4341,2.82481443704e-05,0.247453744684,0.295455023105,0.837534397229,0.5132457959,0.519926284266,0.122625194712
lightgbm,2,1,0,4341,-3.47790378908e-06,-0.0304664371923,0.297032696815,-0.102569304723,0.501958074176,0.516125316747,-0.0150975803484
lightgbm,2,1,1,4341,-2.84651134649e-05,-0.249354393952,0.298420445456,-0.835580797995,0.497581202488,0.517507486754,-0.123567057551
lightgbm,2,1,2,4341,-5.13272626814e-05,-0.449626821089,0.287009606321,-1.56659153975,0.497120479152,0.519465560931,-0.2228116473
lightgbm,2,1,3,4341,-2.28385207509e-05,-0.200065441778,0.289091157558,-0.692049675501,0.498041925824,0.519580741765,-0.0991420185796
lightgbm,2,1,4,4341,-1.69411633229e-05,-0.148404590709,0.291065794734,-0.50986613128,0.496890117484,0.512900253398,-0.0735415899847
lightgbm,2,1,5,4341,-1.66769225068e-05,-0.14608984116,0.295216375959,-0.494856834026,0.501727712509,0.51796821009,-0.0723945206021
lightgbm,2,1,6,4341,-6.43342643847e-05,-0.56356815601,0.299074966338,-1.884370875,0.488366735775,0.538815941027,-0.279275041694
lightgbm,2,1,7,4341,-3.98526673712e-05,-0.349109366171,0.2921901093,-1.19480213416,0.49735084082,0.528564846809,-0.173000429058
lightgbm,2,1,8,4341,-2.67129850111e-05,-0.234005748697,0.296221345548,-0.789969231501,0.506104584197,0.525800506796,-0.115961067933
lightgbm,2,1,9,4341,-6.74707678171e-05,-0.591043926078,0.293748950026,-2.01207162111,0.496429394149,0.521653996775,-0.292890603094
lightgbm,2,1,10,4341,-5.44063314683e-05,-0.476599463662,0.291416306397,-1.63545914625,0.49735084082,0.525224602626,-0.236177884904
lightgbm,2,1,11,4341,2.25183015706e-06,0.0197260321758,0.295539204872,0.0667459066365,0.508868924211,0.519926284266,0.00977519471179
lightgbm,2,2,0,4341,-5.50904354638e-05,-0.482592214663,0.297185384404,-1.62387600464,0.493895415803,0.516125316747,-0.239147580348
lightgbm,2,2,1,4341,-8.02158621403e-05,-0.702690952349,0.298529202434,-2.35384326431,0.491131075789,0.517507486754,-0.348217057551
lightgbm,2,2,2,4341,-0.000103273818775,-0.904678652465,0.28715569402,-3.15048132878,0.488827459111,0.519465560931,-0.4483116473
lightgbm,2,2,3,4341,-7.47965949273e-05,-0.655218171564,0.289154734722,-2.2659776683,0.48997926745,0.519580741765,-0.32469201858
lightgbm,2,2,4,4341,-6.82311886627e-05,-0.597705212685,0.291237564649,-2.05229436458,0.487445289104,0.512900253398,-0.296191589985
lightgbm,2,2,5,4341,-6.84737435158e-05,-0.599829993198,0.295530972356,-2.0296687972,0.490209629118,0.51796821009,-0.297244520602
lightgbm,2,2,6,4341,-0.000118215858487,-1.03557092035,0.299294847419,-3.46003591202,0.478921907395,0.538815941027,-0.513175041694
lightgbm,2,2,7,4341,-9.27091520521e-05,-0.812132171977,0.2923448761,-2.77799352193,0.489288182446,0.528564846809,-0.402450429058
lightgbm,2,2,8,4341,-7.92930356906e-05,-0.69460699265,0.296317185416,-2.34413333696,0.498733010827,0.525800506796,-0.344211067933
lightgbm,2,2,9,4341,-0.000119636167495,-1.04801282725,0.293889715466,-3.56600715201,0.486523842433,0.521653996775,-0.519340603094
lightgbm,2,2,10,4341,-0.000106928791731,-0.936696215562,0.291560151577,-3.21270314374,0.490670352453,0.525224602626,-0.464177884904
lightgbm,2,2,11,4341,-4.97407982696e-05,-0.435729392841,0.295776779906,-1.4731697092,0.501497350841,0.519926284266,-0.215924805288
lightgbm,2,5,0,4341,-0.000209928030488,-1.83896954707,0.298190087057,-6.16710490018,0.466021653997,0.516125316747,-0.911297580348
lightgbm,2,5,1,4341,-0.000235468108167,-2.06270062754,0.299391958884,-6.88963269164,0.466021653997,0.517507486754,-1.02216705755
lightgbm,2,5,2,4341,-0.000259113487054,-2.26983414659,0.288157909689,-7.87704959771,0.463718037319,0.519465560931,-1.1248116473
lightgbm,2,5,3,4341,-0.000230670817457,-2.02067636092,0.289907510273,-6.97007248627,0.465560930661,0.519580741765,-1.00134201858
lightgbm,2,5,4,4341,-0.000222101264682,-1.94560707861,0.292290269826,-6.65642096049,0.460723335637,0.512900253398,-0.964141589985
lightgbm,2,5,5,4341,-0.000223864206543,-1.96105044931,0.297013757961,-6.60255761476,0.462335867312,0.51796821009,-0.971794520602
lightgbm,2,5,6,4341,-0.000279860640796,-2.45157921337,0.300525780486,-8.15763362931,0.453121400599,0.538815941027,-1.21487504169
lightgbm,2,5,7,4341,-0.000251278606095,-2.20120058939,0.293372277781,-7.50309676852,0.465330568993,0.528564846809,-1.09080042906
lightgbm,2,5,8,4341,-0.000237033187729,-2.07641072451,0.297154046048,-6.98765758745,0.47523612071,0.525800506796,-1.02896106793
